0,0,7,1,0,7,1,5.0,6.0,100.0
0,3,1,0,6,1,0.0,1.6850548579202662,100.0
1,5,1,0,8,1,0.0,3.1337840648817,100.0
0,9,1,1,4,1,0.6320794518509163,3.1337840648817,100.0
0,9,1,1,3,1,0.0,4.387950232304058,100.0
1,3,1,0,7,1,0.0,5.159496182231435,100.0
1,3,1,0,7,1,0.0,1.0000000000000002,100.0
0,1,1,1,2,1,2.349465345817847,3.5121329984252623,100.0
0,9,2,0,9,1,0.0,1.0,100.0
1,2,1,0,8,1,0.0,1.6029147451282793,100.0
1,2,1,0,8,1,0.0,0.603039516490772,100.0
0,10,1,1,3,1,0.0,1.0304614129976606,100.0
1,6,1,1,4,1,0.0,4.235178663068014,100.0
1,6,1,1,4,1,0.0,4.235178663068014,100.0
1,8,1,1,7,1,0.0,5.732823947442975,100.0
1,8,1,1,7,1,0.0,4.8318651458468445,100.0
1,6,1,1,0,1,0.0,3.0963943064109514,100.0
1,6,1,1,0,1,0.0,3.956711710210605,100.0
1,6,1,1,0,1,0.0,4.924630327838292,100.0
1,6,1,1,0,1,0.0,5.888243299153745,100.0
1,6,1,1,0,1,0.0,6.34397713641422,100.0
1,6,1,1,0,1,0.0,6.34397713641422,100.0
1,9,1,0,5,1,0.0,1.9219745764210394,100.0
1,9,1,0,4,1,0.0,1.9219745764210394,100.0
0,7,1,0,0,1,0.0,0.4142238529597967,100.0
0,2,1,1,10,1,0.0,0.4142238529597967,100.0
0,5,1,1,10,1,0.0,0.4667540658262711,100.0
0,3,1,0,4,1,0.0,0.4667540658262711,100.0
1,5,1,0,3,1,0.0,1.0000000000000002,100.0
1,5,1,0,3,1,0.0,0.29561882225922126,100.0
0,4,1,0,6,1,0.0,1.98463946071316,100.0
0,8,1,0,10,1,2.175684152963387,10.094468760215298,100.0
0,8,1,0,10,1,1.6999397209812441,10.094468760215298,100.0
0,8,1,0,10,1,0.0,10.094468760215298,100.0
0,8,1,0,10,1,0.0,10.151426710525243,100.0
