sar_hist_30_1_1_1_1_1.txt,0.75,0.75,2.278258800506592
sar_hist_30_1_1_1_1_11.txt,0.75,0.75,2.4238719940185547
sar_hist_30_1_1_1_1_21.txt,0.75,0.75,2.1866800785064697
sar_hist_30_1_1_1_11_1.txt,0.75,0.75,2.1133980751037598
sar_hist_30_1_1_1_11_11.txt,0.75,0.75,2.212651014328003
sar_hist_30_1_1_1_11_21.txt,0.75,0.75,2.5680768489837646
sar_hist_30_1_1_1_21_1.txt,0.75,0.75,2.1913821697235107
sar_hist_30_1_1_1_21_11.txt,0.75,0.75,2.269296169281006
sar_hist_30_1_1_1_21_21.txt,0.75,0.75,2.3284389972686768
sar_hist_30_1_1_11_1_1.txt,0.75,0.75,2.223978042602539
sar_hist_30_1_1_11_1_11.txt,0.75,0.75,2.0528130531311035
sar_hist_30_1_1_11_1_21.txt,0.75,0.75,2.182096242904663
sar_hist_30_1_1_11_11_1.txt,0.75,0.75,2.208805799484253
sar_hist_30_1_1_11_11_11.txt,0.75,0.75,2.208997964859009
sar_hist_30_1_1_11_11_21.txt,0.75,0.75,2.319855213165283
sar_hist_30_1_1_11_21_1.txt,0.75,0.75,2.2331767082214355
sar_hist_30_1_1_11_21_11.txt,0.75,0.75,2.2209079265594482
sar_hist_30_1_1_11_21_21.txt,0.75,0.75,2.318268060684204
sar_hist_30_1_1_21_1_1.txt,0.75,0.75,2.2213807106018066
sar_hist_30_1_1_21_1_11.txt,0.75,0.75,2.434377908706665
sar_hist_30_1_1_21_1_21.txt,0.75,0.75,2.4781339168548584
sar_hist_30_1_1_21_11_1.txt,0.75,0.75,2.293757915496826
sar_hist_30_1_1_21_11_11.txt,0.75,0.75,2.3898658752441406
sar_hist_30_1_1_21_11_21.txt,0.75,0.75,2.33895206451416
sar_hist_30_1_1_21_21_1.txt,0.75,0.75,2.26069712638855
sar_hist_30_1_1_21_21_11.txt,0.75,0.75,2.4180240631103516
sar_hist_30_1_1_21_21_21.txt,0.75,0.75,2.360502004623413
sar_hist_30_1_11_1_1_1.txt,0.75,0.75,2.141221761703491
sar_hist_30_1_11_1_1_11.txt,0.75,0.75,2.258268117904663
sar_hist_30_1_11_1_1_21.txt,0.75,0.75,2.5750231742858887
sar_hist_30_1_11_1_11_1.txt,0.75,0.75,2.493488311767578
sar_hist_30_1_11_1_11_11.txt,0.75,0.75,2.538433074951172
sar_hist_30_1_11_1_11_21.txt,0.75,0.75,2.3695743083953857
sar_hist_30_1_11_1_21_1.txt,0.75,0.75,2.2375519275665283
sar_hist_30_1_11_1_21_11.txt,0.75,0.75,2.2383391857147217
sar_hist_30_1_11_1_21_21.txt,0.75,0.75,2.5422918796539307
sar_hist_30_1_11_11_1_1.txt,0.75,0.75,2.0493052005767822
sar_hist_30_1_11_11_1_11.txt,0.75,0.75,2.4033288955688477
sar_hist_30_1_11_11_1_21.txt,0.75,0.75,2.207038164138794
sar_hist_30_1_11_11_11_1.txt,0.75,0.75,2.2374560832977295
sar_hist_30_1_11_11_11_11.txt,0.75,0.75,2.141859769821167
sar_hist_30_1_11_11_11_21.txt,0.75,0.75,2.3845081329345703
sar_hist_30_1_11_11_21_1.txt,0.75,0.75,2.1861398220062256
sar_hist_30_1_11_11_21_11.txt,0.75,0.75,2.391108989715576
sar_hist_30_1_11_11_21_21.txt,0.75,0.75,2.2865710258483887
sar_hist_30_1_11_21_1_1.txt,0.75,0.75,1.8829162120819092
sar_hist_30_1_11_21_1_11.txt,0.75,0.75,1.9360520839691162
sar_hist_30_1_11_21_1_21.txt,0.75,0.75,1.907485008239746
sar_hist_30_1_11_21_11_1.txt,0.75,0.75,1.9648938179016113
sar_hist_30_1_11_21_11_11.txt,0.75,0.75,2.007199287414551
sar_hist_30_1_11_21_11_21.txt,0.75,0.75,1.9170410633087158
sar_hist_30_1_11_21_21_1.txt,0.75,0.75,1.8603389263153076
sar_hist_30_1_11_21_21_11.txt,0.75,0.75,2.130373239517212
