,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-636414598,581,35,1,500.0,17,0,435.0,24,5,322.0,18,0,289.0,24,5
1,-144377554,570,57,1,527.0,16,0,273.0,25,3,321.0,25,0,426.0,28,3
2,622837519,268,9,1,376.0,8,0,261.0,13,1,261.0,13,0,297.0,14,1
3,-2020309775,439,40,1,264.0,19,0,385.0,27,1,320.0,27,0,263.0,25,1
4,1961230132,416,21,1,428.0,13,0,284.0,7,2,296.0,7,0,316.0,6,2
5,-211402825,565,57,1,498.0,15,0,531.0,13,6,275.0,13,0,523.0,14,4
6,-1970819412,508,11,1,513.0,21,0,288.0,25,0,288.0,25,0,288.0,25,0
7,-707936637,634,58,1,510.0,20,0,326.0,9,7,285.0,9,0,264.0,9,7
8,802244171,670,41,1,319.0,25,0,337.0,24,5,280.0,25,0,290.0,26,5
9,941501113,195,20,1,327.0,5,0,363.0,7,0,363.0,7,0,363.0,7,0
10,-547246007,375,23,1,309.0,11,0,277.0,8,2,418.0,7,0,385.0,8,3
11,-1084277930,471,15,1,320.0,17,0,263.0,6,5,282.0,7,0,280.0,12,1
12,966709193,465,38,1,356.0,10,0,403.0,12,3,278.0,11,0,302.0,12,2
13,-271287009,384,24,1,258.0,9,0,262.0,12,2,285.0,16,0,266.0,13,1
14,-1118666076,636,51,1,280.0,20,0,259.0,16,4,293.0,18,0,259.0,16,3
15,-382208423,607,61,1,411.0,14,0,623.0,15,2,686.0,20,0,319.0,17,1
16,1736732045,617,7,1,263.0,20,0,313.0,19,4,313.0,19,0,432.0,17,2
17,-1389311645,511,21,1,384.0,17,0,321.0,26,2,354.0,24,0,378.0,23,2
18,-802755358,327,4,1,265.0,11,0,329.0,12,1,298.0,12,0,294.0,10,1
19,-2089102351,217,22,1,315.0,5,0,319.0,5,0,319.0,5,0,319.0,5,0
20,-881576388,379,23,1,377.0,25,0,265.0,14,0,265.0,14,0,265.0,14,0
21,-1299009011,321,20,1,376.0,9,0,319.0,6,0,319.0,6,0,319.0,6,0
22,-732904252,696,14,1,319.0,16,0,276.0,43,3,272.0,42,0,1024.0,37,2
23,1785760999,397,20,1,498.0,6,0,266.0,17,1,266.0,15,0,273.0,21,2
24,-1918483353,280,26,1,370.0,3,0,381.0,9,1,390.0,13,0,314.0,8,1
25,-484581576,643,65,1,460.0,20,0,274.0,12,7,259.0,14,0,276.0,13,6
26,1761883492,366,11,1,450.0,10,0,268.0,13,1,380.0,13,0,420.0,12,1
27,865419081,416,13,1,500.0,17,0,311.0,7,3,482.0,5,0,265.0,8,2
28,947667173,198,16,1,313.0,6,0,317.0,3,0,317.0,3,0,317.0,3,0
29,200499191,460,23,1,438.0,18,0,333.0,15,0,333.0,15,0,333.0,15,0
30,907616141,455,19,1,265.0,11,0,369.0,11,1,322.0,13,0,264.0,12,1
31,-1539360245,577,24,1,495.0,13,0,349.0,18,4,289.0,18,0,280.0,17,3
32,-968870907,693,35,1,267.0,17,0,317.0,22,5,266.0,23,0,378.0,21,5
33,2047261428,695,14,1,333.0,20,0,314.0,21,7,317.0,16,0,480.0,20,5
34,-1383619077,418,26,1,262.0,7,0,526.0,13,3,318.0,11,0,345.0,13,3
35,-1673939560,171,18,1,244.0,5,0,252.0,6,0,252.0,6,0,252.0,6,0
36,-1546047848,451,14,1,279.0,16,0,251.0,23,0,251.0,23,0,251.0,23,0
37,-639523459,654,33,1,507.0,19,0,482.0,23,3,492.0,17,0,680.0,24,7
38,616432408,552,34,1,314.0,15,0,330.0,22,2,491.0,18,0,285.0,19,2
39,1990711577,447,27,1,338.0,11,0,379.0,19,2,323.0,19,0,376.0,21,1
40,-564383954,554,17,1,376.0,12,0,344.0,15,2,429.0,17,0,548.0,16,3
41,-14800996,525,48,1,266.0,17,0,499.0,19,1,377.0,17,0,324.0,16,3
42,-1554531125,373,15,1,260.0,11,0,320.0,9,1,318.0,7,0,316.0,8,1
43,-704556922,232,10,1,318.0,3,0,315.0,10,0,315.0,10,0,315.0,10,0
44,2133272787,538,54,1,375.0,15,0,425.0,16,1,319.0,17,0,337.0,17,1
45,1187882522,577,52,1,294.0,37,0,288.0,14,5,376.0,11,0,267.0,12,6
46,-550593523,497,20,1,260.0,21,0,318.0,4,2,320.0,6,0,254.0,6,2
47,519328969,605,19,1,312.0,10,0,313.0,12,6,326.0,12,0,450.0,13,3
48,-1398705372,392,32,1,455.0,8,0,317.0,14,2,328.0,14,0,322.0,14,2
49,-1747300374,204,9,1,250.0,4,0,378.0,8,0,378.0,8,0,378.0,8,0
