,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,243.0,1,564,-254408593,23,493.0,1,564,-254408593,23,418.0,1,564,-254408593,23,381.0,1,564,-254408593,23
1,291.0,1,204,-1411253669,11,372.0,1,204,-1411253669,11,291.0,1,204,-1411253669,11,291.0,1,204,-1411253669,11
2,379.0,1,553,551606727,50,356.0,1,553,551606727,50,297.0,1,553,551606727,50,312.0,1,553,551606727,50
3,500.0,1,467,-2118142585,10,429.0,1,467,-2118142585,10,500.0,1,467,-2118142585,10,500.0,1,467,-2118142585,10
4,402.0,1,513,1875985192,36,305.0,1,513,1875985192,36,279.0,1,513,1875985192,36,328.0,1,513,1875985192,36
5,401.0,1,461,68745923,24,378.0,1,461,68745923,24,267.0,1,461,68745923,24,336.0,1,461,68745923,24
6,340.0,1,163,-357398435,10,317.0,1,163,-357398435,10,340.0,1,163,-357398435,10,340.0,1,163,-357398435,10
7,272.0,1,523,1482327811,11,325.0,1,523,1482327811,11,286.0,1,523,1482327811,11,338.0,1,523,1482327811,11
8,295.0,1,544,1268787155,49,364.0,1,544,1268787155,49,293.0,1,544,1268787155,49,380.0,1,544,1268787155,49
9,374.0,1,447,-457328508,5,263.0,1,447,-457328508,5,260.0,1,447,-457328508,5,319.0,1,447,-457328508,5
10,320.0,1,416,765491391,34,431.0,1,416,765491391,34,320.0,1,416,765491391,34,320.0,1,416,765491391,34
11,257.0,1,417,-1823640173,9,314.0,1,417,-1823640173,9,344.0,1,417,-1823640173,9,424.0,1,417,-1823640173,9
12,436.0,1,480,1211628929,24,496.0,1,480,1211628929,24,406.0,1,480,1211628929,24,335.0,1,480,1211628929,24
13,318.0,1,333,718375917,30,319.0,1,333,718375917,30,318.0,1,333,718375917,30,318.0,1,333,718375917,30
14,429.0,1,234,6725476,10,251.0,1,234,6725476,10,429.0,1,234,6725476,10,429.0,1,234,6725476,10
15,216.0,1,526,-874544641,37,267.0,1,526,-874544641,37,453.0,1,526,-874544641,37,262.0,1,526,-874544641,37
16,273.0,1,455,-1219506736,14,270.0,1,455,-1219506736,14,298.0,1,455,-1219506736,14,314.0,1,455,-1219506736,14
17,440.0,1,416,-512123536,34,435.0,1,416,-512123536,34,363.0,1,416,-512123536,34,373.0,1,416,-512123536,34
18,258.0,1,284,-292873063,15,296.0,1,284,-292873063,15,361.0,1,284,-292873063,15,446.0,1,284,-292873063,15
19,298.0,1,169,1040549605,16,318.0,1,169,1040549605,16,298.0,1,169,1040549605,16,298.0,1,169,1040549605,16
20,251.0,1,216,1494717386,11,318.0,1,216,1494717386,11,251.0,1,216,1494717386,11,251.0,1,216,1494717386,11
21,270.0,1,249,-598384124,20,380.0,1,249,-598384124,20,270.0,1,249,-598384124,20,270.0,1,249,-598384124,20
22,303.0,1,317,-1523164282,23,319.0,1,317,-1523164282,23,303.0,1,317,-1523164282,23,303.0,1,317,-1523164282,23
23,256.0,1,359,-1841528103,8,284.0,1,359,-1841528103,8,281.0,1,359,-1841528103,8,314.0,1,359,-1841528103,8
24,319.0,1,440,-845583258,5,256.0,1,440,-845583258,5,284.0,1,440,-845583258,5,345.0,1,440,-845583258,5
25,317.0,1,507,409515532,26,516.0,1,507,409515532,26,371.0,1,507,409515532,26,326.0,1,507,409515532,26
26,286.0,1,262,1837549102,6,261.0,1,262,1837549102,6,286.0,1,262,1837549102,6,286.0,1,262,1837549102,6
27,291.0,1,226,-221433624,14,232.0,1,226,-221433624,14,322.0,1,226,-221433624,14,317.0,1,226,-221433624,14
28,296.0,1,402,856915254,33,349.0,1,402,856915254,33,320.0,1,402,856915254,33,362.0,1,402,856915254,33
29,294.0,1,342,-2054003171,21,316.0,1,342,-2054003171,21,442.0,1,342,-2054003171,21,379.0,1,342,-2054003171,21
30,306.0,1,572,1947128542,52,270.0,1,572,1947128542,52,324.0,1,572,1947128542,52,354.0,1,572,1947128542,52
31,264.0,1,216,-955070678,13,313.0,1,216,-955070678,13,264.0,1,216,-955070678,13,264.0,1,216,-955070678,13
32,328.0,1,360,521434811,11,292.0,1,360,521434811,11,325.0,1,360,521434811,11,312.0,1,360,521434811,11
33,259.0,1,270,-425325916,17,447.0,1,270,-425325916,17,316.0,1,270,-425325916,17,374.0,1,270,-425325916,17
34,441.0,1,261,-941622255,8,493.0,1,261,-941622255,8,441.0,1,261,-941622255,8,441.0,1,261,-941622255,8
35,348.0,1,358,-64785165,18,418.0,1,358,-64785165,18,310.0,1,358,-64785165,18,320.0,1,358,-64785165,18
36,439.0,1,439,-1187032242,36,334.0,1,439,-1187032242,36,342.0,1,439,-1187032242,36,344.0,1,439,-1187032242,36
37,313.0,1,514,1818192681,36,273.0,1,514,1818192681,36,268.0,1,514,1818192681,36,444.0,1,514,1818192681,36
38,269.0,1,332,1554112475,20,259.0,1,332,1554112475,20,315.0,1,332,1554112475,20,265.0,1,332,1554112475,20
39,254.0,1,180,1635383762,2,320.0,1,180,1635383762,2,254.0,1,180,1635383762,2,254.0,1,180,1635383762,2
40,436.0,1,249,1224498777,20,280.0,1,249,1224498777,20,436.0,1,249,1224498777,20,436.0,1,249,1224498777,20
41,218.0,1,372,240162341,27,378.0,1,372,240162341,27,218.0,1,372,240162341,27,218.0,1,372,240162341,27
42,273.0,1,440,-1831295550,5,505.0,1,440,-1831295550,5,273.0,1,440,-1831295550,5,273.0,1,440,-1831295550,5
43,380.0,1,483,738884677,49,454.0,1,483,738884677,49,279.0,1,483,738884677,49,386.0,1,483,738884677,49
44,515.0,1,303,-1915104817,19,303.0,1,303,-1915104817,19,515.0,1,303,-1915104817,19,515.0,1,303,-1915104817,19
45,299.0,1,682,-1876785693,62,299.0,1,682,-1876785693,62,377.0,1,682,-1876785693,62,292.0,1,682,-1876785693,62
46,351.0,1,246,-498937449,13,251.0,1,246,-498937449,13,351.0,1,246,-498937449,13,351.0,1,246,-498937449,13
47,320.0,1,494,1898928932,25,321.0,1,494,1898928932,25,277.0,1,494,1898928932,25,268.0,1,494,1898928932,25
48,450.0,1,387,-1578346801,24,275.0,1,387,-1578346801,24,308.0,1,387,-1578346801,24,289.0,1,387,-1578346801,24
49,285.0,1,611,-1083173273,31,316.0,1,611,-1083173273,31,307.0,1,611,-1083173273,31,531.0,1,611,-1083173273,31
