,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,464.0,1,415,-678086724,42,269.0,1,415,-678086724,42,314.0,1,415,-678086724,42,265.0,1,415,-678086724,42
1,373.0,1,445,-478670124,18,370.0,1,445,-478670124,18,313.0,1,445,-478670124,18,282.0,1,445,-478670124,18
2,290.0,1,598,1826227404,60,324.0,1,598,1826227404,60,386.0,1,598,1826227404,60,504.0,1,598,1826227404,60
3,426.0,1,157,-898287396,5,262.0,1,157,-898287396,5,426.0,1,157,-898287396,5,426.0,1,157,-898287396,5
4,288.0,1,635,2074328180,39,321.0,1,635,2074328180,39,262.0,1,635,2074328180,39,320.0,1,635,2074328180,39
5,221.0,1,464,-239306878,5,441.0,1,464,-239306878,5,352.0,1,464,-239306878,5,259.0,1,464,-239306878,5
6,351.0,1,292,1851745519,24,320.0,1,292,1851745519,24,351.0,1,292,1851745519,24,351.0,1,292,1851745519,24
7,244.0,1,585,2042792681,53,301.0,1,585,2042792681,53,505.0,1,585,2042792681,53,379.0,1,585,2042792681,53
8,280.0,1,525,-1316192121,27,260.0,1,525,-1316192121,27,321.0,1,525,-1316192121,27,256.0,1,525,-1316192121,27
9,327.0,1,242,-1009128636,17,268.0,1,242,-1009128636,17,327.0,1,242,-1009128636,17,327.0,1,242,-1009128636,17
10,493.0,1,198,-933204218,4,433.0,1,198,-933204218,4,493.0,1,198,-933204218,4,493.0,1,198,-933204218,4
11,364.0,1,288,-1470169128,3,312.0,1,288,-1470169128,3,350.0,1,288,-1470169128,3,314.0,1,288,-1470169128,3
12,423.0,1,388,1535399791,24,416.0,1,388,1535399791,24,256.0,1,388,1535399791,24,359.0,1,388,1535399791,24
13,263.0,1,326,841025542,33,335.0,1,326,841025542,33,372.0,1,326,841025542,33,341.0,1,326,841025542,33
14,277.0,1,491,1692306992,5,319.0,1,491,1692306992,5,354.0,1,491,1692306992,5,256.0,1,491,1692306992,5
15,393.0,1,493,-1751426872,20,492.0,1,493,-1751426872,20,262.0,1,493,-1751426872,20,406.0,1,493,-1751426872,20
16,314.0,1,625,2119388504,32,513.0,1,625,2119388504,32,282.0,1,625,2119388504,32,270.0,1,625,2119388504,32
17,377.0,1,469,830408894,19,379.0,1,469,830408894,19,265.0,1,469,830408894,19,272.0,1,469,830408894,19
18,275.0,1,291,1564638970,18,317.0,1,291,1564638970,18,256.0,1,291,1564638970,18,318.0,1,291,1564638970,18
19,292.0,1,587,-1010203499,42,439.0,1,587,-1010203499,42,304.0,1,587,-1010203499,42,435.0,1,587,-1010203499,42
20,262.0,1,384,684689843,8,373.0,1,384,684689843,8,262.0,1,384,684689843,8,262.0,1,384,684689843,8
21,243.0,1,490,-1687994627,40,268.0,1,490,-1687994627,40,319.0,1,490,-1687994627,40,325.0,1,490,-1687994627,40
22,344.0,1,337,-651642114,14,375.0,1,337,-651642114,14,318.0,1,337,-651642114,14,440.0,1,337,-651642114,14
23,272.0,1,253,-1716524781,21,272.0,1,253,-1716524781,21,265.0,1,253,-1716524781,21,261.0,1,253,-1716524781,21
24,440.0,1,676,1420529926,34,314.0,1,676,1420529926,34,284.0,1,676,1420529926,34,317.0,1,676,1420529926,34
25,318.0,1,605,-446972894,7,315.0,1,605,-446972894,7,309.0,1,605,-446972894,7,588.0,1,605,-446972894,7
26,308.0,1,537,-267611400,6,317.0,1,537,-267611400,6,259.0,1,537,-267611400,6,265.0,1,537,-267611400,6
27,351.0,1,682,-805339398,62,351.0,1,682,-805339398,62,280.0,1,682,-805339398,62,353.0,1,682,-805339398,62
28,313.0,1,522,1917151702,21,394.0,1,522,1917151702,21,313.0,1,522,1917151702,21,397.0,1,522,1917151702,21
29,314.0,1,200,-696966677,6,253.0,1,200,-696966677,6,314.0,1,200,-696966677,6,314.0,1,200,-696966677,6
30,297.0,1,485,1761170722,15,264.0,1,485,1761170722,15,418.0,1,485,1761170722,15,371.0,1,485,1761170722,15
31,480.0,1,394,726763120,36,260.0,1,394,726763120,36,480.0,1,394,726763120,36,480.0,1,394,726763120,36
32,500.0,1,402,-520665847,13,428.0,1,402,-520665847,13,316.0,1,402,-520665847,13,374.0,1,402,-520665847,13
33,268.0,1,208,-377703252,19,362.0,1,208,-377703252,19,268.0,1,208,-377703252,19,268.0,1,208,-377703252,19
