,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,302.0,8,800,378477150,1,291.0,8,800,2110311033,1,255.0,8,800,1099074670,1,289.0,8,800,-839944189,1
1,334.0,8,800,-1280640748,1,426.0,8,800,-792464826,1,440.0,8,800,-1382625672,1,386.0,8,800,-1664922520,1
2,354.0,8,800,2072074494,1,257.0,8,800,-851464728,1,312.0,8,800,-1112788879,1,269.0,8,800,710257562,1
3,344.0,8,800,-1049153004,1,300.0,8,800,2014256656,1,268.0,8,800,966550787,1,311.0,8,800,832367788,1
4,346.0,8,800,984265965,1,297.0,8,800,233141121,1,288.0,8,800,-835565034,1,255.0,8,800,-1684373615,1
5,375.0,8,800,-842345697,1,313.0,8,800,-1960657467,1,258.0,8,800,-1172076363,1,204.0,8,800,-1516616041,1
6,329.0,8,800,1359984526,1,556.0,8,800,2135823219,1,312.0,8,800,352416074,1,270.0,8,800,-394794764,1
7,318.0,8,800,514389020,1,321.0,8,800,-667810180,1,302.0,8,800,-749955968,1,343.0,8,800,2020298947,1
8,318.0,8,800,1796101260,1,278.0,8,800,-900209355,1,316.0,8,800,-290405098,1,259.0,8,800,1842668132,1
9,372.0,8,800,1762601221,1,365.0,8,800,-2084400467,1,325.0,8,800,-427132750,1,267.0,8,800,-54997826,1
10,260.0,8,800,1299393056,1,255.0,8,800,544010997,1,270.0,8,800,-2114035983,1,261.0,8,800,-261966065,1
11,376.0,8,800,1438841467,1,506.0,8,800,241503860,1,287.0,8,800,-295248517,1,310.0,8,800,-1602763297,1
12,326.0,8,800,-1279963213,1,369.0,8,800,1845566490,1,263.0,8,800,1676466011,1,332.0,8,800,-1454746975,1
13,284.0,8,800,698116508,1,349.0,8,800,-310674094,1,274.0,8,800,1103697420,1,374.0,8,800,1590805189,1
14,337.0,8,800,-1070104472,1,737.0,8,800,-442929796,1,334.0,8,800,-717175342,1,354.0,8,800,-668018917,1
15,235.0,8,800,1429074903,1,506.0,8,800,371853112,1,266.0,8,800,609280821,1,254.0,8,800,1220851890,1
16,251.0,8,800,578729018,1,284.0,8,800,-1806485910,1,285.0,8,800,-1657285101,1,383.0,8,800,-1430172648,1
17,373.0,8,800,-439881119,1,271.0,8,800,-4249725,1,345.0,8,800,-1276663525,1,358.0,8,800,-1332928309,1
18,265.0,8,800,-500043904,1,500.0,8,800,1767578707,1,379.0,8,800,-1792794838,1,269.0,8,800,-419044420,1
19,399.0,8,800,-620802247,1,271.0,8,800,-586238168,1,240.0,8,800,2012462397,1,364.0,8,800,-461838844,1
20,362.0,8,800,-493081593,1,262.0,8,800,-1737135297,1,314.0,8,800,963052380,1,286.0,8,800,-1052072761,1
21,374.0,8,800,1539497230,1,321.0,8,800,-1287766443,1,259.0,8,800,72425501,1,257.0,8,800,148181054,1
22,422.0,8,800,-562206880,1,322.0,8,800,-1949613496,1,229.0,8,800,540298374,1,316.0,8,800,377305086,1
23,246.0,8,800,65239294,1,548.0,8,800,-1992977684,1,257.0,8,800,1538067675,1,315.0,8,800,537909407,1
24,284.0,8,800,1428568662,1,534.0,8,800,614714687,1,269.0,8,800,-218635368,1,215.0,8,800,924036287,1
25,308.0,8,800,256691664,1,311.0,8,800,430832770,1,368.0,8,800,984459393,1,341.0,8,800,-396879281,1
26,259.0,8,800,-886023940,1,448.0,8,800,-1197301487,1,367.0,8,800,1751243148,1,301.0,8,800,-1696869479,1
27,256.0,8,800,287276473,1,294.0,8,800,440027121,1,326.0,8,800,574367957,1,431.0,8,800,1474691471,1
28,262.0,8,800,-321475756,1,291.0,8,800,-1998615401,1,250.0,8,800,1529962970,1,255.0,8,800,1638474009,1
29,259.0,8,800,1196317770,1,296.0,8,800,-1863107516,1,326.0,8,800,1697729072,1,250.0,8,800,-1004164087,1
30,302.0,8,800,-743655797,1,265.0,8,800,1094100272,1,375.0,8,800,940370969,1,261.0,8,800,-1605924108,1
31,309.0,8,800,653442307,1,349.0,8,800,1044751612,1,227.0,8,800,1805057789,1,361.0,8,800,-1952953552,1
32,297.0,8,800,502252806,1,315.0,8,800,-815793797,1,261.0,8,800,2107289465,1,323.0,8,800,221477037,1
33,260.0,8,800,-1128297628,1,314.0,8,800,-2129737278,1,280.0,8,800,1876265810,1,333.0,8,800,163019154,1
34,260.0,8,800,-1156418758,1,315.0,8,800,1051132208,1,313.0,8,800,1056462603,1,299.0,8,800,-1773939567,1
35,412.0,8,800,812096726,1,280.0,8,800,-434410265,1,378.0,8,800,855160958,1,261.0,8,800,1407419891,1
36,279.0,8,800,-458352417,1,324.0,8,800,-1240229486,1,262.0,8,800,129985841,1,293.0,8,800,342182384,1
37,267.0,8,800,-212382565,1,287.0,8,800,-998683320,1,249.0,8,800,1194584422,1,320.0,8,800,1461469748,1
