,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,280.0,1,621,-155171190,38,332.0,1,621,-155171190,38,326.0,1,621,-155171190,38,382.0,1,621,-155171190,38
1,259.0,1,167,-546051526,2,272.0,1,167,-546051526,2,259.0,1,167,-546051526,2,259.0,1,167,-546051526,2
2,317.0,1,353,1533520770,15,315.0,1,353,1533520770,15,306.0,1,353,1533520770,15,371.0,1,353,1533520770,15
3,324.0,1,698,2033860023,49,345.0,1,698,2033860023,49,313.0,1,698,2033860023,49,264.0,1,698,2033860023,49
4,227.0,1,310,554535469,10,275.0,1,310,554535469,10,227.0,1,310,554535469,10,227.0,1,310,554535469,10
5,329.0,1,226,959922775,5,207.0,1,226,959922775,5,329.0,1,226,959922775,5,329.0,1,226,959922775,5
6,256.0,1,217,-1830254507,7,258.0,1,217,-1830254507,7,256.0,1,217,-1830254507,7,256.0,1,217,-1830254507,7
7,312.0,1,541,1518468421,33,763.0,1,541,1518468421,33,264.0,1,541,1518468421,33,325.0,1,541,1518468421,33
8,281.0,1,473,1996483471,15,390.0,1,473,1996483471,15,496.0,1,473,1996483471,15,270.0,1,473,1996483471,15
9,388.0,1,315,-1630749903,29,347.0,1,315,-1630749903,29,388.0,1,315,-1630749903,29,388.0,1,315,-1630749903,29
10,274.0,1,372,-218199064,38,329.0,1,372,-218199064,38,274.0,1,372,-218199064,38,274.0,1,372,-218199064,38
11,423.0,1,633,-2090889851,38,438.0,1,633,-2090889851,38,333.0,1,633,-2090889851,38,335.0,1,633,-2090889851,38
12,336.0,1,602,-463242517,31,274.0,1,602,-463242517,31,319.0,1,602,-463242517,31,295.0,1,602,-463242517,31
13,298.0,1,263,-1654047470,22,378.0,1,263,-1654047470,22,298.0,1,263,-1654047470,22,298.0,1,263,-1654047470,22
14,261.0,1,523,1525227899,6,314.0,1,523,1525227899,6,519.0,1,523,1525227899,6,291.0,1,523,1525227899,6
15,620.0,1,624,1068371319,19,499.0,1,624,1068371319,19,441.0,1,624,1068371319,19,336.0,1,624,1068371319,19
16,260.0,1,636,-1777060486,13,272.0,1,636,-1777060486,13,362.0,1,636,-1777060486,13,317.0,1,636,-1777060486,13
17,377.0,1,164,90493441,9,265.0,1,164,90493441,9,377.0,1,164,90493441,9,377.0,1,164,90493441,9
18,434.0,1,571,-1214618291,35,486.0,1,571,-1214618291,35,323.0,1,571,-1214618291,35,466.0,1,571,-1214618291,35
19,400.0,1,406,1698409941,29,345.0,1,406,1698409941,29,400.0,1,406,1698409941,29,400.0,1,406,1698409941,29
20,376.0,1,193,6120583,6,265.0,1,193,6120583,6,376.0,1,193,6120583,6,376.0,1,193,6120583,6
21,330.0,1,175,1998451482,18,316.0,1,175,1998451482,18,330.0,1,175,1998451482,18,330.0,1,175,1998451482,18
22,259.0,1,201,-92260523,5,559.0,1,201,-92260523,5,382.0,1,201,-92260523,5,363.0,1,201,-92260523,5
23,385.0,1,415,398055918,34,260.0,1,415,398055918,34,272.0,1,415,398055918,34,267.0,1,415,398055918,34
24,207.0,1,353,1848335546,11,358.0,1,353,1848335546,11,409.0,1,353,1848335546,11,411.0,1,353,1848335546,11
25,324.0,1,588,1690540080,53,328.0,1,588,1690540080,53,337.0,1,588,1690540080,53,333.0,1,588,1690540080,53
26,265.0,1,156,1233406025,11,254.0,1,156,1233406025,11,265.0,1,156,1233406025,11,265.0,1,156,1233406025,11
27,262.0,1,452,-1201513971,23,260.0,1,452,-1201513971,23,410.0,1,452,-1201513971,23,290.0,1,452,-1201513971,23
28,268.0,1,614,1762769709,37,318.0,1,614,1762769709,37,315.0,1,614,1762769709,37,317.0,1,614,1762769709,37
29,375.0,1,590,825966076,59,453.0,1,590,825966076,59,326.0,1,590,825966076,59,272.0,1,590,825966076,59
30,262.0,1,602,-2067691396,31,739.0,1,602,-2067691396,31,312.0,1,602,-2067691396,31,407.0,1,602,-2067691396,31
31,438.0,1,402,-621547802,21,351.0,1,402,-621547802,21,351.0,1,402,-621547802,21,382.0,1,402,-621547802,21
32,334.0,1,370,1618553713,26,374.0,1,370,1618553713,26,334.0,1,370,1618553713,26,334.0,1,370,1618553713,26
33,258.0,1,259,278727366,26,239.0,1,259,278727366,26,258.0,1,259,278727366,26,258.0,1,259,278727366,26
34,328.0,1,282,-926579568,9,259.0,1,282,-926579568,9,260.0,1,282,-926579568,9,349.0,1,282,-926579568,9
35,434.0,1,426,-2101242402,39,322.0,1,426,-2101242402,39,434.0,1,426,-2101242402,39,434.0,1,426,-2101242402,39
36,268.0,1,596,1068830441,6,265.0,1,596,1068830441,6,377.0,1,596,1068830441,6,316.0,1,596,1068830441,6
37,285.0,1,489,1174928694,35,269.0,1,489,1174928694,35,341.0,1,489,1174928694,35,269.0,1,489,1174928694,35
38,312.0,1,252,1232659105,6,315.0,1,252,1232659105,6,312.0,1,252,1232659105,6,312.0,1,252,1232659105,6
39,282.0,1,300,54374229,22,378.0,1,300,54374229,22,260.0,1,300,54374229,22,318.0,1,300,54374229,22
40,323.0,1,350,-900431962,25,320.0,1,350,-900431962,25,384.0,1,350,-900431962,25,264.0,1,350,-900431962,25
41,294.0,1,288,-1710684899,3,252.0,1,288,-1710684899,3,294.0,1,288,-1710684899,3,294.0,1,288,-1710684899,3
42,317.0,1,399,-1357297365,40,269.0,1,399,-1357297365,40,214.0,1,399,-1357297365,40,263.0,1,399,-1357297365,40
43,293.0,1,599,74004600,54,373.0,1,599,74004600,54,365.0,1,599,74004600,54,271.0,1,599,74004600,54
44,320.0,1,521,635821200,6,569.0,1,521,635821200,6,307.0,1,521,635821200,6,323.0,1,521,635821200,6
45,413.0,1,399,-730472887,28,493.0,1,399,-730472887,28,434.0,1,399,-730472887,28,259.0,1,399,-730472887,28
