,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-973873236,285,26,1,298.0,4,0,320.0,10,0,320.0,10,0,320.0,10,0
1,-1088335705,613,31,1,408.0,9,0,435.0,38,1,269.0,32,0,306.0,40,1
2,-1046301894,329,20,1,342.0,3,0,316.0,5,0,316.0,5,0,316.0,5,0
3,1660663144,322,23,1,273.0,9,0,263.0,6,0,263.0,6,0,263.0,6,0
4,-1587302998,179,4,1,376.0,5,0,212.0,6,0,212.0,6,0,212.0,6,0
5,-52614329,433,31,1,270.0,14,0,563.0,15,2,384.0,12,0,379.0,11,3
6,1852449694,168,9,1,323.0,4,0,254.0,7,0,254.0,7,0,254.0,7,0
7,-2027488318,573,35,1,311.0,10,0,320.0,22,3,265.0,25,0,319.0,25,3
8,1521978414,398,24,1,318.0,11,0,261.0,11,3,495.0,10,0,258.0,11,3
9,-509210432,523,27,1,336.0,15,0,279.0,22,1,503.0,16,0,377.0,16,2
10,-511560577,245,20,1,440.0,6,0,429.0,6,0,429.0,6,0,429.0,6,0
11,57354798,553,45,1,375.0,22,0,274.0,16,2,265.0,15,0,323.0,14,2
12,-1921687547,588,53,1,321.0,18,0,334.0,21,2,314.0,22,0,272.0,17,3
13,490208651,464,33,1,265.0,13,0,658.0,15,2,375.0,16,0,330.0,18,2
14,-951276542,278,14,1,372.0,9,0,266.0,7,1,266.0,6,0,539.0,6,0
15,1104807281,658,40,1,381.0,23,0,482.0,20,7,265.0,15,0,521.0,17,3
16,-1121902384,370,23,1,266.0,7,0,280.0,11,3,333.0,9,0,306.0,9,3
17,-1499919335,689,49,1,356.0,19,0,327.0,17,2,290.0,17,0,218.0,17,2
18,1672409207,200,15,1,367.0,13,0,335.0,3,1,226.0,3,0,375.0,3,1
19,114848573,354,4,1,495.0,10,0,319.0,10,0,319.0,10,0,319.0,10,0
20,-316167480,401,9,1,334.0,16,0,318.0,24,1,320.0,20,0,347.0,19,2
21,1907505033,630,13,1,314.0,20,0,321.0,17,7,274.0,17,0,377.0,15,7
22,1735743038,317,16,1,496.0,10,0,263.0,13,0,263.0,13,0,263.0,13,0
23,-903760016,408,37,1,389.0,17,0,260.0,13,3,345.0,9,0,319.0,10,1
24,1783769538,289,3,1,285.0,10,0,258.0,7,1,290.0,9,0,430.0,6,1
25,1800385506,166,5,1,244.0,4,0,291.0,2,0,291.0,2,0,291.0,2,0
26,-1399791877,437,9,1,269.0,14,0,448.0,14,2,324.0,17,0,484.0,14,2
27,-1253155535,151,8,1,313.0,6,0,260.0,2,0,260.0,2,0,260.0,2,0
28,1006349578,386,20,1,317.0,15,0,281.0,12,1,388.0,11,0,268.0,9,1
29,-2146420768,655,53,1,494.0,18,0,487.0,20,4,313.0,14,0,358.0,16,6
30,1192904116,565,40,1,376.0,15,0,504.0,19,3,437.0,19,0,435.0,19,1
31,426856167,350,28,1,377.0,5,0,337.0,8,3,256.0,10,0,315.0,8,2
32,1268825448,303,19,1,309.0,5,0,299.0,2,1,316.0,2,0,258.0,3,3
33,2118908974,467,10,1,377.0,9,0,366.0,16,4,319.0,14,0,273.0,16,1
34,-674291399,239,5,1,309.0,7,0,275.0,14,0,275.0,14,0,275.0,14,0
35,-475182680,414,21,1,425.0,13,0,214.0,19,1,280.0,20,0,368.0,20,1
36,-473322876,163,10,1,313.0,2,0,348.0,3,0,348.0,3,0,348.0,3,0
37,163837788,511,6,1,438.0,15,0,210.0,16,0,210.0,16,0,210.0,16,0
38,-1554741164,694,7,1,321.0,16,0,322.0,15,7,316.0,15,0,333.0,16,4
39,-1198226867,498,50,1,281.0,18,0,441.0,16,0,441.0,16,0,441.0,16,0
40,-1854805561,603,7,1,313.0,21,0,303.0,13,2,261.0,11,0,323.0,13,2
41,1833001977,175,13,1,254.0,4,0,314.0,10,0,314.0,10,0,314.0,10,0
42,1589209303,608,19,1,314.0,19,0,266.0,16,3,285.0,16,0,304.0,16,3
43,-1264532484,315,23,1,391.0,12,0,321.0,11,1,272.0,10,0,261.0,11,1
44,1875411295,590,54,1,395.0,25,0,310.0,18,3,293.0,18,0,340.0,18,3
45,172103434,435,44,1,266.0,14,0,332.0,10,0,332.0,10,0,332.0,10,0
46,489665327,481,10,1,282.0,9,0,443.0,13,0,443.0,13,0,443.0,13,0
47,-1929229388,275,17,1,314.0,3,0,309.0,10,0,309.0,10,0,309.0,10,0
48,-465819684,578,58,1,550.0,14,0,352.0,13,3,401.0,15,0,378.0,14,4
49,-2020418932,405,5,1,312.0,11,0,317.0,9,1,284.0,8,0,552.0,10,1
