,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-2079071986,369,34,1,382.0,12,0,260.0,8,0,260.0,8,0,260.0,8,0
1,-1795565298,375,38,1,272.0,12,0,269.0,12,0,269.0,12,0,269.0,12,0
2,1124236793,266,19,1,376.0,4,0,281.0,8,0,281.0,8,0,281.0,8,0
3,146385861,673,14,1,499.0,14,0,272.0,14,9,363.0,14,0,408.0,13,7
4,-134668970,409,29,1,495.0,7,0,266.0,16,2,298.0,13,0,261.0,14,2
5,1114779474,180,11,1,314.0,6,0,260.0,5,0,260.0,5,0,260.0,5,0
6,169086528,480,29,1,347.0,20,0,266.0,9,3,341.0,11,0,260.0,8,3
7,1375543277,386,39,1,376.0,17,0,314.0,12,1,326.0,12,0,583.0,12,2
8,-1229148880,197,10,1,232.0,5,0,250.0,7,0,250.0,7,0,250.0,7,0
9,402213151,629,26,1,275.0,14,0,283.0,18,4,346.0,22,0,431.0,20,4
10,-480020167,523,27,1,253.0,14,0,346.0,14,3,307.0,15,0,276.0,14,3
11,1359686404,417,26,1,340.0,16,0,264.0,17,1,317.0,12,0,261.0,14,1
12,1142917685,245,13,1,380.0,7,0,259.0,14,1,255.0,9,0,293.0,11,1
13,-647231556,538,27,1,376.0,21,0,270.0,5,6,221.0,6,0,254.0,6,5
14,-1482860791,339,31,1,318.0,9,0,315.0,11,2,261.0,9,0,267.0,10,2
15,702358813,231,19,1,375.0,14,0,344.0,8,0,344.0,8,0,344.0,8,0
16,-584434355,160,16,1,259.0,3,0,260.0,2,0,260.0,2,0,260.0,2,0
17,-769577168,656,27,1,444.0,20,0,334.0,32,3,375.0,28,0,382.0,30,2
18,860408527,573,41,1,317.0,13,0,341.0,15,5,338.0,15,0,306.0,17,5
19,1345139339,187,12,1,437.0,5,0,368.0,5,0,368.0,5,0,368.0,5,0
20,-1762904005,659,20,1,271.0,16,0,264.0,12,5,309.0,14,0,386.0,11,2
21,294004389,235,24,1,322.0,14,0,267.0,2,0,267.0,2,0,267.0,2,0
22,1715243701,337,27,1,266.0,4,0,312.0,7,0,312.0,7,0,312.0,7,0
23,-1179470247,433,39,1,268.0,12,0,314.0,6,2,261.0,6,0,427.0,7,1
24,-92352443,583,6,1,525.0,16,0,284.0,11,2,375.0,13,0,265.0,10,1
25,-461795645,633,38,1,324.0,15,0,616.0,19,2,444.0,14,0,321.0,14,3
26,-1773386517,272,22,1,259.0,7,0,218.0,4,0,218.0,4,0,218.0,4,0
27,-1628123981,446,45,1,380.0,13,0,339.0,13,1,501.0,13,0,256.0,12,1
28,1829640589,529,11,1,498.0,6,0,322.0,15,0,322.0,15,0,322.0,15,0
29,1449333292,481,34,1,267.0,19,0,428.0,14,2,318.0,18,0,324.0,17,3
30,1128596772,488,5,1,318.0,16,0,332.0,14,0,332.0,14,0,332.0,14,0
31,-1031692633,214,3,1,375.0,5,0,307.0,5,0,307.0,5,0,307.0,5,0
32,-855958257,158,5,1,315.0,2,0,263.0,4,0,263.0,4,0,263.0,4,0
33,1933649877,391,32,1,488.0,7,0,329.0,12,2,357.0,14,0,290.0,11,1
34,-1673851143,582,41,1,259.0,11,0,274.0,13,5,387.0,16,0,319.0,13,7
35,-1446124687,451,37,1,379.0,15,0,502.0,13,2,281.0,12,0,278.0,15,1
36,-604460929,511,31,1,505.0,14,0,319.0,8,1,379.0,9,0,387.0,7,1
37,-1706044334,488,20,1,268.0,19,0,312.0,19,2,267.0,15,0,261.0,18,2
38,-2136744095,529,38,1,325.0,10,0,440.0,11,2,373.0,12,0,379.0,12,2
39,162988764,693,63,1,261.0,13,0,316.0,15,4,295.0,12,0,319.0,12,3
40,-380208211,407,33,1,522.0,13,0,265.0,5,4,285.0,5,0,269.0,6,3
41,636498242,418,30,1,315.0,9,0,318.0,8,0,318.0,8,0,318.0,8,0
42,-1474445640,346,7,1,274.0,8,0,415.0,12,0,415.0,12,0,415.0,12,0
43,-1896714037,393,4,1,390.0,12,0,332.0,12,0,332.0,12,0,332.0,12,0
44,-1056652415,659,27,1,262.0,15,0,303.0,15,4,320.0,14,0,270.0,11,1
45,-826835991,457,46,1,274.0,10,0,240.0,14,1,415.0,12,0,452.0,12,1
46,2140565831,403,17,1,273.0,16,0,321.0,20,2,430.0,23,0,368.0,21,2
47,-1643663753,483,5,1,325.0,13,0,278.0,8,3,378.0,8,0,356.0,10,3
48,-1699543164,158,13,1,402.0,7,0,322.0,6,0,322.0,6,0,322.0,6,0
49,1038358872,649,33,1,331.0,22,0,311.0,13,5,290.0,12,0,273.0,12,1
