,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-678086724,415,42,1,269.0,10,0,265.0,11,2,314.0,12,0,311.0,13,2
1,-478670124,445,18,1,370.0,11,0,282.0,11,2,313.0,10,0,261.0,13,3
2,1826227404,598,60,1,324.0,23,0,504.0,16,1,386.0,15,0,356.0,13,2
3,-898287396,157,5,1,262.0,9,0,426.0,6,0,426.0,6,0,426.0,6,0
4,2074328180,635,39,1,321.0,16,0,320.0,26,5,262.0,24,0,281.0,32,2
5,-239306878,464,5,1,441.0,9,0,259.0,17,2,352.0,14,0,263.0,15,3
6,1851745519,292,24,1,320.0,5,0,351.0,6,0,351.0,6,0,351.0,6,0
7,2042792681,585,53,1,301.0,23,0,379.0,12,3,505.0,9,0,244.0,13,0
8,-1316192121,525,27,1,260.0,8,0,256.0,13,4,321.0,13,0,265.0,13,4
9,-1009128636,242,17,1,268.0,7,0,327.0,3,0,327.0,3,0,327.0,3,0
10,-933204218,198,4,1,433.0,2,0,493.0,3,0,493.0,3,0,493.0,3,0
11,-1470169128,288,3,1,312.0,10,0,314.0,8,1,350.0,11,0,573.0,7,1
12,1535399791,388,24,1,416.0,13,0,359.0,11,1,256.0,9,0,312.0,10,1
13,841025542,326,33,1,335.0,15,0,341.0,8,2,372.0,6,0,447.0,5,1
14,1692306992,491,5,1,319.0,19,0,256.0,9,2,354.0,10,0,315.0,9,2
15,-1751426872,493,20,1,492.0,14,0,406.0,26,1,262.0,27,0,339.0,30,1
16,2119388504,625,32,1,513.0,9,0,270.0,29,5,282.0,31,0,314.0,27,0
17,830408894,469,19,1,379.0,11,0,272.0,11,2,265.0,13,0,293.0,12,2
18,1564638970,291,18,1,317.0,10,0,318.0,3,1,256.0,3,0,257.0,4,1
19,-1010203499,587,42,1,439.0,12,0,435.0,12,1,304.0,10,0,269.0,12,1
20,684689843,384,8,1,373.0,8,0,262.0,14,0,262.0,14,0,262.0,14,0
21,-1687994627,490,40,1,268.0,15,0,325.0,17,1,319.0,17,0,456.0,13,2
22,-651642114,337,14,1,375.0,11,0,440.0,12,1,318.0,13,0,253.0,13,1
23,-1716524781,253,21,1,272.0,8,0,261.0,4,2,265.0,4,0,370.0,4,1
24,1420529926,676,34,1,314.0,20,0,317.0,25,7,284.0,25,0,441.0,27,4
25,-446972894,605,7,1,315.0,12,0,588.0,13,5,309.0,14,0,303.0,14,6
26,-267611400,537,6,1,317.0,19,0,265.0,19,3,259.0,19,0,314.0,21,3
27,-805339398,682,62,1,351.0,30,0,353.0,20,3,280.0,20,0,381.0,18,3
28,1917151702,522,21,1,394.0,24,0,397.0,17,2,313.0,17,0,577.0,18,2
29,-696966677,200,6,1,253.0,6,0,314.0,4,0,314.0,4,0,314.0,4,0
30,1761170722,485,15,1,264.0,9,0,371.0,13,2,418.0,13,0,260.0,12,1
31,726763120,394,36,1,260.0,8,0,480.0,10,0,480.0,10,0,480.0,10,0
32,-520665847,402,13,1,428.0,13,0,374.0,12,2,316.0,10,0,336.0,11,1
33,-377703252,208,19,1,362.0,7,0,268.0,3,0,268.0,3,0,268.0,3,0
34,1211655149,481,29,1,254.0,16,0,223.0,15,3,260.0,14,0,374.0,15,3
35,-290121679,646,33,1,275.0,21,0,376.0,13,7,319.0,14,0,338.0,14,3
36,1402282128,216,9,1,316.0,3,0,273.0,9,0,273.0,9,0,273.0,9,0
37,1204416009,622,32,1,332.0,19,0,282.0,17,3,286.0,18,0,334.0,16,3
38,-1309454973,230,17,1,312.0,2,0,257.0,6,0,257.0,6,0,257.0,6,0
39,1135284621,171,16,1,258.0,4,0,264.0,7,0,264.0,7,0,264.0,7,0
40,-678600943,283,20,1,261.0,8,0,474.0,9,0,474.0,9,0,474.0,9,0
41,-1048099033,587,24,1,295.0,13,0,329.0,15,4,318.0,16,0,376.0,15,4
42,-1279238863,153,10,1,250.0,4,0,334.0,14,0,334.0,14,0,334.0,14,0
43,-381321760,209,7,1,261.0,2,0,378.0,18,0,378.0,18,0,378.0,18,0
44,1444459080,375,4,1,263.0,20,0,314.0,12,0,314.0,12,0,314.0,12,0
45,282406729,413,9,1,240.0,6,0,373.0,10,2,262.0,10,0,261.0,12,1
46,1866635757,268,9,1,493.0,4,0,256.0,8,2,316.0,6,0,273.0,6,1
47,1630005331,278,3,1,313.0,7,0,318.0,6,1,255.0,4,0,260.0,7,1
48,-1891659500,247,25,1,377.0,4,0,269.0,13,0,269.0,13,0,269.0,13,0
49,-204027671,522,37,1,335.0,18,0,262.0,22,2,393.0,20,0,379.0,25,1
