,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,297.0,8,800,-1113698589,1,508.0,8,800,-493660963,1,279.0,8,800,-1135710461,1,257.0,8,800,762821054,1
1,264.0,8,800,1015354977,1,282.0,8,800,1892277330,1,283.0,8,800,829894588,1,305.0,8,800,1636368657,1
2,312.0,8,800,650396672,1,519.0,8,800,-259604396,1,303.0,8,800,1061381259,1,267.0,8,800,1336065552,1
3,257.0,8,800,1724369495,1,289.0,8,800,-1538542888,1,317.0,8,800,769116519,1,323.0,8,800,1698596016,1
4,372.0,8,800,2087874071,1,278.0,8,800,-822551081,1,326.0,8,800,1542338552,1,255.0,8,800,1456942902,1
5,267.0,8,800,-691217512,1,499.0,8,800,-340209122,1,300.0,8,800,-1798710132,1,357.0,8,800,375256072,1
6,258.0,8,800,696691548,1,274.0,8,800,428204398,1,316.0,8,800,1871133134,1,253.0,8,800,-1081200705,1
7,263.0,8,800,-2021197174,1,280.0,8,800,1148943369,1,222.0,8,800,-2122492459,1,249.0,8,800,1999822238,1
8,490.0,8,800,1327379855,1,740.0,8,800,1655073230,1,327.0,8,800,-501312247,1,233.0,8,800,1500296088,1
9,269.0,8,800,-947419116,1,499.0,8,800,1028068844,1,303.0,8,800,-2138688782,1,274.0,8,800,1782805471,1
10,273.0,8,800,903785718,1,309.0,8,800,-1117312882,1,267.0,8,800,1061661420,1,262.0,8,800,1556468390,1
11,318.0,8,800,-1321234087,1,501.0,8,800,187544885,1,276.0,8,800,-52598282,1,223.0,8,800,490256602,1
12,223.0,8,800,1966886086,1,320.0,8,800,305581987,1,460.0,8,800,-1338850700,1,260.0,8,800,-322589963,1
13,264.0,8,800,372935367,1,274.0,8,800,685266516,1,277.0,8,800,-459429394,1,269.0,8,800,819604323,1
14,296.0,8,800,1547113966,1,504.0,8,800,438105980,1,418.0,8,800,1507643738,1,310.0,8,800,1976717501,1
15,357.0,8,800,453193360,1,276.0,8,800,-434609330,1,265.0,8,800,611494734,1,269.0,8,800,-824925928,1
