,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,360.0,8,800,1859179938,1,266.0,8,800,1743403566,1,301.0,8,800,1503799051,1,445.0,8,800,1004422997,1
1,313.0,8,800,771559668,1,502.0,8,800,468371684,1,320.0,8,800,-532735173,1,284.0,8,800,994635691,1
2,356.0,8,800,-1632853026,1,336.0,8,800,314617459,1,373.0,8,800,1624767774,1,264.0,8,800,1900286105,1
3,255.0,8,800,918085826,1,296.0,8,800,1834391797,1,257.0,8,800,-944621614,1,254.0,8,800,-774096471,1
4,254.0,8,800,2016353273,1,274.0,8,800,-1364284874,1,308.0,8,800,-864490499,1,251.0,8,800,-1430032890,1
5,322.0,8,800,-355807524,1,672.0,8,800,7778682,1,288.0,8,800,1912784634,1,313.0,8,800,-1949358739,1
6,274.0,8,800,-1093305587,1,441.0,8,800,570765796,1,271.0,8,800,995101824,1,270.0,8,800,1923255823,1
7,258.0,8,800,1905985713,1,745.0,8,800,771269922,1,257.0,8,800,1668678694,1,434.0,8,800,-677689163,1
8,327.0,8,800,-285706529,1,295.0,8,800,-1881316814,1,259.0,8,800,1074889383,1,264.0,8,800,1882247183,1
9,249.0,8,800,-1822077688,1,385.0,8,800,-876023177,1,327.0,8,800,-1566944350,1,424.0,8,800,-637255615,1
10,368.0,8,800,2085636527,1,274.0,8,800,-714131440,1,445.0,8,800,-1572227755,1,299.0,8,800,908107700,1
11,261.0,8,800,1444603353,1,284.0,8,800,-1299121290,1,268.0,8,800,-943059171,1,307.0,8,800,2051683735,1
12,314.0,8,800,1687914763,1,762.0,8,800,915179845,1,305.0,8,800,-542945089,1,407.0,8,800,-1344900921,1
13,256.0,8,800,-121322837,1,277.0,8,800,-794056666,1,505.0,8,800,1601432361,1,466.0,8,800,-2122493480,1
14,491.0,8,800,-1749029417,1,375.0,8,800,-2048845306,1,355.0,8,800,-1611589073,1,261.0,8,800,319491351,1
15,329.0,8,800,82544987,1,267.0,8,800,-1584014942,1,336.0,8,800,2131665462,1,320.0,8,800,1006348453,1
16,370.0,8,800,-1685074669,1,321.0,8,800,1432076770,1,257.0,8,800,-1488949548,1,447.0,8,800,237018580,1
17,274.0,8,800,379837204,1,415.0,8,800,998030918,1,285.0,8,800,-1193308785,1,429.0,8,800,1607691637,1
18,262.0,8,800,-895843939,1,319.0,8,800,1609275958,1,198.0,8,800,-1942004244,1,260.0,8,800,882133928,1
19,327.0,8,800,621186560,1,490.0,8,800,1194378427,1,426.0,8,800,-647641487,1,320.0,8,800,1491202732,1
20,256.0,8,800,-1760854242,1,743.0,8,800,1451740230,1,287.0,8,800,-1973811963,1,260.0,8,800,921901435,1
21,317.0,8,800,-693074706,1,280.0,8,800,1119504172,1,319.0,8,800,-615031897,1,274.0,8,800,-1279584009,1
22,329.0,8,800,-512956968,1,259.0,8,800,-480148435,1,261.0,8,800,1351466512,1,266.0,8,800,874827973,1
23,379.0,8,800,520918898,1,277.0,8,800,-1891471509,1,256.0,8,800,91839948,1,321.0,8,800,-2049319352,1
24,305.0,8,800,1240092700,1,292.0,8,800,1529075468,1,295.0,8,800,-132449097,1,444.0,8,800,-1049279367,1
25,215.0,8,800,2134387486,1,353.0,8,800,-908843967,1,313.0,8,800,782979434,1,320.0,8,800,-572994783,1
26,252.0,8,800,-687641284,1,599.0,8,800,-1352757900,1,298.0,8,800,-910510657,1,320.0,8,800,1130072715,1
27,552.0,8,800,-182035974,1,510.0,8,800,-429338696,1,236.0,8,800,1935511307,1,276.0,8,800,-1259364598,1
28,272.0,8,800,1392338781,1,311.0,8,800,540288794,1,307.0,8,800,2008871825,1,441.0,8,800,472538759,1
29,379.0,8,800,1755972799,1,498.0,8,800,-1608219751,1,229.0,8,800,1694510290,1,465.0,8,800,728908272,1
30,377.0,8,800,-1378603504,1,308.0,8,800,1363896471,1,228.0,8,800,996785914,1,199.0,8,800,-1429624462,1
