,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1838973243,800,1,8,357.0,16,0,286.0,23,6,286.0,23,0,265.0,23,6
1,1125259669,800,1,8,289.0,23,0,323.0,24,7,369.0,17,0,221.0,24,11
2,548621235,800,1,8,508.0,14,0,374.0,34,6,419.0,33,0,313.0,33,5
3,1504377618,800,1,8,265.0,25,0,214.0,42,5,263.0,35,0,258.0,43,6
4,534291154,800,1,8,297.0,17,0,261.0,22,6,222.0,22,0,221.0,21,6
5,614242112,800,1,8,316.0,23,0,253.0,23,9,420.0,20,0,235.0,19,11
6,794031600,800,1,8,371.0,13,0,228.0,11,7,301.0,10,0,257.0,10,5
7,1739273717,800,1,8,288.0,15,0,301.0,30,4,272.0,28,0,314.0,29,4
8,-1819152793,800,1,8,509.0,24,0,259.0,28,5,268.0,27,0,218.0,24,4
9,-1777448707,800,1,8,309.0,21,0,257.0,31,9,333.0,31,0,225.0,31,9
10,-1510605000,800,1,8,353.0,19,0,262.0,21,7,313.0,21,0,256.0,21,5
11,-160676637,800,1,8,509.0,35,0,430.0,20,14,328.0,18,0,214.0,20,11
12,1350876051,800,1,8,254.0,35,0,261.0,23,5,314.0,23,0,265.0,23,4
13,997176307,800,1,8,290.0,15,0,339.0,11,7,296.0,11,0,316.0,11,7
14,-1964200597,800,1,8,287.0,24,0,223.0,20,11,314.0,18,0,209.0,20,11
15,-1508628503,800,1,8,276.0,10,0,320.0,31,4,319.0,33,0,274.0,39,5
16,653244443,800,1,8,253.0,25,0,212.0,25,4,271.0,28,0,264.0,31,3
17,1835249069,800,1,8,506.0,25,0,394.0,21,5,449.0,19,0,260.0,21,5
18,471298054,800,1,8,491.0,20,0,253.0,23,7,264.0,22,0,216.0,27,5
19,-24077660,800,1,8,493.0,19,0,322.0,29,8,211.0,34,0,259.0,28,6
20,-1793256731,800,1,8,547.0,15,0,277.0,27,6,217.0,23,0,301.0,25,6
21,1422377611,800,1,8,302.0,13,0,265.0,25,8,377.0,24,0,311.0,27,10
22,302133201,800,1,8,269.0,23,0,291.0,24,11,282.0,24,0,262.0,31,8
23,-353907988,800,1,8,498.0,29,0,250.0,21,5,298.0,20,0,214.0,20,5
24,-936984079,800,1,8,335.0,18,0,322.0,20,4,328.0,15,0,260.0,25,12
25,1383126593,800,1,8,323.0,10,0,213.0,18,6,260.0,17,0,319.0,14,6
26,363893378,800,1,8,269.0,36,0,206.0,23,12,461.0,20,0,285.0,25,11
27,-1543706060,800,1,8,531.0,23,0,264.0,20,8,312.0,15,0,252.0,17,8
28,-271120188,800,1,8,487.0,26,0,357.0,18,10,258.0,21,0,255.0,17,5
29,2096058000,800,1,8,496.0,24,0,270.0,40,6,313.0,50,0,258.0,49,4
30,1351422450,800,1,8,297.0,21,0,333.0,23,7,273.0,24,0,371.0,26,3
31,1496471964,800,1,8,274.0,30,0,261.0,13,8,324.0,16,0,320.0,16,8
32,-2115933563,800,1,8,311.0,10,0,323.0,13,9,311.0,12,0,390.0,12,7
33,2101520127,800,1,8,282.0,23,0,260.0,21,4,372.0,20,0,323.0,21,4
34,-1766581143,800,1,8,491.0,24,0,263.0,24,5,249.0,24,0,276.0,22,9
35,-723812228,800,1,8,503.0,24,0,269.0,20,11,251.0,21,0,337.0,20,5
36,-1774088061,800,1,8,497.0,13,0,304.0,19,8,242.0,17,0,265.0,18,15
37,-1601588496,800,1,8,291.0,24,0,314.0,30,4,311.0,27,0,318.0,27,4
38,-52211457,800,1,8,265.0,14,0,291.0,39,12,253.0,38,0,262.0,30,10
39,-1356249991,800,1,8,254.0,35,0,213.0,26,13,239.0,24,0,258.0,29,5
40,660043712,800,1,8,291.0,28,0,335.0,25,6,257.0,22,0,261.0,27,8
41,-1910951926,800,1,8,375.0,25,0,273.0,25,10,352.0,30,0,245.0,32,6
42,-1768390929,800,1,8,305.0,25,0,250.0,27,4,303.0,27,0,199.0,27,4
43,-2136710900,800,1,8,313.0,40,0,251.0,20,2,285.0,21,0,323.0,21,4
44,2144117971,800,1,8,284.0,36,0,267.0,25,4,319.0,22,0,254.0,23,5
45,926187915,800,1,8,293.0,16,0,263.0,17,6,246.0,18,0,252.0,18,6
46,-807730066,800,1,8,294.0,18,0,270.0,28,5,311.0,31,0,325.0,30,9
47,123584510,800,1,8,490.0,20,0,317.0,20,6,370.0,22,0,344.0,20,6
48,77876495,800,1,8,259.0,34,0,295.0,26,3,318.0,28,0,261.0,26,3
49,1732788481,800,1,8,264.0,23,0,251.0,17,7,272.0,16,0,268.0,19,13
