,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,2019647068,405,29,1,499.0,12,0,315.0,11,0,315.0,11,0,315.0,11,0
1,-243092666,592,18,1,313.0,11,0,351.0,15,7,255.0,13,0,263.0,12,1
2,740242628,361,33,1,269.0,10,0,322.0,12,1,376.0,11,0,266.0,15,1
3,1821439896,217,11,1,408.0,5,0,306.0,4,1,263.0,5,0,260.0,4,1
4,36621797,179,17,1,262.0,4,0,206.0,2,0,206.0,2,0,206.0,2,0
5,1650897534,591,54,1,389.0,10,0,314.0,20,3,458.0,17,0,271.0,16,3
6,1539222721,183,15,1,327.0,9,0,263.0,4,1,333.0,4,0,375.0,7,1
7,700254531,198,8,1,258.0,1,0,270.0,6,0,270.0,6,0,270.0,6,0
8,-488167780,202,5,1,318.0,9,0,263.0,9,0,263.0,9,0,263.0,9,0
9,-883430377,681,41,1,280.0,21,0,289.0,23,2,319.0,20,0,521.0,22,3
10,-2119346849,558,23,1,291.0,14,0,378.0,11,1,266.0,13,0,278.0,11,1
11,2077784110,627,13,1,502.0,19,0,327.0,16,5,375.0,15,0,375.0,13,6
12,-145352236,620,25,1,279.0,22,0,330.0,23,2,277.0,26,0,368.0,25,2
13,928541310,609,13,1,504.0,23,0,257.0,16,6,320.0,17,0,323.0,23,3
14,-776058797,159,15,1,217.0,5,0,381.0,5,0,381.0,5,0,381.0,5,0
15,1821731303,363,33,1,441.0,8,0,266.0,10,1,434.0,10,0,321.0,10,2
16,-1694608825,667,27,1,513.0,24,0,436.0,9,6,487.0,10,0,506.0,10,10
17,1324443285,402,9,1,278.0,15,0,267.0,12,2,496.0,10,0,308.0,12,2
18,1079786176,303,22,1,346.0,10,0,376.0,11,2,307.0,10,0,256.0,11,1
19,728343231,670,54,1,276.0,17,0,275.0,23,5,270.0,24,0,250.0,23,6
20,-1594477287,369,26,1,297.0,8,0,317.0,7,2,330.0,7,0,395.0,9,2
21,309150066,474,24,1,282.0,8,0,218.0,13,4,312.0,13,0,437.0,13,4
22,-250921154,462,42,1,390.0,19,0,410.0,8,2,420.0,10,0,298.0,8,1
23,-325420724,424,17,1,316.0,11,0,441.0,15,3,366.0,16,0,268.0,18,3
24,591632640,329,10,1,298.0,12,0,272.0,9,2,370.0,8,0,268.0,10,1
25,216096489,458,14,1,372.0,20,0,306.0,11,3,319.0,11,0,371.0,11,3
26,672836336,550,11,1,266.0,9,0,263.0,10,2,430.0,11,0,276.0,10,4
27,1812359192,389,36,1,265.0,19,0,344.0,18,0,344.0,18,0,344.0,18,0
28,306218621,236,12,1,276.0,5,0,268.0,5,0,268.0,5,0,268.0,5,0
29,-1691846117,417,38,1,315.0,18,0,479.0,14,0,479.0,14,0,479.0,14,0
30,572250938,408,21,1,439.0,11,0,268.0,15,0,268.0,15,0,268.0,15,0
31,-1145563182,470,29,1,283.0,11,0,389.0,13,2,449.0,11,0,330.0,14,1
32,1685096977,570,12,1,366.0,17,0,258.0,14,3,377.0,18,0,372.0,15,4
33,649201834,235,19,1,314.0,13,0,285.0,8,1,318.0,13,0,263.0,12,1
34,-1924606391,150,9,1,318.0,2,0,379.0,2,0,379.0,2,0,379.0,2,0
35,445953207,174,13,1,376.0,3,0,315.0,2,0,315.0,2,0,315.0,2,0
36,-568202850,242,15,1,271.0,8,0,381.0,8,0,381.0,8,0,381.0,8,0
37,165609320,466,14,1,313.0,4,0,492.0,10,2,266.0,9,0,327.0,7,4
38,715608911,161,17,1,315.0,6,0,379.0,7,0,379.0,7,0,379.0,7,0
39,1233542422,334,4,1,348.0,12,0,368.0,20,1,344.0,17,0,314.0,18,1
40,-300046232,556,12,1,381.0,13,0,380.0,17,3,405.0,11,0,510.0,14,4
41,1023364970,473,38,1,499.0,21,0,310.0,13,1,316.0,13,0,320.0,16,2
42,-1653728256,549,33,1,314.0,17,0,507.0,34,2,291.0,35,0,274.0,34,3
43,1216913370,359,22,1,260.0,15,0,258.0,7,1,331.0,8,0,263.0,7,2
44,330706006,653,33,1,516.0,20,0,343.0,19,4,392.0,19,0,287.0,17,4
45,-922175067,381,4,1,347.0,11,0,385.0,7,2,456.0,9,0,326.0,7,3
46,-184357874,550,33,1,271.0,9,0,356.0,16,2,273.0,20,0,265.0,18,4
47,1205436449,495,40,1,265.0,13,0,408.0,11,2,320.0,15,0,285.0,12,2
48,1144193860,219,5,1,310.0,4,0,344.0,7,1,265.0,7,0,251.0,9,1
49,1730963531,208,15,1,279.0,10,0,261.0,6,0,261.0,6,0,261.0,6,0
