,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,456.0,1,241,-1721662115,22,321.0,1,241,-1721662115,22,456.0,1,241,-1721662115,22,456.0,1,241,-1721662115,22
1,320.0,1,538,-536063426,22,378.0,1,538,-536063426,22,435.0,1,538,-536063426,22,315.0,1,538,-536063426,22
2,319.0,1,458,-1544148160,37,354.0,1,458,-1544148160,37,319.0,1,458,-1544148160,37,319.0,1,458,-1544148160,37
3,405.0,1,679,1620862845,55,504.0,1,679,1620862845,55,319.0,1,679,1620862845,55,560.0,1,679,1620862845,55
4,373.0,1,508,-1289468190,16,314.0,1,508,-1289468190,16,274.0,1,508,-1289468190,16,373.0,1,508,-1289468190,16
5,292.0,1,605,-12618542,49,456.0,1,605,-12618542,49,378.0,1,605,-12618542,49,529.0,1,605,-12618542,49
6,265.0,1,241,1648103420,17,312.0,1,241,1648103420,17,265.0,1,241,1648103420,17,265.0,1,241,1648103420,17
7,262.0,1,333,-1424200872,30,281.0,1,333,-1424200872,30,312.0,1,333,-1424200872,30,383.0,1,333,-1424200872,30
8,360.0,1,260,-1964779866,26,261.0,1,260,-1964779866,26,360.0,1,260,-1964779866,26,360.0,1,260,-1964779866,26
9,259.0,1,212,-1753764394,20,312.0,1,212,-1753764394,20,312.0,1,212,-1753764394,20,324.0,1,212,-1753764394,20
10,263.0,1,588,2143490655,48,317.0,1,588,2143490655,48,265.0,1,588,2143490655,48,262.0,1,588,2143490655,48
11,258.0,1,219,43219572,16,215.0,1,219,43219572,16,317.0,1,219,43219572,16,275.0,1,219,43219572,16
12,274.0,1,688,-786071475,14,321.0,1,688,-786071475,14,337.0,1,688,-786071475,14,401.0,1,688,-786071475,14
13,263.0,1,620,186506588,19,317.0,1,620,186506588,19,373.0,1,620,186506588,19,308.0,1,620,186506588,19
14,275.0,1,666,342260289,60,495.0,1,666,342260289,60,497.0,1,666,342260289,60,331.0,1,666,342260289,60
15,447.0,1,553,-133569586,50,379.0,1,553,-133569586,50,375.0,1,553,-133569586,50,491.0,1,553,-133569586,50
16,354.0,1,388,117196416,8,252.0,1,388,117196416,8,265.0,1,388,117196416,8,440.0,1,388,117196416,8
17,311.0,1,537,709615183,33,258.0,1,537,709615183,33,264.0,1,537,709615183,33,275.0,1,537,709615183,33
18,378.0,1,395,-317575743,16,374.0,1,395,-317575743,16,378.0,1,395,-317575743,16,378.0,1,395,-317575743,16
19,377.0,1,460,737980985,37,497.0,1,460,737980985,37,377.0,1,460,737980985,37,377.0,1,460,737980985,37
20,376.0,1,627,1992853652,51,556.0,1,627,1992853652,51,414.0,1,627,1992853652,51,340.0,1,627,1992853652,51
21,339.0,1,174,-151671705,13,378.0,1,174,-151671705,13,339.0,1,174,-151671705,13,339.0,1,174,-151671705,13
22,263.0,1,478,-1441751626,48,390.0,1,478,-1441751626,48,343.0,1,478,-1441751626,48,312.0,1,478,-1441751626,48
23,330.0,1,394,1102169447,28,275.0,1,394,1102169447,28,383.0,1,394,1102169447,28,339.0,1,394,1102169447,28
24,275.0,1,382,1249267167,35,319.0,1,382,1249267167,35,275.0,1,382,1249267167,35,275.0,1,382,1249267167,35
25,279.0,1,628,-1441666855,26,277.0,1,628,-1441666855,26,348.0,1,628,-1441666855,26,293.0,1,628,-1441666855,26
26,330.0,1,252,-484061660,8,376.0,1,252,-484061660,8,330.0,1,252,-484061660,8,330.0,1,252,-484061660,8
27,258.0,1,157,-49635136,4,435.0,1,157,-49635136,4,258.0,1,157,-49635136,4,258.0,1,157,-49635136,4
28,263.0,1,157,872660253,8,357.0,1,157,872660253,8,263.0,1,157,872660253,8,263.0,1,157,872660253,8
29,252.0,1,309,-1221302558,10,269.0,1,309,-1221302558,10,374.0,1,309,-1221302558,10,342.0,1,309,-1221302558,10
30,396.0,1,338,-705705503,4,319.0,1,338,-705705503,4,495.0,1,338,-705705503,4,316.0,1,338,-705705503,4
31,288.0,1,644,1488183274,13,524.0,1,644,1488183274,13,318.0,1,644,1488183274,13,400.0,1,644,1488183274,13
32,268.0,1,356,-2121320090,25,316.0,1,356,-2121320090,25,428.0,1,356,-2121320090,25,260.0,1,356,-2121320090,25
33,257.0,1,386,735474800,12,551.0,1,386,735474800,12,257.0,1,386,735474800,12,257.0,1,386,735474800,12
34,347.0,1,387,901477793,35,264.0,1,387,901477793,35,324.0,1,387,901477793,35,333.0,1,387,901477793,35
35,320.0,1,516,1661529021,21,317.0,1,516,1661529021,21,265.0,1,516,1661529021,21,275.0,1,516,1661529021,21
36,349.0,1,277,1509163955,20,320.0,1,277,1509163955,20,624.0,1,277,1509163955,20,325.0,1,277,1509163955,20
37,302.0,1,301,-671851546,10,314.0,1,301,-671851546,10,261.0,1,301,-671851546,10,319.0,1,301,-671851546,10
38,429.0,1,328,-314238212,17,276.0,1,328,-314238212,17,429.0,1,328,-314238212,17,429.0,1,328,-314238212,17
39,264.0,1,154,-1138664687,5,228.0,1,154,-1138664687,5,264.0,1,154,-1138664687,5,264.0,1,154,-1138664687,5
40,344.0,1,217,1191551653,14,265.0,1,217,1191551653,14,344.0,1,217,1191551653,14,344.0,1,217,1191551653,14
41,375.0,1,183,360684129,2,257.0,1,183,360684129,2,258.0,1,183,360684129,2,315.0,1,183,360684129,2
42,279.0,1,207,40360446,7,297.0,1,207,40360446,7,279.0,1,207,40360446,7,279.0,1,207,40360446,7
43,325.0,1,423,-1723608832,26,345.0,1,423,-1723608832,26,325.0,1,423,-1723608832,26,325.0,1,423,-1723608832,26
44,322.0,1,468,706822053,15,267.0,1,468,706822053,15,322.0,1,468,706822053,15,322.0,1,468,706822053,15
45,267.0,1,432,1187478874,13,847.0,1,432,1187478874,13,267.0,1,432,1187478874,13,267.0,1,432,1187478874,13
46,307.0,1,698,-1060733882,35,449.0,1,698,-1060733882,35,409.0,1,698,-1060733882,35,269.0,1,698,-1060733882,35
47,261.0,1,555,-1206584941,6,264.0,1,555,-1206584941,6,438.0,1,555,-1206584941,6,275.0,1,555,-1206584941,6
48,315.0,1,372,-1324007180,30,348.0,1,372,-1324007180,30,315.0,1,372,-1324007180,30,315.0,1,372,-1324007180,30
49,262.0,1,657,-638834021,46,505.0,1,657,-638834021,46,283.0,1,657,-638834021,46,333.0,1,657,-638834021,46
