,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-687243425,257,3,1,278.0,12,0,293.0,7,0,293.0,7,0,293.0,7,0
1,-442642077,673,54,1,270.0,18,0,453.0,21,3,387.0,20,0,281.0,22,3
2,-1192514089,240,15,1,240.0,4,0,299.0,4,0,299.0,4,0,299.0,4,0
3,-724649479,443,32,1,319.0,13,0,327.0,9,3,359.0,10,0,268.0,10,1
4,280568548,559,12,1,264.0,16,0,355.0,12,3,373.0,16,0,374.0,12,2
5,-956026622,526,16,1,336.0,11,0,318.0,16,3,323.0,16,0,342.0,14,2
6,1114006708,260,19,1,356.0,8,0,375.0,20,0,375.0,20,0,375.0,20,0
7,-2003877597,389,16,1,272.0,4,0,328.0,13,0,328.0,13,0,328.0,13,0
8,599591664,575,18,1,284.0,25,0,316.0,17,3,335.0,17,0,431.0,18,3
9,-1982165390,563,57,1,269.0,17,0,339.0,15,4,339.0,16,0,306.0,16,6
10,-1737176241,436,22,1,535.0,10,0,256.0,17,2,319.0,16,0,374.0,13,1
11,421305748,384,16,1,285.0,10,0,308.0,8,1,304.0,10,0,341.0,9,2
12,405285138,414,13,1,318.0,13,0,214.0,8,2,264.0,7,0,266.0,7,1
13,-564378159,498,50,1,322.0,16,0,315.0,23,1,318.0,23,0,336.0,19,1
14,-1752899807,366,8,1,372.0,12,0,373.0,11,1,313.0,12,0,324.0,13,2
15,287724618,449,45,1,299.0,11,0,448.0,16,4,431.0,15,0,328.0,17,3
16,-696182747,187,19,1,316.0,10,0,262.0,5,0,262.0,5,0,262.0,5,0
17,-2145477340,650,46,1,492.0,21,0,321.0,19,4,382.0,18,0,342.0,20,3
18,1951144489,158,10,1,317.0,3,0,257.0,3,1,273.0,4,0,296.0,3,1
19,-2052379705,665,14,1,272.0,16,0,277.0,21,5,350.0,19,0,277.0,19,5
20,1210593546,637,39,1,263.0,19,0,408.0,25,3,268.0,25,0,269.0,27,2
21,1705875883,218,5,1,255.0,11,0,559.0,12,0,559.0,12,0,559.0,12,0
22,-1035916374,276,14,1,332.0,14,0,282.0,7,0,282.0,7,0,282.0,7,0
23,1548007414,440,31,1,336.0,10,0,328.0,13,0,328.0,13,0,328.0,13,0
24,552985508,279,17,1,356.0,11,0,274.0,9,2,218.0,9,0,261.0,9,1
25,-983464446,323,26,1,317.0,14,0,261.0,12,1,267.0,11,0,261.0,11,0
26,1300700610,560,51,1,286.0,12,0,404.0,21,2,349.0,18,0,392.0,19,2
27,1795590262,258,3,1,269.0,9,0,277.0,8,1,258.0,8,0,254.0,7,1
28,15049363,398,4,1,404.0,12,0,271.0,6,3,266.0,4,0,309.0,4,3
29,826608361,191,14,1,259.0,6,0,319.0,6,1,300.0,6,0,397.0,6,1
30,1416443870,630,63,1,268.0,17,0,361.0,10,2,342.0,11,0,433.0,12,3
31,-306054104,159,12,1,376.0,5,0,320.0,7,0,320.0,7,0,320.0,7,0
32,-1101519087,391,8,1,377.0,14,0,348.0,15,1,278.0,13,0,344.0,12,1
33,-2068902452,555,50,1,339.0,20,0,293.0,13,3,375.0,17,0,326.0,17,2
34,1118828130,421,13,1,508.0,10,0,432.0,14,3,263.0,16,0,313.0,15,1
35,-1390716970,510,51,1,493.0,17,0,341.0,7,1,289.0,8,0,392.0,13,1
36,-830229948,511,36,1,449.0,18,0,297.0,15,2,263.0,13,0,325.0,14,4
37,2063083315,273,3,1,214.0,12,0,315.0,10,1,268.0,12,0,320.0,10,0
38,-2013592700,681,55,1,307.0,12,0,273.0,25,4,557.0,21,0,301.0,19,2
39,1477712526,407,13,1,320.0,8,0,388.0,11,1,348.0,10,0,353.0,11,1
40,1207691556,616,62,1,552.0,22,0,279.0,19,4,314.0,18,0,315.0,17,1
41,-167069591,539,6,1,271.0,16,0,264.0,18,6,393.0,23,0,316.0,20,3
42,-1690925978,690,56,1,443.0,10,0,319.0,17,2,277.0,14,0,313.0,17,2
43,-1937498926,589,36,1,316.0,22,0,380.0,14,2,289.0,16,0,290.0,19,1
44,-672470523,296,30,1,336.0,7,0,379.0,8,0,379.0,8,0,379.0,8,0
45,2139737981,457,10,1,319.0,14,0,318.0,15,2,355.0,16,0,383.0,15,2
46,-2109961181,415,34,1,357.0,10,0,333.0,11,0,333.0,11,0,333.0,11,0
47,681764902,457,5,1,393.0,7,0,388.0,10,2,339.0,13,0,257.0,13,2
48,-1465099331,247,18,1,401.0,4,0,262.0,7,0,262.0,7,0,262.0,7,0
49,-1570137211,474,38,1,319.0,24,0,321.0,11,3,272.0,11,0,323.0,10,1
