,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1565903087,800,1,8,286.0,19,0,319.0,30,5,270.0,38,0,375.0,33,6
1,-1658735134,800,1,8,521.0,20,0,309.0,26,6,515.0,26,0,256.0,24,8
2,1610107033,800,1,8,497.0,23,0,232.0,24,8,509.0,27,0,278.0,26,7
3,78033669,800,1,8,257.0,19,0,379.0,19,4,322.0,17,0,261.0,20,4
4,-329599546,800,1,8,260.0,26,0,269.0,31,3,264.0,33,0,264.0,30,3
5,-1595444394,800,1,8,510.0,25,0,357.0,42,6,402.0,39,0,257.0,37,5
6,1331743500,800,1,8,311.0,23,0,281.0,22,15,292.0,25,0,309.0,21,11
7,1075821302,800,1,8,257.0,26,0,307.0,21,6,312.0,23,0,314.0,23,9
8,-769155734,800,1,8,507.0,16,0,321.0,19,11,255.0,17,0,329.0,19,8
9,-48294882,800,1,8,287.0,20,0,258.0,20,7,262.0,23,0,325.0,21,8
10,204305825,800,1,8,306.0,15,0,313.0,23,10,210.0,21,0,272.0,24,8
11,-800299763,800,1,8,289.0,27,0,260.0,27,1,320.0,29,0,260.0,34,1
12,2117076291,800,1,8,324.0,31,0,221.0,18,4,323.0,17,0,265.0,17,4
13,-795400477,800,1,8,291.0,21,0,320.0,28,7,361.0,28,0,309.0,28,4
14,511919518,800,1,8,511.0,14,0,250.0,24,5,260.0,21,0,296.0,20,15
15,846252592,800,1,8,318.0,28,0,257.0,26,10,266.0,27,0,369.0,25,14
16,-1129374371,800,1,8,251.0,16,0,322.0,22,10,314.0,25,0,293.0,31,7
17,1006929109,800,1,8,288.0,22,0,272.0,21,11,253.0,18,0,315.0,20,11
18,-1630396474,800,1,8,260.0,19,0,338.0,11,12,327.0,10,0,314.0,10,6
19,-1166418851,800,1,8,300.0,27,0,263.0,28,7,394.0,23,0,279.0,24,6
20,1020372645,800,1,8,746.0,17,0,209.0,19,6,441.0,18,0,261.0,19,6
21,1314631267,800,1,8,313.0,32,0,315.0,38,6,316.0,33,0,344.0,40,3
22,1443422279,800,1,8,274.0,19,0,264.0,30,9,257.0,25,0,252.0,26,5
23,-411302638,800,1,8,301.0,13,0,204.0,15,8,325.0,17,0,320.0,17,6
24,902916270,800,1,8,492.0,26,0,263.0,16,8,293.0,12,0,305.0,14,16
25,1914331519,800,1,8,269.0,38,0,259.0,32,16,260.0,38,0,299.0,30,11
26,-48916718,800,1,8,501.0,29,0,253.0,30,8,256.0,25,0,279.0,29,13
27,-1215355115,800,1,8,275.0,18,0,476.0,22,11,317.0,23,0,258.0,22,7
28,-1773733769,800,1,8,280.0,19,0,396.0,23,10,368.0,26,0,264.0,23,9
29,754976394,800,1,8,505.0,21,0,212.0,20,9,256.0,22,0,315.0,20,8
30,766100332,800,1,8,250.0,30,0,257.0,25,5,290.0,26,0,329.0,28,9
31,1631290170,800,1,8,280.0,22,0,376.0,21,5,274.0,20,0,270.0,16,4
32,269113767,800,1,8,520.0,34,0,288.0,27,10,304.0,29,0,304.0,32,7
33,740984751,800,1,8,295.0,18,0,290.0,23,12,375.0,19,0,312.0,21,9
34,447367421,800,1,8,304.0,21,0,425.0,25,2,334.0,20,0,280.0,25,6
35,-966762943,800,1,8,293.0,25,0,319.0,24,11,205.0,26,0,299.0,28,5
36,-819314449,800,1,8,271.0,23,0,264.0,27,10,482.0,23,0,302.0,19,14
37,844482435,800,1,8,331.0,15,0,263.0,27,9,260.0,22,0,317.0,24,7
38,-1830759271,800,1,8,501.0,29,0,217.0,21,9,313.0,22,0,313.0,20,7
39,1075559339,800,1,8,493.0,22,0,266.0,21,5,287.0,28,0,253.0,27,5
40,-299687877,800,1,8,287.0,29,0,326.0,18,10,318.0,22,0,312.0,18,15
41,-47115709,800,1,8,291.0,26,0,369.0,16,7,261.0,19,0,315.0,16,8
42,910241378,800,1,8,276.0,23,0,455.0,29,4,266.0,28,0,308.0,27,4
43,-1771640117,800,1,8,732.0,18,0,313.0,26,5,284.0,26,0,332.0,26,5
44,-2002679325,800,1,8,262.0,34,0,212.0,19,6,313.0,19,0,209.0,19,6
45,-900949528,800,1,8,301.0,21,0,214.0,24,6,497.0,26,0,292.0,28,5
46,1071791972,800,1,8,374.0,25,0,271.0,36,7,314.0,31,0,341.0,30,10
47,-1141392325,800,1,8,511.0,18,0,276.0,27,6,328.0,26,0,315.0,28,8
48,-763228033,800,1,8,270.0,29,0,250.0,25,7,319.0,30,0,324.0,25,9
49,-1955089707,800,1,8,247.0,20,0,267.0,36,8,524.0,29,0,326.0,27,14
