,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,371.0,1,325,-1639434999,10,260.0,1,325,-1639434999,10,371.0,1,325,-1639434999,10,371.0,1,325,-1639434999,10
1,350.0,1,542,-489267644,49,344.0,1,542,-489267644,49,301.0,1,542,-489267644,49,365.0,1,542,-489267644,49
2,377.0,1,511,852692235,36,385.0,1,511,852692235,36,379.0,1,511,852692235,36,213.0,1,511,852692235,36
3,259.0,1,176,2110576068,4,263.0,1,176,2110576068,4,259.0,1,176,2110576068,4,259.0,1,176,2110576068,4
4,285.0,1,525,-2015152927,11,353.0,1,525,-2015152927,11,406.0,1,525,-2015152927,11,377.0,1,525,-2015152927,11
5,318.0,1,173,-35035833,18,283.0,1,173,-35035833,18,318.0,1,173,-35035833,18,318.0,1,173,-35035833,18
6,375.0,1,685,2053199831,42,337.0,1,685,2053199831,42,,1,685,2053199831,42,559.0,1,685,2053199831,42
7,279.0,1,464,315533804,19,378.0,1,464,315533804,19,344.0,1,464,315533804,19,354.0,1,464,315533804,19
8,383.0,1,380,336959643,35,431.0,1,380,336959643,35,265.0,1,380,336959643,35,434.0,1,380,336959643,35
9,260.0,1,505,-36422394,26,350.0,1,505,-36422394,26,411.0,1,505,-36422394,26,376.0,1,505,-36422394,26
10,318.0,1,431,-2138703309,18,280.0,1,431,-2138703309,18,318.0,1,431,-2138703309,18,318.0,1,431,-2138703309,18
11,260.0,1,574,-1219429513,41,278.0,1,574,-1219429513,41,434.0,1,574,-1219429513,41,445.0,1,574,-1219429513,41
12,375.0,1,322,-145989220,17,314.0,1,322,-145989220,17,375.0,1,322,-145989220,17,375.0,1,322,-145989220,17
13,374.0,1,374,-453279470,27,313.0,1,374,-453279470,27,284.0,1,374,-453279470,27,270.0,1,374,-453279470,27
14,336.0,1,447,-474477537,14,280.0,1,447,-474477537,14,262.0,1,447,-474477537,14,262.0,1,447,-474477537,14
15,376.0,1,600,1680881307,6,371.0,1,600,1680881307,6,314.0,1,600,1680881307,6,319.0,1,600,1680881307,6
16,264.0,1,355,1172663279,29,270.0,1,355,1172663279,29,309.0,1,355,1172663279,29,269.0,1,355,1172663279,29
17,396.0,1,487,1421507303,35,278.0,1,487,1421507303,35,359.0,1,487,1421507303,35,264.0,1,487,1421507303,35
18,262.0,1,645,922915982,52,272.0,1,645,922915982,52,470.0,1,645,922915982,52,342.0,1,645,922915982,52
19,267.0,1,437,1793105832,27,402.0,1,437,1793105832,27,326.0,1,437,1793105832,27,315.0,1,437,1793105832,27
20,375.0,1,645,-1828796025,65,388.0,1,645,-1828796025,65,440.0,1,645,-1828796025,65,436.0,1,645,-1828796025,65
21,210.0,1,163,178891693,12,359.0,1,163,178891693,12,210.0,1,163,178891693,12,210.0,1,163,178891693,12
22,320.0,1,365,-423479071,37,330.0,1,365,-423479071,37,320.0,1,365,-423479071,37,320.0,1,365,-423479071,37
23,385.0,1,230,1470061681,19,346.0,1,230,1470061681,19,385.0,1,230,1470061681,19,385.0,1,230,1470061681,19
24,260.0,1,434,1925529097,9,276.0,1,434,1925529097,9,313.0,1,434,1925529097,9,317.0,1,434,1925529097,9
25,417.0,1,474,1821696206,38,279.0,1,474,1821696206,38,299.0,1,474,1821696206,38,377.0,1,474,1821696206,38
26,287.0,1,583,1058903605,12,407.0,1,583,1058903605,12,428.0,1,583,1058903605,12,377.0,1,583,1058903605,12
27,277.0,1,409,-1885723167,25,315.0,1,409,-1885723167,25,273.0,1,409,-1885723167,25,315.0,1,409,-1885723167,25
28,429.0,1,698,-356768024,35,329.0,1,698,-356768024,35,270.0,1,698,-356768024,35,282.0,1,698,-356768024,35
29,437.0,1,431,-493548966,44,346.0,1,431,-493548966,44,312.0,1,431,-493548966,44,281.0,1,431,-493548966,44
30,439.0,1,634,-52241849,32,315.0,1,634,-52241849,32,323.0,1,634,-52241849,32,262.0,1,634,-52241849,32
31,321.0,1,523,-573741668,42,313.0,1,523,-573741668,42,318.0,1,523,-573741668,42,342.0,1,523,-573741668,42
32,439.0,1,581,709433372,59,421.0,1,581,709433372,59,272.0,1,581,709433372,59,282.0,1,581,709433372,59
33,375.0,1,283,-29964927,12,317.0,1,283,-29964927,12,375.0,1,283,-29964927,12,375.0,1,283,-29964927,12
34,526.0,1,258,392419805,13,379.0,1,258,392419805,13,526.0,1,258,392419805,13,526.0,1,258,392419805,13
35,491.0,1,581,-1965220050,41,286.0,1,581,-1965220050,41,565.0,1,581,-1965220050,41,317.0,1,581,-1965220050,41
36,379.0,1,697,-961580748,14,539.0,1,697,-961580748,14,327.0,1,697,-961580748,14,322.0,1,697,-961580748,14
37,305.0,1,462,-1901384634,14,263.0,1,462,-1901384634,14,577.0,1,462,-1901384634,14,437.0,1,462,-1901384634,14
38,332.0,1,602,-1476342033,13,423.0,1,602,-1476342033,13,320.0,1,602,-1476342033,13,358.0,1,602,-1476342033,13
39,268.0,1,434,-614776504,44,332.0,1,434,-614776504,44,563.0,1,434,-614776504,44,304.0,1,434,-614776504,44
40,274.0,1,459,-801260870,28,377.0,1,459,-801260870,28,429.0,1,459,-801260870,28,221.0,1,459,-801260870,28
41,258.0,1,534,-996549552,22,489.0,1,534,-996549552,22,271.0,1,534,-996549552,22,258.0,1,534,-996549552,22
42,417.0,1,159,214357432,12,269.0,1,159,214357432,12,417.0,1,159,214357432,12,417.0,1,159,214357432,12
43,291.0,1,155,46617530,11,337.0,1,155,46617530,11,291.0,1,155,46617530,11,291.0,1,155,46617530,11
44,264.0,1,333,1460654120,4,304.0,1,333,1460654120,4,264.0,1,333,1460654120,4,264.0,1,333,1460654120,4
45,260.0,1,347,-1130691202,18,263.0,1,347,-1130691202,18,260.0,1,347,-1130691202,18,260.0,1,347,-1130691202,18
46,322.0,1,502,63813310,6,279.0,1,502,63813310,6,310.0,1,502,63813310,6,288.0,1,502,63813310,6
47,265.0,1,378,2088865658,35,317.0,1,378,2088865658,35,267.0,1,378,2088865658,35,297.0,1,378,2088865658,35
48,280.0,1,173,-3787272,2,368.0,1,173,-3787272,2,280.0,1,173,-3787272,2,280.0,1,173,-3787272,2
49,265.0,1,534,1944521179,27,369.0,1,534,1944521179,27,385.0,1,534,1944521179,27,383.0,1,534,1944521179,27
