,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,315.0,1,163,-1374774576,10,262.0,1,163,-1374774576,10,315.0,1,163,-1374774576,10,315.0,1,163,-1374774576,10
1,449.0,1,584,-1091039968,47,265.0,1,584,-1091039968,47,449.0,1,584,-1091039968,47,504.0,1,584,-1091039968,47
2,215.0,1,537,-1423052123,11,489.0,1,537,-1423052123,11,479.0,1,537,-1423052123,11,267.0,1,537,-1423052123,11
3,281.0,1,462,-383178467,33,289.0,1,462,-383178467,33,257.0,1,462,-383178467,33,294.0,1,462,-383178467,33
4,451.0,1,592,973294926,42,272.0,1,592,973294926,42,544.0,1,592,973294926,42,378.0,1,592,973294926,42
5,305.0,1,319,760230005,29,322.0,1,319,760230005,29,328.0,1,319,760230005,29,376.0,1,319,760230005,29
6,321.0,1,536,-1782245650,11,279.0,1,536,-1782245650,11,561.0,1,536,-1782245650,11,383.0,1,536,-1782245650,11
7,405.0,1,348,899221252,25,432.0,1,348,899221252,25,267.0,1,348,899221252,25,265.0,1,348,899221252,25
8,499.0,1,518,1123848296,21,257.0,1,518,1123848296,21,315.0,1,518,1123848296,21,262.0,1,518,1123848296,21
9,417.0,1,532,-65014979,48,328.0,1,532,-65014979,48,291.0,1,532,-65014979,48,272.0,1,532,-65014979,48
10,265.0,1,360,1401051050,22,304.0,1,360,1401051050,22,310.0,1,360,1401051050,22,265.0,1,360,1401051050,22
11,259.0,1,532,-6901989,22,270.0,1,532,-6901989,22,318.0,1,532,-6901989,22,375.0,1,532,-6901989,22
12,254.0,1,168,995381,2,272.0,1,168,995381,2,316.0,1,168,995381,2,374.0,1,168,995381,2
13,319.0,1,512,-1176183100,11,315.0,1,512,-1176183100,11,324.0,1,512,-1176183100,11,270.0,1,512,-1176183100,11
14,378.0,1,699,-2018620931,70,670.0,1,699,-2018620931,70,623.0,1,699,-2018620931,70,360.0,1,699,-2018620931,70
15,321.0,1,465,861987497,42,282.0,1,465,861987497,42,334.0,1,465,861987497,42,326.0,1,465,861987497,42
16,309.0,1,150,-1093781431,9,220.0,1,150,-1093781431,9,309.0,1,150,-1093781431,9,309.0,1,150,-1093781431,9
17,309.0,1,371,445211638,15,232.0,1,371,445211638,15,262.0,1,371,445211638,15,314.0,1,371,445211638,15
18,329.0,1,508,1836577917,21,491.0,1,508,1836577917,21,378.0,1,508,1836577917,21,434.0,1,508,1836577917,21
19,313.0,1,302,-2047174211,7,306.0,1,302,-2047174211,7,996.0,1,302,-2047174211,7,338.0,1,302,-2047174211,7
20,322.0,1,416,-724718728,34,325.0,1,416,-724718728,34,377.0,1,416,-724718728,34,379.0,1,416,-724718728,34
21,331.0,1,312,-813799950,13,500.0,1,312,-813799950,13,287.0,1,312,-813799950,13,330.0,1,312,-813799950,13
22,325.0,1,184,1849688112,12,435.0,1,184,1849688112,12,325.0,1,184,1849688112,12,325.0,1,184,1849688112,12
23,310.0,1,305,1580703458,16,252.0,1,305,1580703458,16,310.0,1,305,1580703458,16,310.0,1,305,1580703458,16
24,262.0,1,219,1371153290,22,381.0,1,219,1371153290,22,262.0,1,219,1371153290,22,262.0,1,219,1371153290,22
25,284.0,1,378,-286049917,38,382.0,1,378,-286049917,38,380.0,1,378,-286049917,38,327.0,1,378,-286049917,38
26,318.0,1,682,-1682040908,21,317.0,1,682,-1682040908,21,378.0,1,682,-1682040908,21,603.0,1,682,-1682040908,21
27,308.0,1,669,-1394664186,7,553.0,1,669,-1394664186,7,364.0,1,669,-1394664186,7,390.0,1,669,-1394664186,7
28,319.0,1,439,-774459867,44,310.0,1,439,-774459867,44,399.0,1,439,-774459867,44,396.0,1,439,-774459867,44
29,258.0,1,207,-481070348,21,357.0,1,207,-481070348,21,319.0,1,207,-481070348,21,319.0,1,207,-481070348,21
30,254.0,1,240,224037322,15,262.0,1,240,224037322,15,254.0,1,240,224037322,15,254.0,1,240,224037322,15
31,311.0,1,427,-522199880,13,320.0,1,427,-522199880,13,324.0,1,427,-522199880,13,318.0,1,427,-522199880,13
32,315.0,1,489,-1203366413,49,267.0,1,489,-1203366413,49,392.0,1,489,-1203366413,49,445.0,1,489,-1203366413,49
33,263.0,1,158,-1008196663,5,247.0,1,158,-1008196663,5,263.0,1,158,-1008196663,5,263.0,1,158,-1008196663,5
34,265.0,1,626,1613495033,19,280.0,1,626,1613495033,19,378.0,1,626,1613495033,19,271.0,1,626,1613495033,19
35,325.0,1,437,-1113021888,35,742.0,1,437,-1113021888,35,320.0,1,437,-1113021888,35,323.0,1,437,-1113021888,35
36,500.0,1,235,-371059964,12,315.0,1,235,-371059964,12,500.0,1,235,-371059964,12,500.0,1,235,-371059964,12
37,436.0,1,233,-2112253838,5,492.0,1,233,-2112253838,5,436.0,1,233,-2112253838,5,436.0,1,233,-2112253838,5
38,441.0,1,675,1554660336,48,318.0,1,675,1554660336,48,568.0,1,675,1554660336,48,324.0,1,675,1554660336,48
39,399.0,1,463,-478432942,19,477.0,1,463,-478432942,19,346.0,1,463,-478432942,19,226.0,1,463,-478432942,19
40,262.0,1,411,-1244990954,21,598.0,1,411,-1244990954,21,331.0,1,411,-1244990954,21,319.0,1,411,-1244990954,21
41,262.0,1,209,-584088969,5,382.0,1,209,-584088969,5,262.0,1,209,-584088969,5,262.0,1,209,-584088969,5
42,261.0,1,341,175513977,28,314.0,1,341,175513977,28,267.0,1,341,175513977,28,492.0,1,341,175513977,28
43,255.0,1,199,158230362,14,311.0,1,199,158230362,14,332.0,1,199,158230362,14,339.0,1,199,158230362,14
44,253.0,1,408,97880740,37,440.0,1,408,97880740,37,543.0,1,408,97880740,37,257.0,1,408,97880740,37
45,545.0,1,380,1158044470,27,352.0,1,380,1158044470,27,545.0,1,380,1158044470,27,545.0,1,380,1158044470,27
46,611.0,1,629,474636,57,280.0,1,629,474636,57,319.0,1,629,474636,57,601.0,1,629,474636,57
47,258.0,1,435,-283712504,35,511.0,1,435,-283712504,35,311.0,1,435,-283712504,35,358.0,1,435,-283712504,35
48,257.0,1,363,-857816953,26,267.0,1,363,-857816953,26,317.0,1,363,-857816953,26,292.0,1,363,-857816953,26
49,319.0,1,551,-2081361357,34,919.0,1,551,-2081361357,34,408.0,1,551,-2081361357,34,274.0,1,551,-2081361357,34
