,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,324.0,1,257,-687243425,3,314.0,1,257,-687243425,3,381.0,1,257,-687243425,3,303.0,1,257,-687243425,3
1,267.0,1,673,-442642077,54,296.0,1,673,-442642077,54,413.0,1,673,-442642077,54,440.0,1,673,-442642077,54
2,443.0,1,240,-1192514089,15,374.0,1,240,-1192514089,15,443.0,1,240,-1192514089,15,443.0,1,240,-1192514089,15
3,311.0,1,443,-724649479,32,271.0,1,443,-724649479,32,266.0,1,443,-724649479,32,265.0,1,443,-724649479,32
4,314.0,1,559,280568548,12,589.0,1,559,280568548,12,317.0,1,559,280568548,12,316.0,1,559,280568548,12
5,374.0,1,526,-956026622,16,779.0,1,526,-956026622,16,271.0,1,526,-956026622,16,313.0,1,526,-956026622,16
6,264.0,1,260,1114006708,19,372.0,1,260,1114006708,19,264.0,1,260,1114006708,19,264.0,1,260,1114006708,19
7,434.0,1,389,-2003877597,16,265.0,1,389,-2003877597,16,434.0,1,389,-2003877597,16,434.0,1,389,-2003877597,16
8,436.0,1,575,599591664,18,333.0,1,575,599591664,18,306.0,1,575,599591664,18,256.0,1,575,599591664,18
9,277.0,1,563,-1982165390,57,443.0,1,563,-1982165390,57,852.0,1,563,-1982165390,57,369.0,1,563,-1982165390,57
10,463.0,1,436,-1737176241,22,386.0,1,436,-1737176241,22,261.0,1,436,-1737176241,22,263.0,1,436,-1737176241,22
11,317.0,1,384,421305748,16,354.0,1,384,421305748,16,279.0,1,384,421305748,16,262.0,1,384,421305748,16
12,376.0,1,414,405285138,13,316.0,1,414,405285138,13,375.0,1,414,405285138,13,382.0,1,414,405285138,13
13,377.0,1,498,-564378159,50,270.0,1,498,-564378159,50,267.0,1,498,-564378159,50,377.0,1,498,-564378159,50
14,321.0,1,366,-1752899807,8,608.0,1,366,-1752899807,8,284.0,1,366,-1752899807,8,269.0,1,366,-1752899807,8
15,279.0,1,449,287724618,45,320.0,1,449,287724618,45,347.0,1,449,287724618,45,358.0,1,449,287724618,45
16,381.0,1,187,-696182747,19,346.0,1,187,-696182747,19,381.0,1,187,-696182747,19,381.0,1,187,-696182747,19
17,271.0,1,650,-2145477340,46,381.0,1,650,-2145477340,46,285.0,1,650,-2145477340,46,261.0,1,650,-2145477340,46
18,371.0,1,158,1951144489,10,274.0,1,158,1951144489,10,371.0,1,158,1951144489,10,371.0,1,158,1951144489,10
19,320.0,1,665,-2052379705,14,317.0,1,665,-2052379705,14,265.0,1,665,-2052379705,14,485.0,1,665,-2052379705,14
20,361.0,1,637,1210593546,39,726.0,1,637,1210593546,39,272.0,1,637,1210593546,39,270.0,1,637,1210593546,39
21,264.0,1,218,1705875883,5,202.0,1,218,1705875883,5,264.0,1,218,1705875883,5,264.0,1,218,1705875883,5
22,277.0,1,276,-1035916374,14,321.0,1,276,-1035916374,14,265.0,1,276,-1035916374,14,253.0,1,276,-1035916374,14
23,256.0,1,440,1548007414,31,264.0,1,440,1548007414,31,677.0,1,440,1548007414,31,318.0,1,440,1548007414,31
24,656.0,1,279,552985508,17,277.0,1,279,552985508,17,656.0,1,279,552985508,17,656.0,1,279,552985508,17
25,447.0,1,323,-983464446,26,496.0,1,323,-983464446,26,447.0,1,323,-983464446,26,447.0,1,323,-983464446,26
26,288.0,1,560,1300700610,51,317.0,1,560,1300700610,51,257.0,1,560,1300700610,51,328.0,1,560,1300700610,51
27,372.0,1,258,1795590262,3,292.0,1,258,1795590262,3,372.0,1,258,1795590262,3,372.0,1,258,1795590262,3
28,312.0,1,398,15049363,4,280.0,1,398,15049363,4,312.0,1,398,15049363,4,312.0,1,398,15049363,4
29,317.0,1,191,826608361,14,263.0,1,191,826608361,14,317.0,1,191,826608361,14,317.0,1,191,826608361,14
30,332.0,1,630,1416443870,63,384.0,1,630,1416443870,63,351.0,1,630,1416443870,63,319.0,1,630,1416443870,63
31,257.0,1,159,-306054104,12,249.0,1,159,-306054104,12,257.0,1,159,-306054104,12,257.0,1,159,-306054104,12
32,264.0,1,391,-1101519087,8,266.0,1,391,-1101519087,8,625.0,1,391,-1101519087,8,318.0,1,391,-1101519087,8
