,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,336.0,1,469,-1138542010,38,696.0,1,469,-1138542010,38,319.0,1,469,-1138542010,38,257.0,1,469,-1138542010,38
1,284.0,1,256,707450826,6,311.0,1,256,707450826,6,284.0,1,256,707450826,6,284.0,1,256,707450826,6
2,317.0,1,212,949383115,7,254.0,1,212,949383115,7,256.0,1,212,949383115,7,259.0,1,212,949383115,7
3,384.0,1,623,1906270047,63,524.0,1,623,1906270047,63,351.0,1,623,1906270047,63,270.0,1,623,1906270047,63
4,318.0,1,553,2064590753,12,329.0,1,553,2064590753,12,318.0,1,553,2064590753,12,318.0,1,553,2064590753,12
5,298.0,1,549,1163247668,33,501.0,1,549,1163247668,33,268.0,1,549,1163247668,33,319.0,1,549,1163247668,33
6,336.0,1,656,1150600556,60,319.0,1,656,1150600556,60,600.0,1,656,1150600556,60,303.0,1,656,1150600556,60
7,353.0,1,448,164647134,41,369.0,1,448,164647134,41,315.0,1,448,164647134,41,293.0,1,448,164647134,41
8,287.0,1,334,-51312394,27,480.0,1,334,-51312394,27,287.0,1,334,-51312394,27,287.0,1,334,-51312394,27
9,294.0,1,409,1109819148,29,261.0,1,409,1109819148,29,357.0,1,409,1109819148,29,377.0,1,409,1109819148,29
10,256.0,1,287,-1516723371,9,260.0,1,287,-1516723371,9,256.0,1,287,-1516723371,9,256.0,1,287,-1516723371,9
11,259.0,1,218,-1917387805,16,264.0,1,218,-1917387805,16,259.0,1,218,-1917387805,16,259.0,1,218,-1917387805,16
12,256.0,1,198,1043438031,18,257.0,1,198,1043438031,18,256.0,1,198,1043438031,18,256.0,1,198,1043438031,18
13,395.0,1,610,-365512656,55,287.0,1,610,-365512656,55,323.0,1,610,-365512656,55,382.0,1,610,-365512656,55
14,274.0,1,177,-29924077,2,217.0,1,177,-29924077,2,274.0,1,177,-29924077,2,274.0,1,177,-29924077,2
15,208.0,1,232,-1049844884,19,498.0,1,232,-1049844884,19,307.0,1,232,-1049844884,19,257.0,1,232,-1049844884,19
16,261.0,1,237,613894875,5,375.0,1,237,613894875,5,261.0,1,237,613894875,5,261.0,1,237,613894875,5
17,318.0,1,581,-1035054911,18,271.0,1,581,-1035054911,18,312.0,1,581,-1035054911,18,300.0,1,581,-1035054911,18
18,256.0,1,599,854186428,36,333.0,1,599,854186428,36,272.0,1,599,854186428,36,302.0,1,599,854186428,36
19,308.0,1,586,-321181916,47,540.0,1,586,-321181916,47,276.0,1,586,-321181916,47,456.0,1,586,-321181916,47
20,349.0,1,423,-1875293680,43,263.0,1,423,-1875293680,43,456.0,1,423,-1875293680,43,333.0,1,423,-1875293680,43
21,511.0,1,693,-806958989,42,292.0,1,693,-806958989,42,337.0,1,693,-806958989,42,382.0,1,693,-806958989,42
22,323.0,1,608,1248133188,49,557.0,1,608,1248133188,49,353.0,1,608,1248133188,49,328.0,1,608,1248133188,49
23,315.0,1,157,2136101527,11,481.0,1,157,2136101527,11,315.0,1,157,2136101527,11,315.0,1,157,2136101527,11
24,272.0,1,571,2051098508,52,398.0,1,571,2051098508,52,685.0,1,571,2051098508,52,302.0,1,571,2051098508,52
25,379.0,1,698,2082690072,70,285.0,1,698,2082690072,70,299.0,1,698,2082690072,70,473.0,1,698,2082690072,70
26,626.0,1,586,-792532471,24,374.0,1,586,-792532471,24,360.0,1,586,-792532471,24,373.0,1,586,-792532471,24
27,325.0,1,529,-740608148,27,485.0,1,529,-740608148,27,261.0,1,529,-740608148,27,440.0,1,529,-740608148,27
28,285.0,1,553,150420074,6,300.0,1,553,150420074,6,336.0,1,553,150420074,6,367.0,1,553,150420074,6
29,253.0,1,189,163428936,8,264.0,1,189,163428936,8,253.0,1,189,163428936,8,253.0,1,189,163428936,8
30,267.0,1,283,-1350301474,23,380.0,1,283,-1350301474,23,267.0,1,283,-1350301474,23,267.0,1,283,-1350301474,23
31,326.0,1,461,2097015303,28,439.0,1,461,2097015303,28,265.0,1,461,2097015303,28,302.0,1,461,2097015303,28
32,276.0,1,511,-1543487308,11,689.0,1,511,-1543487308,11,534.0,1,511,-1543487308,11,261.0,1,511,-1543487308,11
33,291.0,1,643,1806516371,33,298.0,1,643,1806516371,33,316.0,1,643,1806516371,33,220.0,1,643,1806516371,33
34,307.0,1,447,-1220030656,14,268.0,1,447,-1220030656,14,284.0,1,447,-1220030656,14,317.0,1,447,-1220030656,14
35,330.0,1,457,-571104190,42,311.0,1,457,-571104190,42,263.0,1,457,-571104190,42,333.0,1,457,-571104190,42
36,256.0,1,343,-1640358986,4,640.0,1,343,-1640358986,4,315.0,1,343,-1640358986,4,260.0,1,343,-1640358986,4
37,417.0,1,688,-925624645,14,318.0,1,688,-925624645,14,279.0,1,688,-925624645,14,326.0,1,688,-925624645,14
38,315.0,1,198,-884324347,20,676.0,1,198,-884324347,20,268.0,1,198,-884324347,20,288.0,1,198,-884324347,20
39,386.0,1,245,-1827060704,5,264.0,1,245,-1827060704,5,286.0,1,245,-1827060704,5,314.0,1,245,-1827060704,5
40,374.0,1,457,763050712,5,498.0,1,457,763050712,5,251.0,1,457,763050712,5,316.0,1,457,763050712,5
41,408.0,1,233,-1265064202,7,316.0,1,233,-1265064202,7,414.0,1,233,-1265064202,7,225.0,1,233,-1265064202,7
42,327.0,1,187,1227203163,15,255.0,1,187,1227203163,15,327.0,1,187,1227203163,15,327.0,1,187,1227203163,15
43,265.0,1,536,48211712,33,289.0,1,536,48211712,33,349.0,1,536,48211712,33,399.0,1,536,48211712,33
44,341.0,1,531,1017507494,38,268.0,1,531,1017507494,38,380.0,1,531,1017507494,38,317.0,1,531,1017507494,38
45,676.0,1,485,293575748,5,613.0,1,485,293575748,5,676.0,1,485,293575748,5,676.0,1,485,293575748,5
46,318.0,1,169,560205543,12,260.0,1,169,560205543,12,318.0,1,169,560205543,12,318.0,1,169,560205543,12
47,268.0,1,533,1677507439,27,270.0,1,533,1677507439,27,389.0,1,533,1677507439,27,471.0,1,533,1677507439,27
48,300.0,1,644,1784037294,33,543.0,1,644,1784037294,33,865.0,1,644,1784037294,33,312.0,1,644,1784037294,33
49,265.0,1,485,10393034,39,327.0,1,485,10393034,39,322.0,1,485,10393034,39,272.0,1,485,10393034,39
