,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,327.0,1,263,1979055810,27,313.0,1,263,1979055810,27,327.0,1,263,1979055810,27,327.0,1,263,1979055810,27
1,267.0,1,341,-830985330,31,439.0,1,341,-830985330,31,439.0,1,341,-830985330,31,432.0,1,341,-830985330,31
2,268.0,1,476,1705444886,48,343.0,1,476,1705444886,48,285.0,1,476,1705444886,48,410.0,1,476,1705444886,48
3,384.0,1,480,-1428914311,24,339.0,1,480,-1428914311,24,340.0,1,480,-1428914311,24,432.0,1,480,-1428914311,24
4,335.0,1,528,1473385071,48,238.0,1,528,1473385071,48,273.0,1,528,1473385071,48,296.0,1,528,1473385071,48
5,380.0,1,355,-614097750,18,260.0,1,355,-614097750,18,300.0,1,355,-614097750,18,260.0,1,355,-614097750,18
6,391.0,1,543,-446747177,6,508.0,1,543,-446747177,6,399.0,1,543,-446747177,6,252.0,1,543,-446747177,6
7,295.0,1,384,1940987095,35,260.0,1,384,1940987095,35,295.0,1,384,1940987095,35,295.0,1,384,1940987095,35
8,418.0,1,245,-1527700127,5,284.0,1,245,-1527700127,5,418.0,1,245,-1527700127,5,418.0,1,245,-1527700127,5
9,255.0,1,278,1432355138,3,324.0,1,278,1432355138,3,255.0,1,278,1432355138,3,255.0,1,278,1432355138,3
10,318.0,1,181,-880075640,19,260.0,1,181,-880075640,19,318.0,1,181,-880075640,19,318.0,1,181,-880075640,19
11,258.0,1,500,1207786192,30,379.0,1,500,1207786192,30,292.0,1,500,1207786192,30,315.0,1,500,1207786192,30
12,287.0,1,379,1762308088,31,273.0,1,379,1762308088,31,443.0,1,379,1762308088,31,336.0,1,379,1762308088,31
13,344.0,1,488,-1109821763,5,272.0,1,488,-1109821763,5,269.0,1,488,-1109821763,5,384.0,1,488,-1109821763,5
14,315.0,1,242,30076833,17,287.0,1,242,30076833,17,315.0,1,242,30076833,17,315.0,1,242,30076833,17
15,373.0,1,352,-2116645302,22,451.0,1,352,-2116645302,22,265.0,1,352,-2116645302,22,319.0,1,352,-2116645302,22
16,379.0,1,310,115173499,16,455.0,1,310,115173499,16,355.0,1,310,115173499,16,317.0,1,310,115173499,16
17,354.0,1,214,-1705464504,22,271.0,1,214,-1705464504,22,260.0,1,214,-1705464504,22,259.0,1,214,-1705464504,22
18,371.0,1,681,459926570,28,311.0,1,681,459926570,28,275.0,1,681,459926570,28,356.0,1,681,459926570,28
19,263.0,1,318,-1110727853,20,293.0,1,318,-1110727853,20,570.0,1,318,-1110727853,20,318.0,1,318,-1110727853,20
20,268.0,1,683,-1268880207,7,468.0,1,683,-1268880207,7,296.0,1,683,-1268880207,7,284.0,1,683,-1268880207,7
21,284.0,1,153,-557812057,7,374.0,1,153,-557812057,7,284.0,1,153,-557812057,7,284.0,1,153,-557812057,7
22,260.0,1,471,2143799442,10,288.0,1,471,2143799442,10,318.0,1,471,2143799442,10,385.0,1,471,2143799442,10
23,379.0,1,342,1895491262,14,260.0,1,342,1895491262,14,330.0,1,342,1895491262,14,492.0,1,342,1895491262,14
24,303.0,1,378,867982224,12,914.0,1,378,867982224,12,265.0,1,378,867982224,12,500.0,1,378,867982224,12
25,445.0,1,451,385968931,37,261.0,1,451,385968931,37,318.0,1,451,385968931,37,261.0,1,451,385968931,37
26,323.0,1,460,1288796178,28,383.0,1,460,1288796178,28,459.0,1,460,1288796178,28,301.0,1,460,1288796178,28
27,287.0,1,581,220653387,35,368.0,1,581,220653387,35,334.0,1,581,220653387,35,318.0,1,581,220653387,35
28,439.0,1,698,-828160121,56,303.0,1,698,-828160121,56,328.0,1,698,-828160121,56,357.0,1,698,-828160121,56
29,319.0,1,559,-1744216558,23,382.0,1,559,-1744216558,23,378.0,1,559,-1744216558,23,338.0,1,559,-1744216558,23
30,282.0,1,638,-1857846524,39,497.0,1,638,-1857846524,39,337.0,1,638,-1857846524,39,382.0,1,638,-1857846524,39
31,260.0,1,297,934222981,24,286.0,1,297,934222981,24,260.0,1,297,934222981,24,260.0,1,297,934222981,24
32,318.0,1,210,-1671366912,5,326.0,1,210,-1671366912,5,336.0,1,210,-1671366912,5,261.0,1,210,-1671366912,5
33,377.0,1,331,1020191440,4,270.0,1,331,1020191440,4,348.0,1,331,1020191440,4,258.0,1,331,1020191440,4
34,319.0,1,683,-805423464,55,345.0,1,683,-805423464,55,262.0,1,683,-805423464,55,274.0,1,683,-805423464,55
35,322.0,1,600,229706718,6,310.0,1,600,229706718,6,277.0,1,600,229706718,6,323.0,1,600,229706718,6
36,326.0,1,611,135257568,13,316.0,1,611,135257568,13,539.0,1,611,135257568,13,320.0,1,611,135257568,13
37,282.0,1,463,782391427,24,335.0,1,463,782391427,24,379.0,1,463,782391427,24,287.0,1,463,782391427,24
38,284.0,1,601,-788867324,19,398.0,1,601,-788867324,19,326.0,1,601,-788867324,19,262.0,1,601,-788867324,19
39,315.0,1,531,-348102574,11,331.0,1,531,-348102574,11,380.0,1,531,-348102574,11,375.0,1,531,-348102574,11
40,288.0,1,617,953482518,50,919.0,1,617,953482518,50,324.0,1,617,953482518,50,339.0,1,617,953482518,50
41,588.0,1,405,-220779283,25,529.0,1,405,-220779283,25,382.0,1,405,-220779283,25,293.0,1,405,-220779283,25
42,309.0,1,502,-1377735230,31,263.0,1,502,-1377735230,31,316.0,1,502,-1377735230,31,387.0,1,502,-1377735230,31
43,379.0,1,569,-1576844347,12,292.0,1,569,-1576844347,12,318.0,1,569,-1576844347,12,271.0,1,569,-1576844347,12
44,344.0,1,505,-829634712,11,257.0,1,505,-829634712,11,259.0,1,505,-829634712,11,261.0,1,505,-829634712,11
45,317.0,1,680,519118609,21,286.0,1,680,519118609,21,427.0,1,680,519118609,21,266.0,1,680,519118609,21
46,330.0,1,427,-1888068860,26,346.0,1,427,-1888068860,26,292.0,1,427,-1888068860,26,260.0,1,427,-1888068860,26
47,259.0,1,151,1067315747,14,257.0,1,151,1067315747,14,490.0,1,151,1067315747,14,244.0,1,151,1067315747,14
48,337.0,1,615,1064123681,62,591.0,1,615,1064123681,62,342.0,1,615,1064123681,62,297.0,1,615,1064123681,62
49,401.0,1,297,-682449681,15,458.0,1,297,-682449681,15,293.0,1,297,-682449681,15,380.0,1,297,-682449681,15
