,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,256.0,1,241,-1721662115,22,261.0,1,241,-1721662115,22,256.0,1,241,-1721662115,22,256.0,1,241,-1721662115,22
1,263.0,1,538,-536063426,22,503.0,1,538,-536063426,22,262.0,1,538,-536063426,22,347.0,1,538,-536063426,22
2,320.0,1,458,-1544148160,37,272.0,1,458,-1544148160,37,272.0,1,458,-1544148160,37,375.0,1,458,-1544148160,37
3,240.0,1,679,1620862845,55,956.0,1,679,1620862845,55,296.0,1,679,1620862845,55,404.0,1,679,1620862845,55
4,375.0,1,508,-1289468190,16,282.0,1,508,-1289468190,16,313.0,1,508,-1289468190,16,325.0,1,508,-1289468190,16
5,269.0,1,605,-12618542,49,291.0,1,605,-12618542,49,353.0,1,605,-12618542,49,391.0,1,605,-12618542,49
6,406.0,1,241,1648103420,17,441.0,1,241,1648103420,17,406.0,1,241,1648103420,17,406.0,1,241,1648103420,17
7,289.0,1,333,-1424200872,30,278.0,1,333,-1424200872,30,317.0,1,333,-1424200872,30,268.0,1,333,-1424200872,30
8,303.0,1,260,-1964779866,26,261.0,1,260,-1964779866,26,382.0,1,260,-1964779866,26,218.0,1,260,-1964779866,26
9,272.0,1,212,-1753764394,20,254.0,1,212,-1753764394,20,272.0,1,212,-1753764394,20,272.0,1,212,-1753764394,20
10,360.0,1,588,2143490655,48,368.0,1,588,2143490655,48,320.0,1,588,2143490655,48,268.0,1,588,2143490655,48
11,283.0,1,219,43219572,16,276.0,1,219,43219572,16,269.0,1,219,43219572,16,256.0,1,219,43219572,16
12,272.0,1,688,-786071475,14,285.0,1,688,-786071475,14,289.0,1,688,-786071475,14,909.0,1,688,-786071475,14
13,324.0,1,620,186506588,19,268.0,1,620,186506588,19,503.0,1,620,186506588,19,362.0,1,620,186506588,19
14,284.0,1,666,342260289,60,453.0,1,666,342260289,60,367.0,1,666,342260289,60,274.0,1,666,342260289,60
15,322.0,1,553,-133569586,50,500.0,1,553,-133569586,50,258.0,1,553,-133569586,50,351.0,1,553,-133569586,50
16,321.0,1,388,117196416,8,309.0,1,388,117196416,8,555.0,1,388,117196416,8,262.0,1,388,117196416,8
17,304.0,1,537,709615183,33,273.0,1,537,709615183,33,310.0,1,537,709615183,33,374.0,1,537,709615183,33
18,376.0,1,395,-317575743,16,292.0,1,395,-317575743,16,455.0,1,395,-317575743,16,255.0,1,395,-317575743,16
19,263.0,1,460,737980985,37,342.0,1,460,737980985,37,467.0,1,460,737980985,37,315.0,1,460,737980985,37
20,637.0,1,627,1992853652,51,497.0,1,627,1992853652,51,272.0,1,627,1992853652,51,319.0,1,627,1992853652,51
21,238.0,1,174,-151671705,13,267.0,1,174,-151671705,13,238.0,1,174,-151671705,13,238.0,1,174,-151671705,13
22,320.0,1,478,-1441751626,48,424.0,1,478,-1441751626,48,318.0,1,478,-1441751626,48,268.0,1,478,-1441751626,48
23,365.0,1,394,1102169447,28,260.0,1,394,1102169447,28,365.0,1,394,1102169447,28,365.0,1,394,1102169447,28
24,369.0,1,382,1249267167,35,647.0,1,382,1249267167,35,375.0,1,382,1249267167,35,400.0,1,382,1249267167,35
25,376.0,1,628,-1441666855,26,272.0,1,628,-1441666855,26,359.0,1,628,-1441666855,26,270.0,1,628,-1441666855,26
26,236.0,1,252,-484061660,8,291.0,1,252,-484061660,8,236.0,1,252,-484061660,8,236.0,1,252,-484061660,8
27,244.0,1,157,-49635136,4,377.0,1,157,-49635136,4,244.0,1,157,-49635136,4,244.0,1,157,-49635136,4
28,358.0,1,157,872660253,8,256.0,1,157,872660253,8,358.0,1,157,872660253,8,358.0,1,157,872660253,8
29,440.0,1,309,-1221302558,10,264.0,1,309,-1221302558,10,358.0,1,309,-1221302558,10,259.0,1,309,-1221302558,10
30,391.0,1,338,-705705503,4,310.0,1,338,-705705503,4,391.0,1,338,-705705503,4,391.0,1,338,-705705503,4
31,317.0,1,644,1488183274,13,510.0,1,644,1488183274,13,334.0,1,644,1488183274,13,335.0,1,644,1488183274,13
32,312.0,1,356,-2121320090,25,319.0,1,356,-2121320090,25,312.0,1,356,-2121320090,25,312.0,1,356,-2121320090,25
33,311.0,1,386,735474800,12,632.0,1,386,735474800,12,255.0,1,386,735474800,12,278.0,1,386,735474800,12
34,379.0,1,387,901477793,35,322.0,1,387,901477793,35,379.0,1,387,901477793,35,379.0,1,387,901477793,35
35,259.0,1,516,1661529021,21,437.0,1,516,1661529021,21,260.0,1,516,1661529021,21,260.0,1,516,1661529021,21
36,276.0,1,277,1509163955,20,319.0,1,277,1509163955,20,276.0,1,277,1509163955,20,276.0,1,277,1509163955,20
37,293.0,1,301,-671851546,10,260.0,1,301,-671851546,10,282.0,1,301,-671851546,10,314.0,1,301,-671851546,10
38,400.0,1,328,-314238212,17,261.0,1,328,-314238212,17,393.0,1,328,-314238212,17,283.0,1,328,-314238212,17
39,260.0,1,154,-1138664687,5,258.0,1,154,-1138664687,5,260.0,1,154,-1138664687,5,260.0,1,154,-1138664687,5
40,268.0,1,217,1191551653,14,376.0,1,217,1191551653,14,268.0,1,217,1191551653,14,265.0,1,217,1191551653,14
41,311.0,1,183,360684129,2,225.0,1,183,360684129,2,311.0,1,183,360684129,2,311.0,1,183,360684129,2
42,282.0,1,207,40360446,7,259.0,1,207,40360446,7,282.0,1,207,40360446,7,282.0,1,207,40360446,7
43,296.0,1,423,-1723608832,26,323.0,1,423,-1723608832,26,279.0,1,423,-1723608832,26,321.0,1,423,-1723608832,26
44,398.0,1,468,706822053,15,314.0,1,468,706822053,15,265.0,1,468,706822053,15,265.0,1,468,706822053,15
45,286.0,1,432,1187478874,13,276.0,1,432,1187478874,13,322.0,1,432,1187478874,13,389.0,1,432,1187478874,13
46,377.0,1,698,-1060733882,35,290.0,1,698,-1060733882,35,435.0,1,698,-1060733882,35,273.0,1,698,-1060733882,35
47,322.0,1,555,-1206584941,6,375.0,1,555,-1206584941,6,380.0,1,555,-1206584941,6,291.0,1,555,-1206584941,6
48,415.0,1,372,-1324007180,30,273.0,1,372,-1324007180,30,415.0,1,372,-1324007180,30,415.0,1,372,-1324007180,30
49,315.0,1,657,-638834021,46,717.0,1,657,-638834021,46,480.0,1,657,-638834021,46,315.0,1,657,-638834021,46
