,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,264.0,1,369,-2079071986,34,327.0,1,369,-2079071986,34,354.0,1,369,-2079071986,34,330.0,1,369,-2079071986,34
1,325.0,1,375,-1795565298,38,280.0,1,375,-1795565298,38,269.0,1,375,-1795565298,38,322.0,1,375,-1795565298,38
2,261.0,1,266,1124236793,19,335.0,1,266,1124236793,19,295.0,1,266,1124236793,19,307.0,1,266,1124236793,19
3,302.0,1,673,146385861,14,835.0,1,673,146385861,14,386.0,1,673,146385861,14,382.0,1,673,146385861,14
4,306.0,1,409,-134668970,29,318.0,1,409,-134668970,29,327.0,1,409,-134668970,29,326.0,1,409,-134668970,29
5,360.0,1,180,1114779474,11,256.0,1,180,1114779474,11,360.0,1,180,1114779474,11,360.0,1,180,1114779474,11
6,295.0,1,480,169086528,29,347.0,1,480,169086528,29,265.0,1,480,169086528,29,268.0,1,480,169086528,29
7,391.0,1,386,1375543277,39,357.0,1,386,1375543277,39,264.0,1,386,1375543277,39,297.0,1,386,1375543277,39
8,378.0,1,197,-1229148880,10,374.0,1,197,-1229148880,10,378.0,1,197,-1229148880,10,378.0,1,197,-1229148880,10
9,261.0,1,629,402213151,26,324.0,1,629,402213151,26,273.0,1,629,402213151,26,263.0,1,629,402213151,26
10,318.0,1,523,-480020167,27,313.0,1,523,-480020167,27,277.0,1,523,-480020167,27,266.0,1,523,-480020167,27
11,320.0,1,417,1359686404,26,336.0,1,417,1359686404,26,268.0,1,417,1359686404,26,261.0,1,417,1359686404,26
12,266.0,1,245,1142917685,13,333.0,1,245,1142917685,13,266.0,1,245,1142917685,13,266.0,1,245,1142917685,13
13,442.0,1,538,-647231556,27,276.0,1,538,-647231556,27,427.0,1,538,-647231556,27,370.0,1,538,-647231556,27
14,340.0,1,339,-1482860791,31,258.0,1,339,-1482860791,31,396.0,1,339,-1482860791,31,311.0,1,339,-1482860791,31
15,292.0,1,231,702358813,19,321.0,1,231,702358813,19,292.0,1,231,702358813,19,292.0,1,231,702358813,19
16,257.0,1,160,-584434355,16,259.0,1,160,-584434355,16,257.0,1,160,-584434355,16,257.0,1,160,-584434355,16
17,322.0,1,656,-769577168,27,286.0,1,656,-769577168,27,242.0,1,656,-769577168,27,321.0,1,656,-769577168,27
18,376.0,1,573,860408527,41,286.0,1,573,860408527,41,273.0,1,573,860408527,41,399.0,1,573,860408527,41
19,314.0,1,187,1345139339,12,254.0,1,187,1345139339,12,314.0,1,187,1345139339,12,314.0,1,187,1345139339,12
20,317.0,1,659,-1762904005,20,424.0,1,659,-1762904005,20,297.0,1,659,-1762904005,20,435.0,1,659,-1762904005,20
21,351.0,1,235,294004389,24,1093.0,1,235,294004389,24,351.0,1,235,294004389,24,351.0,1,235,294004389,24
22,320.0,1,337,1715243701,27,329.0,1,337,1715243701,27,311.0,1,337,1715243701,27,317.0,1,337,1715243701,27
23,327.0,1,433,-1179470247,39,654.0,1,433,-1179470247,39,327.0,1,433,-1179470247,39,327.0,1,433,-1179470247,39
24,265.0,1,583,-92352443,6,862.0,1,583,-92352443,6,286.0,1,583,-92352443,6,267.0,1,583,-92352443,6
25,334.0,1,633,-461795645,38,354.0,1,633,-461795645,38,319.0,1,633,-461795645,38,350.0,1,633,-461795645,38
26,267.0,1,272,-1773386517,22,256.0,1,272,-1773386517,22,267.0,1,272,-1773386517,22,267.0,1,272,-1773386517,22
27,479.0,1,446,-1628123981,45,478.0,1,446,-1628123981,45,453.0,1,446,-1628123981,45,322.0,1,446,-1628123981,45
28,264.0,1,529,1829640589,11,269.0,1,529,1829640589,11,371.0,1,529,1829640589,11,352.0,1,529,1829640589,11
29,349.0,1,481,1449333292,34,515.0,1,481,1449333292,34,288.0,1,481,1449333292,34,321.0,1,481,1449333292,34
30,274.0,1,488,1128596772,5,373.0,1,488,1128596772,5,372.0,1,488,1128596772,5,377.0,1,488,1128596772,5
31,255.0,1,214,-1031692633,3,395.0,1,214,-1031692633,3,255.0,1,214,-1031692633,3,255.0,1,214,-1031692633,3
32,274.0,1,158,-855958257,5,313.0,1,158,-855958257,5,274.0,1,158,-855958257,5,274.0,1,158,-855958257,5
33,265.0,1,391,1933649877,32,351.0,1,391,1933649877,32,375.0,1,391,1933649877,32,366.0,1,391,1933649877,32
34,322.0,1,582,-1673851143,41,330.0,1,582,-1673851143,41,280.0,1,582,-1673851143,41,360.0,1,582,-1673851143,41
35,261.0,1,451,-1446124687,37,553.0,1,451,-1446124687,37,280.0,1,451,-1446124687,37,337.0,1,451,-1446124687,37
