,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-2099421527,264.0,17,0,313.0,9,1,305.0,11,0,296.0,10,2
1,-837010041,259.0,15,0,258.0,11,1,323.0,11,0,209.0,12,1
2,145956413,426.0,16,0,295.0,8,4,260.0,12,0,257.0,9,1
3,-1544185058,263.0,9,0,266.0,14,0,266.0,14,0,266.0,14,0
4,-1028909382,251.0,11,0,259.0,13,2,271.0,16,0,311.0,18,3
5,969102938,319.0,12,0,436.0,12,2,283.0,11,0,268.0,12,1
6,-514752409,389.0,14,0,315.0,12,0,315.0,12,0,315.0,12,0
7,1637894799,257.0,18,0,355.0,21,1,273.0,20,0,260.0,20,1
8,-1670563966,257.0,15,0,321.0,12,3,376.0,10,0,510.0,12,1
9,2099293890,305.0,17,0,356.0,13,8,296.0,13,0,270.0,12,2
10,539696944,272.0,12,0,312.0,10,1,262.0,10,0,314.0,10,1
11,-811350052,311.0,12,0,254.0,17,4,259.0,18,0,258.0,18,1
12,1343873174,316.0,15,0,294.0,11,2,260.0,12,0,325.0,12,2
13,-650818275,371.0,10,0,273.0,16,1,283.0,19,0,303.0,15,1
14,372310573,320.0,16,0,312.0,13,1,261.0,12,0,317.0,17,1
15,770622783,264.0,18,0,230.0,19,0,230.0,19,0,230.0,19,0
16,-1120652322,209.0,12,0,255.0,6,2,264.0,7,0,260.0,7,1
17,-390537945,374.0,11,0,318.0,12,2,255.0,13,0,355.0,14,2
18,-1292314998,254.0,17,0,256.0,15,0,256.0,15,0,256.0,15,0
19,1825118192,320.0,15,0,219.0,18,1,259.0,16,0,339.0,18,1
20,-1414370820,267.0,8,0,282.0,12,1,290.0,12,0,287.0,11,1
21,-1776618629,320.0,18,0,313.0,12,1,282.0,14,0,300.0,13,1
22,-1395351855,493.0,10,0,291.0,17,2,282.0,16,0,312.0,18,2
23,-1558185209,281.0,14,0,356.0,21,1,252.0,19,0,265.0,17,2
24,-173825468,327.0,17,0,277.0,17,2,317.0,18,0,256.0,16,1
25,294900202,379.0,16,0,382.0,13,3,257.0,14,0,246.0,16,1
26,1495244270,257.0,11,0,256.0,7,2,315.0,8,0,294.0,7,1
27,1568720114,254.0,21,0,242.0,9,4,277.0,8,0,286.0,7,1
28,104505330,259.0,8,0,282.0,15,2,393.0,15,0,271.0,15,2
29,-494854191,265.0,12,0,341.0,10,1,213.0,12,0,284.0,13,1
30,-2060657170,286.0,25,0,241.0,9,2,266.0,9,0,276.0,9,2
31,529303478,268.0,22,0,314.0,9,4,394.0,11,0,254.0,10,1
32,1905569952,321.0,9,0,307.0,9,1,284.0,7,0,256.0,7,1
33,225653347,512.0,13,0,292.0,10,0,292.0,10,0,292.0,10,0
34,1286946292,276.0,8,0,254.0,13,0,254.0,13,0,254.0,13,0
35,414405803,508.0,14,0,272.0,17,3,289.0,18,0,256.0,14,2
36,-183896634,314.0,8,0,262.0,8,3,377.0,9,0,262.0,9,4
37,232702438,264.0,14,0,260.0,19,1,261.0,21,0,305.0,21,1
38,-838038624,314.0,18,0,269.0,12,4,284.0,12,0,312.0,11,1
39,-2059975653,251.0,15,0,263.0,21,2,270.0,24,0,257.0,23,1
40,-2111642016,316.0,14,0,319.0,24,0,319.0,24,0,319.0,24,0
41,1180019696,273.0,12,0,274.0,15,2,381.0,15,0,254.0,14,1
42,1151004265,487.0,20,0,311.0,18,1,319.0,16,0,270.0,14,2
43,-1131956871,269.0,13,0,267.0,14,1,305.0,16,0,327.0,16,3
44,-225296851,297.0,9,0,259.0,3,6,277.0,1,0,252.0,1,3
45,-57355296,295.0,7,0,355.0,13,2,255.0,13,0,255.0,12,2
46,1977515531,503.0,12,0,318.0,7,2,316.0,8,0,252.0,7,1
47,-1192591063,263.0,14,0,307.0,2,4,255.0,2,0,313.0,3,4
48,-1838059714,260.0,15,0,320.0,12,2,248.0,12,0,316.0,15,2
49,1199680601,263.0,3,0,321.0,11,2,314.0,11,0,230.0,13,3
50,-539192366,497.0,14,0,205.0,11,1,271.0,13,0,302.0,14,0
51,-933152415,259.0,15,0,253.0,10,2,320.0,11,0,397.0,11,3
52,1716478110,409.0,12,0,259.0,7,2,258.0,10,0,295.0,8,1
53,615481664,258.0,10,0,253.0,16,1,332.0,19,0,314.0,16,0
54,-184630262,280.0,16,0,283.0,13,2,291.0,15,0,286.0,16,2
55,663241008,298.0,12,0,343.0,15,1,313.0,16,0,296.0,16,1
56,-1627789566,273.0,13,0,259.0,11,1,265.0,11,0,332.0,10,1
57,-74597760,268.0,23,0,264.0,19,1,313.0,21,0,254.0,20,1
58,-659141209,253.0,10,0,219.0,11,3,253.0,13,0,316.0,10,2
59,-1413729344,349.0,12,0,208.0,23,1,374.0,23,0,261.0,23,1
60,-1829440821,254.0,13,0,324.0,16,6,254.0,19,0,263.0,20,5
61,-498792196,281.0,9,0,259.0,11,3,265.0,11,0,358.0,9,1
62,351539560,267.0,20,0,265.0,10,0,265.0,10,0,265.0,10,0
63,1455912025,260.0,10,0,252.0,21,0,252.0,21,0,252.0,21,0
64,1358765892,264.0,13,0,313.0,12,3,301.0,9,0,261.0,11,2
65,-902694681,356.0,10,0,325.0,17,3,257.0,15,0,280.0,16,3
66,289678768,325.0,7,0,251.0,8,5,274.0,9,0,302.0,8,3
67,1631916191,264.0,11,0,253.0,14,2,321.0,15,0,291.0,14,1
68,196670483,214.0,16,0,295.0,27,2,313.0,21,0,330.0,21,3
69,-840111623,258.0,13,0,272.0,19,3,277.0,16,0,264.0,18,1
70,1446438004,264.0,14,0,267.0,12,2,310.0,12,0,315.0,8,1
71,548606385,293.0,12,0,392.0,18,1,263.0,19,0,329.0,17,2
72,-1845986811,258.0,10,0,383.0,12,1,258.0,18,0,274.0,15,1
73,932548295,270.0,7,0,258.0,13,2,320.0,12,0,258.0,12,2
74,2137547016,369.0,15,0,244.0,10,4,220.0,16,0,260.0,14,2
75,-1979494239,256.0,16,0,274.0,11,2,351.0,12,0,251.0,10,2
76,-456710510,263.0,13,0,221.0,23,1,249.0,23,0,250.0,23,1
77,-560215822,264.0,11,0,315.0,17,1,214.0,17,0,255.0,17,1
78,1215190663,265.0,12,0,302.0,7,4,271.0,5,0,259.0,9,1
79,666244271,275.0,11,0,313.0,15,2,376.0,16,0,267.0,13,1
80,-1653122237,507.0,12,0,259.0,11,2,259.0,12,0,300.0,11,0
