,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-108730572,177,15,266.0,10,0,315.0,1,0,315.0,1,0,315.0,1,0
1,-1855780650,171,9,222.0,2,0,210.0,6,0,210.0,6,0,210.0,6,0
2,-1752593986,151,7,315.0,4,0,256.0,3,0,256.0,3,0,256.0,3,0
3,-1388230756,591,12,290.0,16,0,260.0,12,5,286.0,13,0,306.0,11,2
4,2075372498,316,16,302.0,7,0,396.0,8,2,214.0,7,0,388.0,7,1
5,312514939,425,13,228.0,7,0,317.0,18,2,262.0,20,0,257.0,17,1
6,63006319,334,14,260.0,8,0,306.0,7,0,306.0,7,0,306.0,7,0
7,-1089361616,637,26,339.0,21,0,420.0,19,1,263.0,19,0,451.0,19,1
8,781137949,327,30,257.0,15,0,259.0,7,0,259.0,7,0,259.0,7,0
9,1329719558,518,32,266.0,17,0,314.0,13,1,230.0,14,0,273.0,14,1
10,155684785,603,49,284.0,12,0,479.0,41,0,479.0,41,0,479.0,41,0
11,-1693403910,604,31,255.0,25,0,255.0,24,3,258.0,23,0,331.0,21,1
12,-1046841001,334,24,264.0,1,0,439.0,2,3,254.0,6,0,205.0,2,3
13,1484034550,696,35,376.0,16,0,381.0,22,5,258.0,24,0,288.0,27,5
14,1656913926,614,62,374.0,11,0,302.0,19,3,301.0,14,0,303.0,12,2
15,809097274,583,24,269.0,21,0,261.0,20,3,324.0,19,0,259.0,27,2
16,1550414746,409,17,261.0,15,0,256.0,14,1,267.0,13,0,260.0,15,0
17,-438037288,176,15,254.0,5,0,256.0,2,0,256.0,2,0,256.0,2,0
18,-1081090705,641,58,513.0,12,0,263.0,16,4,324.0,20,0,260.0,19,4
19,1061115732,580,58,343.0,15,0,256.0,18,2,262.0,26,0,874.0,20,1
20,1271240646,599,36,249.0,17,0,245.0,16,4,316.0,14,0,344.0,14,0
21,1209853071,254,3,355.0,12,0,260.0,9,0,260.0,9,0,260.0,9,0
22,1072985773,462,5,267.0,14,0,207.0,16,2,279.0,15,0,263.0,15,2
23,-1561632213,239,10,251.0,2,0,318.0,9,0,318.0,9,0,318.0,9,0
24,-110068575,231,3,347.0,3,0,337.0,5,0,337.0,5,0,337.0,5,0
25,337309320,272,14,311.0,5,0,213.0,6,2,265.0,7,0,230.0,6,1
26,-1693932400,225,18,213.0,6,0,302.0,5,0,302.0,5,0,302.0,5,0
27,618560105,284,3,251.0,1,0,398.0,5,1,255.0,7,0,257.0,5,1
28,1626928662,152,5,256.0,4,0,312.0,3,0,312.0,3,0,312.0,3,0
29,-770793887,289,3,220.0,12,0,204.0,11,0,204.0,11,0,204.0,11,0
30,-703903624,264,14,313.0,6,0,257.0,3,0,257.0,3,0,257.0,3,0
31,1876379204,446,23,261.0,16,0,236.0,14,2,253.0,16,0,258.0,17,3
32,-1991964540,272,3,259.0,9,0,317.0,10,0,317.0,10,0,317.0,10,0
33,-1580819771,344,11,249.0,10,0,253.0,13,0,253.0,13,0,253.0,13,0
34,-483862799,432,9,496.0,10,0,259.0,13,2,318.0,13,0,232.0,13,1
35,-591198472,384,24,260.0,12,0,388.0,7,3,240.0,7,0,316.0,8,1
36,93937495,291,12,338.0,9,0,212.0,7,0,212.0,7,0,212.0,7,0
37,1982611239,366,11,494.0,9,0,255.0,5,0,255.0,5,0,255.0,5,0
38,-1796388292,426,30,290.0,17,0,318.0,7,1,412.0,7,0,446.0,6,1
39,-1363766689,688,14,499.0,22,0,277.0,18,5,277.0,19,0,315.0,18,4
40,-455726226,283,20,316.0,11,0,271.0,10,0,271.0,10,0,271.0,10,0
41,200292859,454,28,258.0,18,0,734.0,18,1,268.0,20,0,278.0,19,1
42,890137957,360,11,265.0,10,0,216.0,10,0,216.0,10,0,216.0,10,0
43,-666232685,204,15,267.0,5,0,260.0,8,0,260.0,8,0,260.0,8,0
44,279047421,471,24,261.0,8,0,318.0,9,1,226.0,10,0,290.0,10,2
45,1862711936,311,7,276.0,15,0,253.0,9,1,310.0,9,0,199.0,10,1
46,-881565520,477,24,255.0,13,0,327.0,11,1,256.0,11,0,289.0,12,1
47,450986505,604,49,262.0,18,0,631.0,14,5,270.0,16,0,253.0,14,0
48,-1267039390,316,7,256.0,6,0,254.0,8,1,257.0,8,0,315.0,7,1
49,234415285,673,54,273.0,32,0,269.0,21,4,286.0,16,0,256.0,22,1
