,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1531854507,462,28,272.0,14,0,319.0,15,1,360.0,19,0,230.0,18,1
1,1483788082,462,28,500.0,10,0,255.0,8,2,326.0,11,0,346.0,10,2
2,-1086769491,462,28,257.0,8,0,302.0,13,5,258.0,8,0,316.0,9,4
3,1056941790,462,28,258.0,15,0,321.0,13,3,276.0,13,0,300.0,15,2
4,-1998684176,462,28,269.0,8,0,382.0,11,2,350.0,13,0,301.0,13,2
5,1289396640,462,28,379.0,8,0,265.0,10,3,269.0,10,0,211.0,10,3
6,-1812821710,462,28,255.0,10,0,337.0,19,1,213.0,12,0,297.0,17,2
7,193470267,462,28,340.0,21,0,208.0,15,1,315.0,14,0,375.0,15,1
8,-1676579475,462,28,259.0,15,0,255.0,20,3,366.0,23,0,313.0,24,2
9,701172923,462,28,282.0,16,0,324.0,20,1,411.0,18,0,297.0,22,1
10,-463540034,462,28,292.0,19,0,263.0,13,2,231.0,12,0,211.0,12,3
11,122316913,462,28,259.0,6,0,410.0,23,0,410.0,23,0,410.0,23,0
12,292898664,462,28,493.0,5,0,304.0,7,2,336.0,6,0,262.0,8,2
13,2143498696,462,28,262.0,11,0,253.0,8,3,283.0,8,0,237.0,10,4
14,-1177430452,462,28,303.0,7,0,344.0,18,2,304.0,13,0,259.0,16,2
15,1037185393,462,28,264.0,10,0,257.0,14,1,262.0,14,0,265.0,15,1
16,1954696538,462,28,323.0,14,0,315.0,9,2,266.0,9,0,307.0,10,3
17,-65096830,462,28,265.0,6,0,253.0,12,1,268.0,9,0,260.0,10,3
18,-785755658,462,28,318.0,14,0,270.0,17,1,262.0,17,0,317.0,19,1
19,-1271455353,462,28,266.0,17,0,233.0,12,4,257.0,11,0,255.0,11,2
20,-69936855,462,28,509.0,15,0,268.0,12,2,268.0,13,0,255.0,13,1
21,-2089320124,462,28,322.0,17,0,324.0,10,3,299.0,9,0,420.0,12,4
22,-91607054,462,28,286.0,21,0,317.0,9,3,291.0,9,0,266.0,8,2
23,1767177170,462,28,263.0,13,0,314.0,9,2,208.0,10,0,204.0,12,1
24,575612219,462,28,546.0,8,0,258.0,11,1,252.0,9,0,276.0,10,1
25,587921903,462,28,436.0,15,0,283.0,19,0,283.0,19,0,283.0,19,0
26,-1072456901,462,28,309.0,16,0,284.0,16,1,262.0,17,0,360.0,18,0
27,-393979599,462,28,490.0,4,0,320.0,14,5,310.0,17,0,264.0,17,3
28,-1452952531,462,28,267.0,7,0,295.0,22,0,295.0,22,0,295.0,22,0
29,-150918230,462,28,262.0,13,0,262.0,8,1,266.0,7,0,331.0,7,1
30,-675535881,462,28,279.0,12,0,256.0,16,2,264.0,15,0,264.0,14,3
31,470311776,462,28,265.0,14,0,298.0,13,2,227.0,14,0,262.0,13,1
32,1411343724,462,28,315.0,16,0,377.0,11,3,258.0,10,0,244.0,11,3
33,265803254,462,28,270.0,17,0,258.0,27,4,267.0,26,0,331.0,31,2
34,-984798657,462,28,257.0,11,0,228.0,29,0,228.0,29,0,228.0,29,0
35,761333966,462,28,323.0,12,0,440.0,11,0,440.0,11,0,440.0,11,0
36,345883831,462,28,271.0,15,0,247.0,19,1,216.0,19,0,256.0,18,1
37,-2096584921,462,28,269.0,16,0,258.0,11,1,258.0,11,0,216.0,11,1
38,-1793557906,462,28,258.0,19,0,402.0,18,0,402.0,18,0,402.0,18,0
39,666867468,462,28,257.0,24,0,275.0,11,1,260.0,11,0,220.0,11,1
40,-1025087348,462,28,268.0,16,0,256.0,16,2,292.0,18,0,259.0,21,3
41,-801490459,462,28,282.0,13,0,314.0,21,1,255.0,23,0,254.0,21,2
42,-634208204,462,28,273.0,14,0,215.0,13,1,308.0,16,0,321.0,11,1
43,-1047229173,462,28,264.0,17,0,210.0,13,2,318.0,12,0,611.0,12,3
44,732043496,462,28,307.0,16,0,339.0,18,3,261.0,20,0,314.0,18,1
45,1172504158,462,28,250.0,12,0,287.0,9,1,220.0,10,0,260.0,8,0
46,-801861055,462,28,508.0,15,0,262.0,18,1,313.0,24,0,255.0,24,2
47,-1529366113,462,28,276.0,9,0,257.0,9,3,378.0,10,0,255.0,9,4
48,-1869966087,462,28,292.0,19,0,381.0,14,3,262.0,16,0,287.0,17,2
49,1863107457,462,28,314.0,14,0,209.0,13,0,209.0,13,0,209.0,13,0
