,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-836206000,277.0,14,0,273.0,9,2,262.0,8,0,273.0,12,2
1,-1283087505,253.0,16,0,244.0,9,2,257.0,11,0,276.0,9,2
2,984739994,270.0,14,0,249.0,16,2,264.0,15,0,223.0,15,2
3,-1626850524,274.0,14,0,249.0,14,4,280.0,13,0,318.0,16,2
4,1707311466,328.0,9,0,247.0,14,3,303.0,13,0,302.0,12,2
5,-1902191826,410.0,11,0,226.0,12,2,301.0,9,0,267.0,10,2
6,-312764616,261.0,13,0,318.0,7,4,277.0,7,0,255.0,9,2
7,775360164,262.0,12,0,254.0,18,0,254.0,18,0,254.0,18,0
8,-824865934,271.0,15,0,257.0,13,1,332.0,12,0,373.0,14,1
9,-2098641266,270.0,14,0,262.0,12,0,262.0,12,0,262.0,12,0
10,1620049778,297.0,19,0,394.0,17,3,261.0,16,0,263.0,15,3
11,-362446543,331.0,12,0,315.0,12,2,319.0,14,0,341.0,14,1
12,-116384054,256.0,15,0,347.0,11,2,285.0,10,0,259.0,10,1
13,-314104320,302.0,15,0,262.0,16,3,251.0,16,0,252.0,18,4
14,-1332175931,251.0,14,0,260.0,15,3,219.0,13,0,259.0,15,3
15,-128504943,401.0,13,0,450.0,20,3,262.0,22,0,299.0,20,3
16,1784197607,535.0,14,0,257.0,19,4,314.0,11,0,256.0,13,2
17,906478791,281.0,7,0,376.0,10,3,320.0,10,0,270.0,11,3
18,-120216849,269.0,17,0,268.0,8,1,254.0,5,0,256.0,6,1
19,-100514666,252.0,9,0,265.0,15,1,270.0,15,0,276.0,15,1
20,157604306,318.0,14,0,266.0,8,2,477.0,8,0,373.0,8,2
21,-431613608,259.0,11,0,293.0,12,3,259.0,13,0,257.0,12,3
22,424936621,294.0,13,0,280.0,11,1,238.0,8,0,272.0,13,1
23,70725806,266.0,9,0,256.0,12,0,256.0,12,0,256.0,12,0
24,1225985992,262.0,12,0,257.0,15,3,376.0,15,0,318.0,18,3
25,15759526,323.0,17,0,259.0,13,2,260.0,13,0,250.0,13,2
26,885505365,225.0,24,0,270.0,12,1,314.0,9,0,253.0,8,1
27,117920687,264.0,14,0,316.0,4,1,318.0,8,0,260.0,5,2
28,902937744,279.0,9,0,257.0,10,4,287.0,7,0,275.0,4,4
29,1093973355,272.0,9,0,319.0,10,1,319.0,11,0,256.0,14,2
30,-1637989189,268.0,12,0,316.0,12,2,295.0,12,0,252.0,13,2
31,154278910,353.0,19,0,256.0,11,4,271.0,11,0,334.0,13,1
32,-1093076445,330.0,12,0,433.0,12,1,260.0,10,0,211.0,10,2
33,-357800615,340.0,15,0,272.0,11,2,257.0,14,0,219.0,12,5
34,-2000727934,275.0,15,0,257.0,16,3,257.0,15,0,253.0,16,3
35,-1683516436,314.0,9,0,341.0,11,1,275.0,9,0,270.0,7,2
36,159493929,260.0,11,0,319.0,9,1,269.0,11,0,417.0,12,1
37,185093241,255.0,10,0,334.0,9,2,256.0,9,0,352.0,10,3
38,833776820,296.0,10,0,279.0,14,1,483.0,15,0,344.0,17,1
39,-213158380,263.0,16,0,318.0,14,2,327.0,17,0,224.0,16,0
40,1058754259,318.0,12,0,268.0,17,2,254.0,18,0,257.0,16,2
41,930118741,327.0,8,0,316.0,8,1,383.0,9,0,336.0,9,1
42,866041248,397.0,10,0,237.0,9,1,347.0,7,0,255.0,7,1
43,-1023846964,317.0,14,0,342.0,8,2,258.0,8,0,240.0,10,3
44,-2050313252,282.0,12,0,324.0,8,1,281.0,10,0,325.0,10,3
45,-169274222,318.0,14,0,254.0,7,2,222.0,12,0,342.0,10,1
46,-948018402,305.0,20,0,290.0,17,2,322.0,19,0,440.0,17,1
47,42425059,255.0,10,0,260.0,6,2,262.0,6,0,326.0,6,2
48,-207173397,,13,0,262.0,24,2,255.0,18,0,255.0,14,1
49,1071776269,274.0,5,0,208.0,16,1,260.0,12,0,299.0,13,1
