,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-700777851,311.0,14,0,254.0,18,1,315.0,17,0,259.0,17,2
1,-27541753,268.0,9,0,302.0,11,8,270.0,12,0,238.0,13,2
2,-107471836,278.0,17,0,318.0,19,1,324.0,13,0,318.0,15,1
3,-394773380,262.0,9,0,300.0,8,2,282.0,9,0,281.0,9,2
4,-1745826366,255.0,8,0,288.0,9,3,322.0,8,0,265.0,9,1
5,-924713102,259.0,8,0,274.0,30,0,274.0,30,0,274.0,30,0
6,1260452786,254.0,6,0,228.0,11,2,262.0,10,0,256.0,10,3
7,-81363000,255.0,9,0,355.0,11,2,295.0,10,0,208.0,10,1
8,-1581462433,261.0,17,0,263.0,13,1,381.0,12,0,324.0,17,1
9,784165147,365.0,9,0,292.0,7,4,276.0,6,0,306.0,7,2
10,-608836851,261.0,19,0,283.0,10,1,415.0,10,0,330.0,10,1
11,828110652,270.0,12,0,255.0,7,2,255.0,6,0,261.0,5,0
12,995375838,285.0,20,0,331.0,32,0,331.0,32,0,331.0,32,0
13,-913884532,269.0,18,0,264.0,20,0,264.0,20,0,264.0,20,0
14,-689247369,263.0,10,0,271.0,13,3,366.0,11,0,259.0,10,0
15,-1921713312,285.0,15,0,304.0,25,1,234.0,26,0,255.0,22,1
16,113355662,271.0,14,0,254.0,16,1,252.0,20,0,285.0,20,0
17,1691004727,264.0,10,0,254.0,14,1,279.0,16,0,351.0,14,1
18,1291670251,262.0,6,0,267.0,21,2,257.0,23,0,211.0,22,1
19,-951442198,273.0,11,0,275.0,16,2,267.0,15,0,275.0,17,1
20,601374474,265.0,6,0,377.0,12,2,261.0,9,0,262.0,11,1
21,-1664323254,251.0,13,0,221.0,17,2,281.0,16,0,477.0,18,2
22,-687717595,260.0,13,0,257.0,11,1,306.0,12,0,341.0,10,1
23,-808513720,264.0,13,0,377.0,12,1,373.0,12,0,325.0,13,1
24,1056876006,253.0,19,0,296.0,11,1,365.0,10,0,211.0,10,1
25,1801068417,268.0,13,0,251.0,18,2,201.0,18,0,265.0,17,2
26,-614225611,270.0,14,0,257.0,18,2,313.0,21,0,268.0,18,2
27,-2129656440,373.0,13,0,273.0,19,0,273.0,19,0,273.0,19,0
28,-622378352,280.0,14,0,291.0,13,1,313.0,9,0,313.0,9,2
29,-1145686637,313.0,9,0,320.0,17,1,284.0,18,0,309.0,17,1
30,-1116912729,264.0,13,0,260.0,14,0,260.0,14,0,260.0,14,0
31,1341720203,263.0,13,0,264.0,18,2,286.0,20,0,286.0,15,1
32,-437296248,285.0,12,0,318.0,16,2,315.0,15,0,261.0,20,1
33,-1732267584,251.0,17,0,419.0,8,3,261.0,8,0,257.0,8,3
34,322906472,377.0,12,0,322.0,15,0,322.0,15,0,322.0,15,0
35,1655144789,511.0,8,0,228.0,9,3,273.0,8,0,450.0,9,1
36,-245033737,269.0,8,0,360.0,9,1,254.0,8,0,258.0,10,3
37,-973048649,269.0,8,0,263.0,13,1,267.0,13,0,338.0,18,1
38,-1012867252,491.0,10,0,270.0,15,2,259.0,14,0,334.0,12,3
39,1460073750,256.0,11,0,266.0,17,3,386.0,12,0,340.0,12,3
40,-1508542608,321.0,13,0,333.0,23,0,333.0,23,0,333.0,23,0
41,881498820,270.0,18,0,311.0,13,3,327.0,14,0,253.0,14,3
42,-1748310683,324.0,10,0,279.0,6,2,398.0,7,0,273.0,7,1
43,904197341,263.0,21,0,264.0,12,0,264.0,12,0,264.0,12,0
44,625171838,497.0,11,0,265.0,18,1,268.0,18,0,263.0,20,1
45,-543932287,258.0,11,0,216.0,14,4,336.0,13,0,371.0,16,1
46,572929205,377.0,11,0,314.0,9,3,255.0,9,0,260.0,9,2
47,-435374184,259.0,15,0,297.0,16,2,285.0,15,0,287.0,12,2
48,-1853607429,263.0,14,0,260.0,12,3,291.0,9,0,296.0,10,2
49,2106061723,314.0,12,0,345.0,13,2,282.0,13,0,270.0,14,2
50,-874477724,258.0,7,0,296.0,5,4,318.0,6,0,264.0,9,2
51,2015211367,317.0,9,0,261.0,11,1,289.0,15,0,253.0,13,1
52,-1191406949,316.0,16,0,315.0,23,0,315.0,23,0,315.0,23,0
53,1023979745,261.0,14,0,257.0,21,1,257.0,22,0,254.0,20,1
54,1401092731,263.0,20,0,246.0,8,3,331.0,8,0,255.0,9,1
55,-2029525409,268.0,11,0,320.0,11,2,220.0,9,0,247.0,8,2
56,-694227388,263.0,8,0,244.0,16,4,261.0,15,0,281.0,19,2
57,-1145049464,264.0,15,0,261.0,22,0,261.0,22,0,261.0,22,0
58,-767197733,276.0,13,0,261.0,8,2,391.0,6,0,298.0,6,2
59,-1575394021,311.0,11,0,259.0,17,1,321.0,14,0,270.0,15,2
60,1949264476,261.0,9,0,339.0,17,1,393.0,16,0,267.0,15,1
61,-1205916632,335.0,10,0,368.0,18,0,368.0,18,0,368.0,18,0
62,68781293,269.0,15,0,264.0,12,2,272.0,10,0,314.0,13,3
63,-1305702425,314.0,12,0,309.0,9,1,303.0,9,0,263.0,9,2
64,-1256546944,324.0,8,0,260.0,14,0,260.0,14,0,260.0,14,0
65,-1387504078,623.0,23,0,260.0,21,2,287.0,19,0,279.0,18,3
66,865261258,261.0,18,0,274.0,11,1,319.0,14,0,263.0,14,1
67,-297875213,254.0,3,0,256.0,7,2,443.0,7,0,275.0,9,3
68,1775296794,498.0,12,0,254.0,13,2,266.0,11,0,266.0,9,3
69,2135600325,310.0,12,0,317.0,13,3,293.0,14,0,315.0,14,2
70,-1243025862,258.0,9,0,317.0,9,4,290.0,8,0,327.0,8,0
71,-1593384516,299.0,17,0,255.0,12,2,267.0,11,0,311.0,13,1
72,763357831,268.0,19,0,290.0,14,2,323.0,12,0,257.0,11,2
73,-1695368704,254.0,8,0,338.0,15,1,321.0,19,0,416.0,16,1
74,1921048077,294.0,15,0,260.0,12,1,256.0,11,0,266.0,11,1
75,-1741504830,371.0,22,0,249.0,8,0,249.0,8,0,249.0,8,0
76,42729046,273.0,15,0,262.0,17,3,239.0,18,0,330.0,16,0
77,-1377765963,329.0,15,0,257.0,15,1,310.0,14,0,219.0,13,1
78,-1922803182,514.0,18,0,317.0,11,1,279.0,11,0,318.0,10,1
79,-1119053884,306.0,8,0,277.0,8,1,216.0,6,0,259.0,7,1
80,-1733487654,499.0,5,0,255.0,15,0,255.0,15,0,255.0,15,0
81,2043362797,264.0,6,0,246.0,16,0,246.0,16,0,246.0,16,0
82,-625648337,498.0,24,0,216.0,12,3,277.0,12,0,249.0,13,3
83,-1120508476,270.0,14,0,260.0,14,0,260.0,14,0,260.0,14,0
84,-960387946,255.0,13,0,342.0,11,3,248.0,11,0,273.0,12,3
85,-1140332843,388.0,14,0,263.0,16,2,257.0,19,0,280.0,17,2
86,-685109119,318.0,9,0,409.0,11,3,368.0,11,0,431.0,11,2
87,1413655600,260.0,13,0,283.0,18,0,283.0,18,0,283.0,18,0
88,-342020446,269.0,14,0,375.0,21,0,375.0,21,0,375.0,21,0
89,1747856417,278.0,10,0,376.0,20,1,261.0,15,0,336.0,17,1
90,907652014,313.0,22,0,202.0,22,0,202.0,22,0,202.0,22,0
91,-1410034662,259.0,9,0,318.0,11,2,255.0,13,0,316.0,10,1
92,-1627962469,254.0,12,0,257.0,12,1,274.0,12,0,258.0,12,1
93,1523798016,312.0,13,0,323.0,6,0,323.0,6,0,323.0,6,0
94,1617658092,317.0,13,0,256.0,8,2,274.0,7,0,262.0,8,1
95,-740371404,321.0,5,0,276.0,20,2,267.0,11,0,264.0,12,2
96,1744049022,255.0,11,0,276.0,14,2,259.0,9,0,333.0,14,1
97,-713080172,373.0,16,0,217.0,12,2,207.0,12,0,351.0,12,2
98,-1151632472,467.0,10,0,303.0,12,2,297.0,18,0,375.0,16,3
99,-724489759,262.0,14,0,318.0,11,0,318.0,11,0,318.0,11,0
