,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1199997977,263.0,12,0,254.0,10,2,254.0,12,0,254.0,13,1
1,-1255151622,258.0,16,0,272.0,18,1,320.0,17,0,378.0,14,3
2,-704849774,261.0,17,0,457.0,13,1,271.0,12,0,214.0,12,1
3,1954921544,280.0,10,0,226.0,11,0,226.0,11,0,226.0,11,0
4,2028634882,274.0,16,0,272.0,9,2,263.0,7,0,251.0,9,1
5,-1420753777,329.0,20,0,303.0,21,1,266.0,22,0,261.0,19,1
6,-1062603313,268.0,15,0,300.0,5,3,273.0,6,0,255.0,7,1
7,1658689313,280.0,10,0,264.0,13,3,293.0,17,0,283.0,14,2
8,-662610583,266.0,25,0,287.0,9,1,425.0,10,0,310.0,11,1
9,614261596,294.0,21,0,284.0,19,2,313.0,20,0,316.0,20,0
10,-374114010,312.0,14,0,327.0,16,1,300.0,16,0,207.0,16,1
11,-795257347,498.0,6,0,339.0,12,3,303.0,12,0,315.0,12,3
12,-2064825869,260.0,15,0,362.0,23,1,272.0,21,0,263.0,21,1
13,-1319288040,255.0,10,0,226.0,13,1,292.0,12,0,252.0,11,1
14,-1499589850,270.0,13,0,290.0,21,4,257.0,24,0,318.0,21,0
15,1360729624,274.0,14,0,276.0,10,1,341.0,12,0,227.0,9,1
16,-901302195,407.0,13,0,271.0,12,2,326.0,11,0,364.0,11,4
17,1353351154,444.0,11,0,268.0,11,1,279.0,9,0,374.0,10,2
18,-1479816436,266.0,18,0,313.0,14,3,244.0,8,0,258.0,10,1
19,1874504203,279.0,10,0,258.0,16,5,262.0,18,0,221.0,13,2
20,-474860693,268.0,7,0,375.0,14,4,253.0,8,0,322.0,10,4
21,-222925477,296.0,8,0,264.0,13,1,324.0,17,0,216.0,9,1
22,-1310072349,254.0,6,0,300.0,11,2,252.0,11,0,293.0,11,1
23,-328436411,497.0,16,0,345.0,10,1,339.0,11,0,265.0,10,2
24,-1267822714,254.0,24,0,220.0,9,2,262.0,9,0,274.0,8,1
25,691885405,499.0,3,0,291.0,16,3,260.0,14,0,343.0,13,1
26,800736567,256.0,10,0,254.0,23,4,272.0,23,0,266.0,23,3
27,1847786331,259.0,13,0,262.0,18,3,315.0,18,0,303.0,15,0
28,-1476808739,317.0,16,0,281.0,21,3,343.0,22,0,215.0,20,2
29,-904132976,261.0,14,0,258.0,16,2,318.0,16,0,239.0,16,2
30,218451880,256.0,10,0,315.0,21,1,215.0,18,0,424.0,18,0
31,1719613110,329.0,13,0,261.0,25,3,392.0,24,0,253.0,22,2
32,912102971,260.0,19,0,320.0,13,3,279.0,10,0,318.0,15,2
33,-728462896,498.0,16,0,329.0,19,3,329.0,20,0,321.0,16,1
34,-1055571738,308.0,14,0,257.0,25,2,284.0,25,0,265.0,24,2
35,-184703817,377.0,13,0,316.0,10,2,261.0,9,0,255.0,9,2
36,-350281839,272.0,14,0,260.0,16,2,260.0,16,0,320.0,16,2
37,-163568248,336.0,15,0,258.0,14,3,242.0,12,0,254.0,12,1
38,211899590,254.0,26,0,276.0,12,0,276.0,12,0,276.0,12,0
39,-1058919082,274.0,9,0,266.0,14,2,263.0,13,0,256.0,10,2
40,-1984850370,320.0,20,0,264.0,5,4,270.0,6,0,219.0,7,3
41,-959622437,319.0,14,0,321.0,17,2,314.0,16,0,316.0,15,2
42,2016659674,261.0,14,0,293.0,12,3,319.0,18,0,295.0,17,0
43,20800964,263.0,12,0,209.0,13,2,342.0,15,0,301.0,16,2
44,1316917374,264.0,14,0,274.0,15,2,258.0,17,0,317.0,13,2
45,1520170491,270.0,17,0,305.0,12,3,293.0,10,0,257.0,11,0
46,53055504,494.0,20,0,438.0,11,2,266.0,13,0,267.0,11,2
47,-548405981,494.0,8,0,225.0,11,2,267.0,11,0,352.0,11,1
48,-1116196686,511.0,7,0,316.0,9,0,316.0,9,0,316.0,9,0
49,1762097362,342.0,14,0,233.0,22,2,270.0,22,0,257.0,21,2
50,-1399827762,429.0,13,0,292.0,10,1,254.0,9,0,227.0,8,0
51,-84022488,321.0,20,0,259.0,13,2,277.0,12,0,267.0,11,1
52,1522774962,314.0,9,0,375.0,9,1,263.0,6,0,251.0,6,1
53,1912022451,303.0,9,0,253.0,11,3,317.0,11,0,308.0,13,2
54,1738294178,257.0,21,0,374.0,16,3,335.0,16,0,257.0,17,0
55,1878518250,311.0,10,0,348.0,25,3,279.0,26,0,268.0,25,2
56,308034166,506.0,6,0,283.0,8,1,388.0,13,0,265.0,10,1
57,-1630235065,319.0,17,0,425.0,15,4,282.0,11,0,256.0,13,2
58,189868165,270.0,15,0,265.0,21,1,282.0,23,0,222.0,20,1
59,-96920953,221.0,17,0,200.0,14,2,211.0,17,0,243.0,15,2
60,1537791370,,12,0,328.0,20,2,293.0,19,0,269.0,20,2
61,-178582552,327.0,17,0,252.0,28,1,262.0,21,0,286.0,19,1
62,1926705392,306.0,12,0,283.0,13,1,289.0,12,0,233.0,12,2
63,752204715,317.0,26,0,290.0,24,2,264.0,20,0,253.0,21,0
64,935122444,263.0,13,0,227.0,8,3,263.0,5,0,389.0,5,2
65,-760891860,259.0,11,0,434.0,20,2,314.0,22,0,311.0,20,2
66,-1448991520,258.0,21,0,363.0,15,3,304.0,14,0,210.0,16,3
67,62695941,443.0,16,0,213.0,16,3,373.0,14,0,261.0,15,1
68,-752477064,256.0,16,0,318.0,11,2,265.0,11,0,268.0,15,2
69,-407970089,430.0,13,0,385.0,12,2,255.0,12,0,287.0,13,1
70,-1500455553,263.0,14,0,264.0,12,4,314.0,11,0,222.0,11,1
71,1563832249,311.0,18,0,262.0,15,2,255.0,15,0,278.0,12,1
72,448211625,254.0,12,0,257.0,11,2,212.0,11,0,252.0,9,2
73,-827174191,296.0,7,0,339.0,9,5,313.0,10,0,256.0,10,2
74,800585053,274.0,10,0,320.0,11,1,276.0,12,0,278.0,12,1
75,-188514638,436.0,9,0,255.0,9,3,356.0,8,0,266.0,8,2
76,1164233832,264.0,13,0,282.0,6,4,213.0,6,0,317.0,9,1
77,471920346,267.0,16,0,247.0,10,2,257.0,7,0,377.0,7,2
78,1614983024,264.0,7,0,284.0,27,2,341.0,23,0,259.0,26,1
79,2104988759,271.0,8,0,249.0,11,2,273.0,6,0,273.0,11,1
80,-1499850218,265.0,9,0,255.0,8,2,257.0,8,0,314.0,8,2
81,-685308208,254.0,17,0,316.0,11,2,317.0,13,0,266.0,10,4
82,-1618455902,272.0,14,0,265.0,16,3,264.0,13,0,296.0,13,2
83,-1828012157,312.0,8,0,273.0,15,1,298.0,15,0,258.0,15,1
84,-1721514457,503.0,11,0,255.0,13,2,423.0,14,0,314.0,12,1
85,144580798,375.0,15,0,285.0,17,5,264.0,13,0,320.0,16,3
86,283031526,368.0,13,0,282.0,12,2,225.0,13,0,243.0,11,2
87,635709538,264.0,11,0,376.0,21,1,390.0,21,0,259.0,21,1
88,745497090,263.0,14,0,256.0,8,2,325.0,7,0,262.0,9,2
89,418365383,271.0,9,0,217.0,32,0,217.0,32,0,217.0,32,0
90,-1922177666,216.0,10,0,294.0,12,1,254.0,13,0,223.0,12,1
91,-1677214562,260.0,12,0,264.0,14,2,276.0,12,0,330.0,16,4
92,-401731632,262.0,22,0,271.0,13,1,335.0,12,0,291.0,12,1
93,-1033846953,262.0,11,0,269.0,21,1,215.0,18,0,214.0,20,1
94,-270466261,316.0,14,0,273.0,8,5,259.0,11,0,355.0,7,3
95,612872316,497.0,17,0,258.0,14,4,271.0,14,0,311.0,16,1
96,2052260039,267.0,12,0,261.0,5,3,317.0,6,0,254.0,10,2
97,-1755058564,253.0,18,0,417.0,17,2,343.0,18,0,264.0,16,3
98,-866275786,293.0,17,0,345.0,17,2,262.0,16,0,253.0,18,1
99,1314029109,288.0,17,0,301.0,13,3,270.0,11,0,276.0,13,1
