,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,790677412,602,61,379.0,20,0,352.0,18,4,326.0,17,0,327.0,15,8
1,-943496330,450,14,323.0,20,0,291.0,14,2,258.0,14,0,318.0,13,2
2,656942290,570,23,506.0,9,0,272.0,10,4,265.0,8,0,329.0,10,4
3,-599559952,539,22,269.0,14,0,292.0,21,2,263.0,21,0,259.0,21,2
4,1617001754,525,32,346.0,12,0,261.0,13,2,255.0,10,0,255.0,9,1
5,335001340,359,18,263.0,9,0,389.0,13,3,259.0,13,0,356.0,12,1
6,1184805221,151,13,254.0,3,0,283.0,7,0,283.0,7,0,283.0,7,0
7,1816775037,687,28,255.0,34,0,353.0,27,5,295.0,26,0,257.0,23,3
8,1937374487,663,67,407.0,11,0,225.0,11,5,507.0,11,0,250.0,11,6
9,1356388320,407,9,266.0,9,0,204.0,4,3,448.0,5,0,292.0,5,1
10,-163483135,254,11,254.0,10,0,259.0,7,0,259.0,7,0,259.0,7,0
11,147778792,634,32,506.0,16,0,257.0,20,3,257.0,16,0,259.0,18,4
12,-912209383,266,3,230.0,3,0,269.0,6,0,269.0,6,0,269.0,6,0
13,1875653096,508,21,312.0,9,0,236.0,8,3,444.0,11,0,260.0,10,3
14,-874427217,334,27,256.0,10,0,198.0,8,2,329.0,4,0,205.0,5,1
15,-897824881,201,5,259.0,6,0,262.0,5,0,262.0,5,0,262.0,5,0
16,34360733,470,29,291.0,11,0,267.0,11,3,318.0,10,0,317.0,11,2
17,1775370716,328,10,328.0,5,0,270.0,6,1,242.0,7,0,207.0,8,1
18,655331186,528,32,317.0,11,0,263.0,16,2,262.0,16,0,236.0,18,2
19,1089610022,522,42,320.0,19,0,257.0,16,1,270.0,20,0,327.0,17,2
20,1975861039,497,30,395.0,16,0,554.0,10,4,250.0,11,0,255.0,10,3
21,475684295,256,8,311.0,6,0,387.0,5,2,491.0,4,0,253.0,5,2
22,-1302316916,473,34,323.0,12,0,275.0,18,1,296.0,18,0,221.0,17,1
23,13364195,320,4,227.0,5,0,248.0,7,1,280.0,9,0,210.0,9,1
24,-555900802,629,51,277.0,25,0,208.0,21,2,415.0,18,0,313.0,19,1
25,-1830927380,231,12,263.0,8,0,255.0,10,0,255.0,10,0,255.0,10,0
26,1757336811,475,19,323.0,7,0,311.0,12,3,317.0,11,0,328.0,9,2
27,-1785606897,665,67,266.0,24,0,264.0,15,2,267.0,15,0,219.0,15,2
28,-551303975,440,44,280.0,14,0,221.0,10,1,313.0,10,0,197.0,9,1
29,168275292,431,39,265.0,18,0,231.0,18,0,231.0,18,0,231.0,18,0
30,-955560623,649,65,273.0,16,0,298.0,19,1,265.0,19,0,362.0,19,1
31,-2081940761,483,5,255.0,15,0,371.0,14,1,255.0,12,0,322.0,13,1
32,1557916881,258,13,318.0,8,0,287.0,7,1,259.0,7,0,264.0,8,1
33,2113722961,411,9,269.0,9,0,268.0,9,2,315.0,8,0,317.0,9,2
34,-1868000784,652,46,499.0,23,0,274.0,21,4,255.0,18,0,341.0,18,7
35,-1081172774,429,39,261.0,9,0,261.0,13,1,330.0,14,0,255.0,12,1
36,170061764,420,26,276.0,14,0,274.0,19,1,255.0,17,0,255.0,17,1
37,712628029,213,22,295.0,7,0,208.0,4,3,357.0,6,0,267.0,8,2
38,1244954931,647,26,259.0,20,0,255.0,20,3,294.0,16,0,265.0,18,3
39,647623868,348,32,263.0,13,0,316.0,5,2,333.0,4,0,378.0,3,1
40,1906308074,256,11,248.0,9,0,260.0,10,0,260.0,10,0,260.0,10,0
41,-315039331,197,18,262.0,6,0,216.0,5,0,216.0,5,0,216.0,5,0
42,787220087,290,18,318.0,6,0,376.0,7,1,318.0,7,0,241.0,7,1
43,1997533391,273,25,265.0,6,0,275.0,6,3,250.0,5,0,210.0,6,2
44,-797484351,335,4,380.0,12,0,207.0,7,1,243.0,8,0,214.0,7,1
45,-95063617,540,49,490.0,13,0,358.0,15,3,262.0,16,0,261.0,16,3
46,-1212023626,652,14,340.0,12,0,355.0,26,2,357.0,17,0,318.0,28,1
47,-58799393,417,30,256.0,17,0,227.0,2,0,227.0,2,0,227.0,2,0
48,448258819,325,20,291.0,13,0,379.0,5,0,379.0,5,0,379.0,5,0
49,1052164252,351,36,502.0,6,0,260.0,10,1,315.0,10,0,219.0,10,1
