,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-222582140,662,40,327.0,10,0,296.0,25,3,355.0,20,0,315.0,22,2
1,-270961760,230,17,271.0,5,0,210.0,10,0,210.0,10,0,210.0,10,0
2,-449369801,688,35,264.0,13,0,265.0,12,9,272.0,12,0,259.0,14,5
3,-538306145,322,23,307.0,8,0,271.0,7,1,260.0,7,0,296.0,7,1
4,1971254667,196,12,256.0,3,0,261.0,3,0,261.0,3,0,261.0,3,0
5,390971290,291,21,263.0,8,0,208.0,6,0,208.0,6,0,208.0,6,0
6,1314458568,599,54,537.0,16,0,203.0,18,4,307.0,19,0,298.0,15,7
7,543517940,499,25,264.0,21,0,255.0,10,1,329.0,9,0,331.0,9,1
8,-909781679,196,14,253.0,5,0,426.0,4,0,426.0,4,0,426.0,4,0
9,451238841,192,16,199.0,4,0,263.0,8,1,238.0,8,0,255.0,9,1
10,1023265475,595,6,348.0,8,0,254.0,17,5,268.0,17,0,311.0,18,6
11,-472354024,357,15,266.0,10,0,265.0,10,0,265.0,10,0,265.0,10,0
12,212058599,226,14,267.0,6,0,254.0,6,0,254.0,6,0,254.0,6,0
13,770178069,667,61,316.0,20,0,261.0,22,4,247.0,23,0,284.0,20,3
14,1906217388,427,9,336.0,12,0,254.0,11,0,254.0,11,0,254.0,11,0
15,541419778,667,41,298.0,13,0,282.0,27,9,259.0,30,0,275.0,32,6
16,1695540138,692,49,543.0,33,0,289.0,22,2,332.0,22,0,273.0,23,3
17,-1601936959,236,3,253.0,4,0,336.0,5,0,336.0,5,0,336.0,5,0
18,-1206148323,392,20,493.0,12,0,260.0,10,1,318.0,10,0,256.0,9,1
19,1174117713,593,60,419.0,9,0,261.0,20,3,259.0,27,0,383.0,23,6
20,251289850,304,10,210.0,8,0,226.0,8,3,263.0,7,0,255.0,7,3
21,1593144711,589,59,264.0,13,0,270.0,21,3,334.0,21,0,259.0,20,2
22,-439540751,393,40,300.0,26,0,316.0,9,2,318.0,6,0,212.0,6,3
23,-1364002742,325,33,248.0,10,0,271.0,5,2,297.0,4,0,340.0,5,1
24,194248240,625,25,264.0,20,0,271.0,17,5,279.0,18,0,220.0,17,5
25,1415970705,602,31,361.0,17,0,299.0,9,5,308.0,10,0,260.0,11,4
26,-57099113,597,30,261.0,15,0,358.0,14,3,284.0,13,0,323.0,17,5
27,2013384523,651,59,263.0,27,0,315.0,16,2,276.0,18,0,357.0,17,2
28,444969186,234,22,268.0,7,0,257.0,5,0,257.0,5,0,257.0,5,0
29,133312,197,18,460.0,6,0,262.0,9,0,262.0,9,0,262.0,9,0
30,1124958734,537,38,282.0,13,0,389.0,35,2,413.0,29,0,318.0,35,2
31,88981853,342,11,259.0,9,0,278.0,7,0,278.0,7,0,278.0,7,0
32,341166799,649,59,493.0,19,0,304.0,21,6,312.0,25,0,378.0,24,2
33,-19482273,587,6,310.0,16,0,211.0,18,4,276.0,18,0,203.0,17,3
34,-1089310262,487,15,322.0,18,0,255.0,13,3,221.0,12,0,255.0,16,2
35,327125935,332,30,259.0,9,0,260.0,10,0,260.0,10,0,260.0,10,0
36,1380940054,155,7,196.0,1,0,212.0,2,0,212.0,2,0,212.0,2,0
37,-1625244114,175,7,192.0,2,0,287.0,8,0,287.0,8,0,287.0,8,0
38,-1308915759,612,56,270.0,11,0,253.0,15,5,264.0,12,0,279.0,14,3
39,853242345,253,18,265.0,9,0,313.0,5,0,313.0,5,0,313.0,5,0
40,1182781137,400,24,295.0,9,0,385.0,14,1,258.0,12,0,267.0,12,1
41,-961021172,312,7,257.0,15,0,237.0,12,1,344.0,11,0,263.0,9,1
42,225345211,656,66,352.0,12,0,343.0,16,8,214.0,16,0,415.0,15,3
43,2058019122,355,15,427.0,12,0,341.0,4,2,214.0,5,0,249.0,6,1
44,-2117214915,163,5,205.0,4,0,432.0,6,0,432.0,6,0,432.0,6,0
45,292037269,541,11,312.0,15,0,300.0,16,2,260.0,13,0,272.0,18,3
46,-718484661,241,22,248.0,6,0,352.0,8,0,352.0,8,0,352.0,8,0
47,318220635,254,21,207.0,8,0,214.0,8,0,214.0,8,0,214.0,8,0
48,-74249589,260,6,213.0,8,0,215.0,7,1,204.0,9,0,315.0,8,2
49,572514363,366,19,255.0,8,0,280.0,10,1,230.0,10,0,292.0,9,1
