,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,2058231508,315.0,8,0,283.0,15,0,283.0,15,0,283.0,15,0
1,-1246417719,303.0,10,0,230.0,20,2,260.0,15,0,255.0,19,2
2,-1248967090,261.0,12,0,266.0,19,3,307.0,21,0,279.0,17,2
3,309010668,324.0,13,0,259.0,13,2,470.0,17,0,343.0,13,1
4,-1256931962,257.0,12,0,318.0,11,1,348.0,12,0,407.0,11,1
5,-795214945,274.0,22,0,313.0,13,1,431.0,14,0,257.0,15,1
6,1811675789,622.0,9,0,217.0,8,3,292.0,12,0,253.0,9,1
7,-871630250,274.0,11,0,314.0,10,3,310.0,9,0,259.0,8,2
8,1550149069,262.0,20,0,289.0,10,4,320.0,9,0,326.0,8,3
9,-830850878,307.0,12,0,357.0,18,2,385.0,21,0,264.0,19,2
10,376792990,255.0,21,0,373.0,18,4,265.0,17,0,252.0,16,1
11,1710289686,262.0,16,0,318.0,12,1,251.0,8,0,275.0,11,1
12,408554295,209.0,23,0,294.0,16,1,314.0,17,0,216.0,16,1
13,-1576365663,568.0,8,0,214.0,13,2,295.0,13,0,250.0,12,1
14,-1118628183,316.0,12,0,264.0,14,1,335.0,13,0,263.0,14,1
15,-1478745119,284.0,16,0,260.0,9,2,287.0,9,0,287.0,9,0
16,728519974,259.0,16,0,313.0,10,1,371.0,11,0,203.0,11,2
17,1280193625,284.0,17,0,253.0,8,4,244.0,9,0,259.0,9,4
18,1093564399,320.0,11,0,292.0,11,1,221.0,11,0,314.0,11,1
19,567459147,258.0,11,0,262.0,16,2,324.0,12,0,289.0,15,1
20,107639476,265.0,11,0,262.0,9,2,350.0,9,0,278.0,9,2
21,-1769332470,256.0,16,0,337.0,14,1,267.0,13,0,322.0,12,1
22,1182653729,257.0,14,0,382.0,4,3,262.0,3,0,301.0,6,6
23,-485686426,324.0,11,0,253.0,10,1,265.0,12,0,297.0,11,1
24,1453697799,308.0,15,0,386.0,10,4,382.0,8,0,217.0,10,4
25,-1861969941,322.0,17,0,286.0,21,3,279.0,19,0,276.0,21,2
26,-303598328,265.0,16,0,254.0,17,3,443.0,15,0,317.0,15,3
27,1779708136,276.0,18,0,263.0,14,3,261.0,14,0,260.0,14,3
28,394909014,303.0,18,0,283.0,14,3,263.0,13,0,262.0,18,1
29,-1157348623,263.0,25,0,374.0,7,0,374.0,7,0,374.0,7,0
30,-1794660522,314.0,12,0,313.0,14,3,301.0,17,0,382.0,16,1
31,594795136,264.0,16,0,309.0,10,2,287.0,7,0,303.0,6,2
32,-1583228466,257.0,9,0,264.0,8,2,269.0,11,0,295.0,7,2
33,1004241157,272.0,5,0,410.0,19,1,318.0,19,0,266.0,19,1
34,653616262,261.0,8,0,210.0,10,1,376.0,11,0,253.0,13,2
35,-314790121,255.0,14,0,281.0,9,1,264.0,10,0,217.0,11,2
36,2103651003,355.0,16,0,387.0,15,4,328.0,18,0,259.0,18,4
37,-601651839,343.0,10,0,319.0,11,4,259.0,14,0,265.0,9,1
38,242377944,272.0,16,0,300.0,14,2,299.0,14,0,483.0,14,2
39,1593868436,328.0,6,0,331.0,7,3,262.0,8,0,214.0,5,2
40,822314104,262.0,9,0,263.0,10,1,275.0,10,0,340.0,12,1
41,566579840,317.0,17,0,265.0,14,1,379.0,14,0,269.0,16,1
42,-1352321498,308.0,9,0,311.0,14,1,263.0,11,0,303.0,13,1
43,1872104233,265.0,18,0,242.0,11,3,257.0,10,0,272.0,11,2
44,-1673451219,257.0,6,0,291.0,11,1,263.0,12,0,256.0,13,3
45,982738774,285.0,14,0,261.0,19,0,261.0,19,0,261.0,19,0
46,437508183,318.0,14,0,356.0,19,1,285.0,18,0,202.0,15,2
47,1982617700,317.0,7,0,227.0,12,1,369.0,10,0,423.0,11,3
48,91514906,263.0,5,0,292.0,9,2,322.0,8,0,261.0,10,2
49,-1374225384,505.0,13,0,254.0,27,3,259.0,23,0,270.0,24,3
