,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1262074328,253.0,15,0,300.0,8,4,281.0,13,0,265.0,14,2
1,1599362193,267.0,13,0,260.0,11,1,298.0,11,0,252.0,12,1
2,1747880824,266.0,11,0,294.0,9,1,282.0,8,0,266.0,7,2
3,-2143920210,314.0,16,0,386.0,13,2,338.0,13,0,346.0,15,1
4,-1299795546,271.0,10,0,265.0,19,3,309.0,18,0,258.0,21,3
5,1430958645,262.0,21,0,259.0,8,3,505.0,8,0,505.0,8,0
6,-85144846,509.0,8,0,259.0,8,2,382.0,6,0,271.0,9,1
7,-959186789,367.0,12,0,298.0,11,2,316.0,15,0,321.0,11,2
8,-454204873,393.0,13,0,253.0,17,1,263.0,13,0,222.0,18,1
9,1484589905,344.0,17,0,304.0,12,5,265.0,10,0,318.0,10,3
10,12016975,312.0,8,0,260.0,15,1,227.0,15,0,216.0,15,1
11,863369327,200.0,6,0,204.0,10,1,267.0,13,0,255.0,11,1
12,117131866,286.0,12,0,252.0,16,2,257.0,10,0,260.0,16,1
13,-93920833,298.0,15,0,254.0,20,1,236.0,23,0,220.0,25,1
14,712465160,287.0,26,0,347.0,7,2,263.0,8,0,264.0,6,2
15,750468133,357.0,13,0,225.0,6,3,257.0,8,0,253.0,10,1
16,2053211610,278.0,8,0,361.0,5,3,261.0,5,0,264.0,5,3
17,-262094987,318.0,16,0,300.0,17,2,326.0,13,0,293.0,14,0
18,1960684556,317.0,16,0,273.0,18,0,273.0,18,0,273.0,18,0
19,597638164,434.0,15,0,238.0,15,2,266.0,15,0,234.0,15,2
20,1520198782,258.0,9,0,314.0,11,2,262.0,8,0,260.0,10,2
21,1512967307,259.0,10,0,224.0,9,7,264.0,9,0,273.0,11,7
22,783339573,282.0,11,0,285.0,8,1,259.0,10,0,268.0,9,1
23,973252866,320.0,12,0,258.0,7,3,290.0,6,0,254.0,7,1
24,-530751231,265.0,19,0,264.0,16,1,272.0,15,0,348.0,16,2
25,-1091118617,251.0,7,0,267.0,19,2,294.0,18,0,255.0,19,2
26,1359767465,258.0,17,0,256.0,14,0,256.0,14,0,256.0,14,0
27,-147638274,292.0,17,0,265.0,20,1,278.0,23,0,343.0,20,1
28,-540345651,264.0,16,0,274.0,12,3,321.0,11,0,374.0,13,1
29,2044975483,281.0,10,0,497.0,9,2,266.0,10,0,281.0,10,1
30,-1076698036,255.0,10,0,288.0,9,2,319.0,13,0,275.0,10,1
31,-1405660411,333.0,17,0,277.0,19,2,315.0,17,0,259.0,15,1
32,1524076630,254.0,13,0,254.0,13,2,266.0,13,0,340.0,13,3
33,-1463550839,272.0,12,0,263.0,18,3,264.0,18,0,322.0,18,2
34,-1587160904,265.0,11,0,331.0,13,2,388.0,12,0,211.0,12,2
35,1126733504,498.0,16,0,265.0,11,2,261.0,12,0,294.0,11,1
36,-2032661274,282.0,8,0,215.0,7,1,313.0,8,0,438.0,9,2
37,-2055994655,272.0,13,0,328.0,16,0,328.0,16,0,328.0,16,0
