,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,459845349,699.0,7,0,279.0,13,1,293.0,14,0,355.0,17,1
1,80216004,285.0,15,0,388.0,16,2,267.0,17,0,266.0,16,0
2,-1021689226,319.0,12,0,325.0,16,1,346.0,12,0,266.0,17,2
3,1321425426,259.0,13,0,326.0,20,2,331.0,18,0,268.0,11,1
4,1125806608,248.0,13,0,259.0,11,3,332.0,10,0,298.0,10,3
5,1436072770,312.0,22,0,329.0,18,2,501.0,16,0,264.0,15,2
6,569827068,262.0,15,0,313.0,10,3,256.0,11,0,286.0,10,2
7,1050329979,260.0,19,0,259.0,14,1,333.0,18,0,235.0,13,3
8,2135771894,264.0,23,0,399.0,8,1,262.0,7,0,325.0,10,2
9,11089427,493.0,14,0,265.0,16,2,373.0,19,0,297.0,17,1
10,348384265,272.0,17,0,219.0,14,1,371.0,11,0,379.0,12,1
11,13769674,275.0,16,0,252.0,8,4,257.0,9,0,282.0,9,1
12,-1541847889,276.0,14,0,253.0,11,2,350.0,10,0,232.0,11,2
13,-1247426088,316.0,11,0,316.0,14,2,259.0,13,0,253.0,13,2
14,-1930154298,488.0,15,0,339.0,17,3,324.0,19,0,262.0,16,1
15,1281986472,436.0,10,0,582.0,22,2,318.0,21,0,261.0,23,2
16,2010032424,313.0,9,0,272.0,22,2,263.0,21,0,220.0,21,2
17,945282080,269.0,9,0,313.0,15,3,243.0,13,0,371.0,14,2
18,1925583449,258.0,9,0,323.0,12,2,258.0,12,0,317.0,13,4
19,-897886986,258.0,8,0,260.0,13,0,260.0,13,0,260.0,13,0
20,-761770220,493.0,11,0,227.0,10,1,265.0,10,0,252.0,10,0
21,794043598,347.0,26,0,317.0,20,1,309.0,20,0,345.0,18,1
22,1344536583,275.0,18,0,286.0,9,3,253.0,9,0,322.0,11,2
23,-1500077572,262.0,21,0,212.0,16,1,269.0,13,0,214.0,13,1
24,1868434655,322.0,12,0,260.0,13,1,366.0,16,0,250.0,16,1
25,-976033327,260.0,13,0,342.0,17,1,268.0,16,0,267.0,15,4
26,-2076036117,504.0,18,0,259.0,10,1,342.0,10,0,307.0,10,1
27,-684074494,318.0,10,0,266.0,11,3,316.0,12,0,313.0,17,1
28,897819908,260.0,3,0,280.0,7,3,274.0,7,0,319.0,5,0
29,-699791023,489.0,9,0,272.0,12,2,266.0,13,0,317.0,14,1
30,684383170,257.0,11,0,217.0,17,2,215.0,17,0,497.0,20,2
31,-1572478315,312.0,12,0,258.0,16,4,365.0,19,0,368.0,17,1
32,548384103,550.0,13,0,319.0,10,0,319.0,10,0,319.0,10,0
33,-1709984878,259.0,21,0,259.0,15,0,259.0,15,0,259.0,15,0
34,637301240,261.0,16,0,316.0,17,1,315.0,13,0,256.0,17,1
35,658144745,217.0,22,0,258.0,10,2,263.0,11,0,375.0,10,1
36,284549761,289.0,9,0,266.0,20,2,232.0,13,0,295.0,17,1
37,1672519239,503.0,17,0,268.0,12,3,279.0,16,0,255.0,13,1
38,80111964,259.0,17,0,291.0,14,3,259.0,15,0,315.0,14,2
39,-1744031182,259.0,31,0,311.0,16,1,256.0,21,0,230.0,14,1
40,-1678544256,261.0,18,0,280.0,10,3,255.0,6,0,270.0,9,2
41,1365907773,269.0,27,0,266.0,11,2,315.0,11,0,327.0,12,1
