,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-597036157,259.0,11,0,253.0,15,2,270.0,13,0,328.0,14,2
1,446105817,252.0,8,0,254.0,18,1,253.0,18,0,245.0,18,1
2,-1795479416,273.0,13,0,287.0,24,0,287.0,24,0,287.0,24,0
3,1895690805,263.0,14,0,217.0,14,1,276.0,13,0,254.0,13,1
4,435102695,279.0,10,0,322.0,16,2,253.0,19,0,308.0,19,2
5,-1189210417,270.0,8,0,296.0,10,3,271.0,11,0,267.0,11,2
6,-920367846,253.0,9,0,272.0,16,0,272.0,16,0,272.0,16,0
7,-742892538,261.0,10,0,314.0,7,0,314.0,7,0,314.0,7,0
8,-62039933,256.0,10,0,288.0,11,2,267.0,11,0,321.0,12,2
9,583893149,280.0,20,0,277.0,13,2,259.0,16,0,259.0,13,3
10,1190280770,261.0,15,0,327.0,15,2,433.0,12,0,306.0,9,1
11,-1393528468,258.0,27,0,372.0,11,2,259.0,12,0,281.0,11,3
12,1381311751,258.0,13,0,281.0,15,3,312.0,17,0,223.0,16,3
13,-1688568557,374.0,13,0,216.0,9,3,227.0,8,0,256.0,9,4
14,-1616469398,498.0,12,0,446.0,16,4,323.0,12,0,311.0,11,2
15,-769869021,524.0,6,0,253.0,8,0,253.0,8,0,253.0,8,0
16,-504857176,270.0,11,0,219.0,16,1,323.0,11,0,437.0,11,1
17,-502597147,303.0,7,0,270.0,10,2,260.0,11,0,274.0,14,3
18,804342955,272.0,11,0,274.0,11,1,266.0,10,0,274.0,11,1
19,-611507316,546.0,14,0,254.0,11,3,380.0,11,0,251.0,11,1
20,-541756633,349.0,21,0,258.0,17,2,260.0,14,0,225.0,20,2
21,-1470396013,261.0,13,0,255.0,17,3,380.0,21,0,276.0,17,1
22,550932736,270.0,11,0,282.0,14,2,387.0,14,0,551.0,15,2
23,-1949244482,320.0,8,0,257.0,22,0,257.0,22,0,257.0,22,0
24,-195324419,267.0,14,0,215.0,5,2,207.0,5,0,350.0,5,1
25,-262752167,275.0,14,0,316.0,17,3,313.0,16,0,257.0,16,2
26,-1561729528,262.0,9,0,265.0,18,2,441.0,13,0,218.0,11,4
27,-875670688,367.0,14,0,405.0,15,2,254.0,14,0,259.0,15,1
28,1065400948,282.0,9,0,330.0,14,0,330.0,14,0,330.0,14,0
29,-1851375258,252.0,13,0,230.0,8,2,265.0,4,0,274.0,4,2
30,823036263,327.0,13,0,278.0,17,2,319.0,17,0,317.0,15,2
31,-437425923,263.0,19,0,266.0,21,2,258.0,23,0,243.0,20,2
32,-544402770,317.0,9,0,273.0,13,2,333.0,12,0,312.0,12,2
33,843091202,324.0,11,0,266.0,12,2,378.0,9,0,290.0,9,4
34,1486435738,262.0,18,0,318.0,19,3,251.0,18,0,364.0,19,3
35,-489829360,280.0,22,0,323.0,10,1,282.0,10,0,327.0,11,1
36,-2127966226,261.0,13,0,255.0,15,1,320.0,16,0,256.0,16,3
37,-656739811,392.0,15,0,271.0,12,2,299.0,11,0,316.0,12,3
38,92307043,253.0,11,0,265.0,21,3,331.0,22,0,254.0,21,3
39,-2397493,256.0,18,0,211.0,13,1,303.0,10,0,258.0,12,3
40,1330060265,300.0,27,0,333.0,12,3,319.0,13,0,267.0,14,2
41,-1825150947,296.0,14,0,257.0,16,1,306.0,13,0,260.0,16,1
42,40082321,276.0,16,0,288.0,11,1,273.0,9,0,308.0,8,1
43,605471789,502.0,10,0,270.0,23,3,260.0,22,0,209.0,22,3
44,419894069,272.0,15,0,255.0,15,0,255.0,15,0,255.0,15,0
45,1408314110,278.0,13,0,341.0,15,2,275.0,14,0,289.0,15,3
46,1120894168,354.0,10,0,261.0,10,3,256.0,9,0,263.0,11,4
47,871438832,274.0,11,0,253.0,10,2,259.0,10,0,258.0,11,2
48,-613371060,346.0,12,0,267.0,15,0,267.0,15,0,267.0,15,0
49,431922515,320.0,9,0,233.0,8,2,286.0,8,0,285.0,8,1
