,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1019206800,676,7,278.0,14,0,314.0,22,5,276.0,19,0,289.0,17,4
1,-1770208985,323,23,305.0,11,0,298.0,16,1,315.0,17,0,261.0,15,1
2,1544180558,160,4,255.0,4,0,257.0,0,0,257.0,0,0,257.0,0,0
3,-1235323197,200,10,256.0,7,0,288.0,4,0,288.0,4,0,288.0,4,0
4,-1587672537,468,29,438.0,12,0,277.0,15,2,265.0,13,0,338.0,13,1
5,1701920285,430,22,490.0,11,0,264.0,18,4,287.0,19,0,228.0,18,3
6,923146011,685,7,508.0,20,0,213.0,23,6,315.0,21,0,211.0,22,6
7,1211109507,206,21,311.0,4,0,256.0,5,0,256.0,5,0,256.0,5,0
8,-1858234316,692,14,442.0,20,0,262.0,15,2,264.0,15,0,308.0,15,2
9,861160335,179,2,264.0,4,0,257.0,7,0,257.0,7,0,257.0,7,0
10,1351556163,567,40,258.0,14,0,351.0,9,2,270.0,9,0,304.0,8,3
11,-1883605430,690,49,294.0,24,0,311.0,28,8,231.0,30,0,261.0,25,5
12,111108576,538,33,294.0,15,0,270.0,20,4,285.0,17,0,207.0,22,6
13,1197997944,511,6,319.0,17,0,261.0,19,1,271.0,18,0,274.0,18,1
14,1675046945,167,7,314.0,3,0,291.0,8,0,291.0,8,0,291.0,8,0
15,-1918521883,194,2,260.0,10,0,242.0,7,0,242.0,7,0,242.0,7,0
16,1408485596,174,2,256.0,5,0,273.0,5,0,273.0,5,0,273.0,5,0
17,-1103774289,669,54,268.0,29,0,263.0,36,4,282.0,31,0,327.0,36,1
18,-746586981,212,7,253.0,3,0,294.0,6,0,294.0,6,0,294.0,6,0
19,-2017867983,665,20,292.0,31,0,353.0,13,9,372.0,14,0,253.0,13,5
20,-1251505158,573,29,277.0,17,0,398.0,18,5,315.0,16,0,480.0,19,3
21,-92813064,465,5,261.0,15,0,255.0,9,2,338.0,10,0,234.0,9,3
22,-465538639,181,11,310.0,6,0,378.0,1,0,378.0,1,0,378.0,1,0
23,117782138,463,47,268.0,15,0,260.0,18,2,375.0,19,0,313.0,19,1
24,-105638263,355,32,315.0,15,0,321.0,13,0,321.0,13,0,321.0,13,0
25,2011660431,236,15,258.0,7,0,266.0,5,1,257.0,6,0,212.0,7,1
26,535421929,518,32,274.0,19,0,297.0,21,2,262.0,23,0,267.0,22,2
27,-302355328,353,22,261.0,9,0,336.0,10,1,259.0,10,0,230.0,11,2
28,205405097,663,54,399.0,40,0,254.0,20,4,295.0,20,0,567.0,22,6
29,-2090421560,611,7,272.0,24,0,317.0,20,4,289.0,17,0,329.0,18,1
30,-1620279865,323,10,249.0,10,0,319.0,16,0,319.0,16,0,319.0,16,0
31,-1637306695,481,25,319.0,10,0,254.0,9,2,560.0,8,0,281.0,11,6
32,-211227838,156,8,205.0,6,0,252.0,6,0,252.0,6,0,252.0,6,0
33,2005314092,369,19,313.0,10,0,210.0,8,0,210.0,8,0,210.0,8,0
34,2000920477,652,20,494.0,16,0,259.0,18,4,319.0,18,0,266.0,17,5
35,-489495440,680,62,270.0,22,0,273.0,17,3,317.0,21,0,304.0,19,5
36,-1578146728,295,24,263.0,8,0,258.0,12,0,258.0,12,0,258.0,12,0
37,1458831062,535,27,276.0,16,0,266.0,15,1,255.0,16,0,273.0,17,1
38,-1365472901,180,4,200.0,8,0,266.0,8,0,266.0,8,0,266.0,8,0
39,1629265248,283,3,250.0,14,0,322.0,8,0,322.0,8,0,322.0,8,0
40,1587713416,300,30,315.0,10,0,278.0,8,2,313.0,7,0,260.0,7,2
41,-955379286,633,45,352.0,13,0,274.0,15,4,300.0,16,0,227.0,14,4
42,1126564153,212,5,258.0,7,0,209.0,6,0,209.0,6,0,209.0,6,0
43,-1129637296,541,17,269.0,19,0,374.0,16,4,261.0,19,0,249.0,18,4
44,567891232,348,18,267.0,13,0,260.0,14,1,265.0,12,0,254.0,13,1
45,-1602455773,340,17,258.0,8,0,287.0,5,2,360.0,8,0,259.0,5,2
46,-1614514066,265,19,264.0,11,0,214.0,8,0,214.0,8,0,214.0,8,0
47,-1374743762,579,6,355.0,21,0,272.0,24,0,272.0,24,0,272.0,24,0
48,1977104195,278,20,366.0,10,0,243.0,14,0,243.0,14,0,243.0,14,0
49,315450475,352,15,322.0,15,0,228.0,6,1,283.0,7,0,254.0,6,1
