,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1047797325,511.0,18,0,272.0,10,3,280.0,11,0,322.0,9,2
1,-1138854561,499.0,12,0,272.0,24,2,259.0,23,0,273.0,25,3
2,1396946127,271.0,8,0,287.0,8,1,285.0,9,0,259.0,8,1
3,-501712168,312.0,11,0,263.0,13,2,304.0,14,0,261.0,13,2
4,2105530905,257.0,4,0,272.0,4,1,265.0,6,0,248.0,4,1
5,-208255370,343.0,11,0,278.0,19,4,254.0,18,0,298.0,17,3
6,1745030046,498.0,11,0,237.0,16,5,301.0,17,0,218.0,13,1
7,-2127049353,380.0,10,0,379.0,11,0,379.0,11,0,379.0,11,0
8,-875987788,282.0,13,0,380.0,17,3,267.0,17,0,287.0,16,3
9,-167969791,259.0,15,0,279.0,18,0,279.0,18,0,279.0,18,0
10,-563220237,274.0,11,0,260.0,16,1,373.0,18,0,257.0,22,1
11,1848150686,234.0,21,0,265.0,16,2,262.0,15,0,213.0,14,2
12,-627395666,301.0,19,0,231.0,13,1,281.0,13,0,235.0,14,1
13,1441718929,277.0,16,0,279.0,23,1,326.0,21,0,278.0,21,1
14,-340718185,281.0,14,0,286.0,6,3,312.0,8,0,281.0,7,4
15,-1929923087,317.0,16,0,274.0,13,3,265.0,11,0,269.0,15,2
16,-1892541905,283.0,21,0,253.0,17,2,248.0,17,0,277.0,17,1
17,2058633908,261.0,9,0,308.0,19,2,254.0,20,0,315.0,19,1
18,1131949781,470.0,10,0,320.0,19,2,563.0,17,0,276.0,19,2
19,1838815148,320.0,18,0,256.0,16,4,249.0,19,0,263.0,15,1
20,-1589194531,275.0,12,0,368.0,16,3,260.0,17,0,255.0,11,0
21,2074550596,492.0,14,0,343.0,16,2,258.0,13,0,259.0,16,0
22,945308924,313.0,10,0,217.0,14,2,273.0,10,0,212.0,11,4
23,-1696961674,278.0,13,0,259.0,18,1,315.0,17,0,297.0,15,2
24,-1295524112,254.0,19,0,207.0,9,1,254.0,9,0,293.0,10,1
25,-991668900,323.0,16,0,270.0,17,4,267.0,17,0,272.0,19,3
26,-1841287254,289.0,15,0,241.0,4,1,256.0,6,0,278.0,4,5
27,-63718901,405.0,9,0,241.0,7,2,455.0,9,0,315.0,9,1
28,-1916567313,282.0,12,0,290.0,13,5,260.0,16,0,232.0,16,0
29,537934369,272.0,8,0,315.0,11,1,213.0,14,0,267.0,14,1
30,842781227,251.0,26,0,315.0,11,1,308.0,10,0,243.0,12,2
31,1305947616,267.0,13,0,310.0,12,3,341.0,15,0,211.0,9,3
32,-1661707887,303.0,9,0,273.0,12,1,262.0,11,0,261.0,11,1
33,-336404041,438.0,21,0,265.0,27,2,236.0,29,0,258.0,22,2
34,1764928140,268.0,15,0,323.0,6,3,309.0,7,0,273.0,6,4
35,-2083371307,258.0,10,0,260.0,14,3,342.0,12,0,300.0,12,3
36,-1328545156,262.0,11,0,266.0,19,4,230.0,15,0,263.0,17,2
37,-1605014073,277.0,11,0,219.0,21,4,219.0,18,0,262.0,24,1
38,1936306615,341.0,15,0,313.0,14,2,263.0,15,0,321.0,15,2
39,1508289230,273.0,12,0,282.0,16,0,282.0,16,0,282.0,16,0
40,-940887442,335.0,16,0,312.0,25,2,292.0,18,0,408.0,23,3
41,1522957347,508.0,8,0,294.0,15,2,319.0,13,0,327.0,12,1
42,-430165832,271.0,9,0,237.0,19,4,266.0,14,0,269.0,17,3
43,-478770657,348.0,13,0,253.0,14,1,307.0,22,0,363.0,18,1
44,-1458283454,268.0,29,0,251.0,13,6,265.0,10,0,255.0,9,1
45,771996120,322.0,10,0,262.0,12,1,325.0,15,0,274.0,17,1
46,139117853,313.0,10,0,271.0,13,2,240.0,13,0,260.0,15,1
47,522630004,368.0,12,0,276.0,12,1,262.0,12,0,239.0,11,1
48,156285634,284.0,6,0,345.0,20,0,345.0,20,0,345.0,20,0
49,-1705926919,265.0,9,0,331.0,5,2,318.0,6,0,254.0,6,2
