,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1717147279,462,28,274.0,10,0,256.0,5,3,255.0,6,0,227.0,5,1
1,1708339159,462,28,262.0,15,0,258.0,7,3,210.0,7,0,247.0,9,1
2,-650572263,462,28,270.0,12,0,258.0,22,1,214.0,21,0,262.0,21,1
3,708173958,462,28,265.0,11,0,255.0,19,1,289.0,22,0,254.0,20,1
4,-2143442161,462,28,498.0,19,0,375.0,20,1,373.0,19,0,325.0,20,1
5,-1246917674,462,28,270.0,7,0,262.0,15,3,271.0,14,0,277.0,15,2
6,739644679,462,28,277.0,8,0,289.0,22,1,369.0,24,0,228.0,20,2
7,-1868778454,462,28,270.0,12,0,317.0,16,3,292.0,13,0,317.0,14,3
8,1480224003,462,28,271.0,17,0,353.0,11,2,284.0,9,0,260.0,13,5
9,1332844359,462,28,282.0,11,0,251.0,14,0,251.0,14,0,251.0,14,0
10,1105772310,462,28,254.0,8,0,316.0,16,2,267.0,18,0,256.0,14,1
11,77406099,462,28,304.0,14,0,255.0,11,4,278.0,8,0,253.0,11,2
12,-2061317511,462,28,325.0,19,0,231.0,11,3,309.0,14,0,261.0,14,1
13,-987653324,462,28,317.0,12,0,257.0,10,2,272.0,9,0,259.0,10,3
14,566677345,462,28,542.0,11,0,259.0,13,2,257.0,14,0,266.0,10,3
15,-1134784616,462,28,257.0,5,0,218.0,12,1,259.0,13,0,442.0,14,1
16,-40648507,462,28,505.0,11,0,277.0,16,3,255.0,16,0,215.0,14,2
17,-321071882,462,28,260.0,15,0,318.0,15,0,318.0,15,0,318.0,15,0
18,-1575798256,462,28,294.0,8,0,263.0,12,1,257.0,12,0,262.0,12,1
19,-1224053643,462,28,297.0,18,0,210.0,14,1,425.0,12,0,373.0,12,3
20,1185641531,462,28,499.0,9,0,313.0,16,1,318.0,15,0,377.0,15,1
21,-220818967,462,28,314.0,18,0,332.0,11,4,253.0,11,0,319.0,12,2
22,1366651562,462,28,323.0,13,0,230.0,12,3,250.0,13,0,258.0,15,2
23,-1688090227,462,28,300.0,12,0,257.0,10,2,221.0,9,0,257.0,11,1
24,-300700021,462,28,341.0,18,0,388.0,12,5,255.0,11,0,269.0,11,4
25,-1299915934,462,28,505.0,10,0,228.0,17,2,269.0,18,0,263.0,19,2
26,1132047488,462,28,245.0,15,0,212.0,12,0,212.0,12,0,212.0,12,0
27,-1954612190,462,28,252.0,16,0,209.0,18,4,293.0,12,0,314.0,15,2
28,1935012240,462,28,492.0,11,0,315.0,8,2,260.0,10,0,326.0,9,1
29,-1686955909,462,28,315.0,18,0,261.0,10,0,261.0,10,0,261.0,10,0
30,-1282088153,462,28,268.0,18,0,317.0,13,3,268.0,11,0,263.0,11,1
31,-837966388,462,28,327.0,10,0,270.0,13,4,275.0,11,0,259.0,13,3
32,242221896,462,28,260.0,13,0,310.0,13,2,321.0,13,0,288.0,13,1
33,-234056421,462,28,270.0,15,0,257.0,20,2,256.0,16,0,256.0,20,2
34,915478888,462,28,278.0,18,0,436.0,11,1,316.0,13,0,386.0,10,3
35,-204933558,462,28,312.0,9,0,319.0,11,1,221.0,12,0,244.0,10,1
36,1552069981,462,28,267.0,14,0,254.0,13,3,362.0,11,0,255.0,12,4
37,-901885644,462,28,529.0,15,0,220.0,14,1,263.0,17,0,273.0,16,2
38,1929195577,462,28,271.0,12,0,265.0,8,3,289.0,8,0,394.0,9,1
39,-1332106875,462,28,272.0,12,0,227.0,14,4,261.0,15,0,263.0,17,3
40,-2058510041,462,28,262.0,10,0,329.0,17,1,379.0,18,0,281.0,17,0
41,854604422,462,28,285.0,12,0,269.0,12,6,260.0,9,0,255.0,10,1
42,1374845101,462,28,262.0,9,0,386.0,32,2,312.0,29,0,279.0,27,1
43,-400828417,462,28,395.0,17,0,226.0,19,3,271.0,19,0,270.0,21,1
44,1891660738,462,28,265.0,9,0,276.0,17,2,295.0,17,0,443.0,16,2
45,-2101157814,462,28,317.0,14,0,294.0,12,2,272.0,11,0,269.0,14,4
46,-177364744,462,28,269.0,18,0,258.0,8,4,255.0,7,0,401.0,7,3
47,-253959700,462,28,266.0,23,0,284.0,15,0,284.0,15,0,284.0,15,0
48,-295843440,462,28,273.0,13,0,259.0,14,3,308.0,15,0,290.0,20,3
49,50843741,462,28,376.0,12,0,317.0,11,4,380.0,10,0,265.0,10,1
