,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-914954342,275.0,12,0,269.0,11,1,274.0,14,0,317.0,10,1
1,1727508870,258.0,16,0,286.0,9,2,273.0,8,0,254.0,9,2
2,-2005877883,253.0,12,0,323.0,18,0,323.0,18,0,323.0,18,0
3,-234633542,262.0,11,0,336.0,11,0,336.0,11,0,336.0,11,0
4,1593558764,258.0,17,0,254.0,16,2,293.0,18,0,226.0,10,0
5,-888098180,495.0,14,0,230.0,23,1,258.0,23,0,257.0,23,1
6,276801810,259.0,21,0,279.0,14,3,314.0,15,0,311.0,15,1
7,1913435460,302.0,3,0,253.0,18,1,255.0,18,0,244.0,19,1
8,164187684,288.0,15,0,257.0,7,1,289.0,6,0,317.0,4,1
9,1931601521,318.0,16,0,250.0,11,2,269.0,15,0,264.0,13,2
10,-1833053517,276.0,15,0,367.0,21,2,262.0,17,0,277.0,20,2
11,976023227,272.0,18,0,450.0,10,2,320.0,8,0,374.0,11,2
12,-1957803322,267.0,16,0,393.0,13,3,274.0,11,0,270.0,12,3
13,539692178,273.0,15,0,330.0,11,1,383.0,9,0,322.0,9,0
14,-1278660472,500.0,7,0,202.0,19,0,202.0,19,0,202.0,19,0
15,854336656,267.0,13,0,257.0,14,0,257.0,14,0,257.0,14,0
16,-241057152,266.0,12,0,273.0,17,2,318.0,16,0,374.0,19,1
17,-1015285097,249.0,17,0,260.0,11,1,261.0,10,0,283.0,10,1
18,1978091228,320.0,12,0,274.0,13,2,264.0,11,0,266.0,14,4
19,228753925,334.0,16,0,314.0,17,6,259.0,15,0,254.0,18,5
20,2070918841,263.0,12,0,261.0,5,1,261.0,6,0,258.0,5,0
21,-662606621,278.0,15,0,216.0,15,2,288.0,17,0,253.0,16,4
22,-702415147,257.0,7,0,260.0,13,4,261.0,13,0,289.0,13,3
23,802207370,258.0,10,0,257.0,18,0,257.0,18,0,257.0,18,0
24,-1199307292,270.0,12,0,329.0,16,3,247.0,14,0,271.0,15,3
25,1511841182,258.0,16,0,230.0,7,2,288.0,10,0,286.0,7,2
26,-88624602,284.0,17,0,259.0,12,4,324.0,13,0,314.0,15,4
27,-1886852399,351.0,16,0,611.0,10,3,368.0,11,0,372.0,13,3
28,1699202396,306.0,20,0,255.0,20,2,227.0,21,0,282.0,17,4
29,-1964474431,291.0,7,0,300.0,9,1,270.0,12,0,259.0,9,2
30,1098281867,279.0,13,0,289.0,18,0,289.0,18,0,289.0,18,0
31,464370473,273.0,20,0,340.0,17,3,276.0,16,0,269.0,16,1
32,-2020074225,347.0,16,0,211.0,8,3,316.0,9,0,343.0,9,2
33,239334383,493.0,15,0,329.0,14,1,258.0,14,0,315.0,14,1
34,-1877911338,823.0,13,0,256.0,15,2,221.0,13,0,314.0,11,2
35,-1500552593,264.0,13,0,261.0,14,2,269.0,13,0,253.0,13,2
36,-880620705,273.0,13,0,263.0,11,4,216.0,11,0,273.0,13,1
37,481441614,498.0,19,0,273.0,10,3,316.0,13,0,299.0,10,2
38,372266167,275.0,12,0,298.0,14,0,298.0,14,0,298.0,14,0
39,-1645338252,305.0,14,0,355.0,6,2,316.0,9,0,363.0,9,2
40,-2000709173,316.0,10,0,259.0,12,2,318.0,15,0,279.0,10,3
41,-889054497,269.0,17,0,314.0,23,1,307.0,22,0,273.0,23,1
42,-172158132,261.0,14,0,293.0,12,3,222.0,15,0,264.0,15,1
43,-1129577338,310.0,9,0,299.0,10,2,449.0,11,0,480.0,10,2
44,490810182,248.0,14,0,209.0,25,3,449.0,21,0,225.0,24,3
45,-1719640866,268.0,16,0,255.0,16,0,255.0,16,0,255.0,16,0
46,-709135831,268.0,21,0,440.0,12,3,265.0,10,0,329.0,11,1
47,992813070,266.0,11,0,277.0,16,3,257.0,14,0,265.0,13,2
48,2095271748,280.0,13,0,433.0,15,1,285.0,16,0,344.0,11,1
49,979689331,319.0,11,0,315.0,13,2,257.0,10,0,482.0,14,2
50,-201967058,494.0,9,0,220.0,17,1,281.0,16,0,275.0,15,0
51,167440489,275.0,10,0,325.0,19,1,258.0,19,0,269.0,16,1
52,1130431899,281.0,20,0,215.0,7,2,287.0,10,0,313.0,12,1
53,-1072333032,220.0,15,0,290.0,22,2,333.0,22,0,338.0,24,2
54,2098405549,317.0,11,0,210.0,21,0,210.0,21,0,210.0,21,0
55,2005626070,327.0,16,0,442.0,15,2,283.0,14,0,271.0,14,2
56,1504005514,250.0,15,0,312.0,12,1,345.0,14,0,323.0,13,1
57,-600522279,335.0,18,0,253.0,16,2,257.0,13,0,261.0,14,1
58,1822780559,268.0,7,0,308.0,13,1,268.0,15,0,208.0,12,0
59,1783146912,305.0,13,0,324.0,14,1,309.0,12,0,319.0,11,1
60,1170017677,286.0,17,0,233.0,18,2,261.0,16,0,356.0,14,2
61,-2015119936,272.0,14,0,296.0,17,1,261.0,17,0,350.0,17,1
62,971792436,299.0,17,0,256.0,10,1,362.0,11,0,325.0,11,1
63,199824340,269.0,17,0,331.0,15,4,378.0,14,0,261.0,12,1
64,-1689771935,265.0,15,0,273.0,12,1,256.0,11,0,276.0,14,1
65,270051059,259.0,12,0,280.0,5,2,294.0,7,0,266.0,7,2
66,-1399640625,262.0,9,0,374.0,8,1,263.0,9,0,244.0,7,3
67,931542029,499.0,16,0,311.0,18,4,342.0,24,0,261.0,22,2
68,-961255841,830.0,15,0,381.0,11,2,255.0,13,0,392.0,12,1
69,-1428976520,270.0,12,0,254.0,17,2,254.0,17,0,210.0,16,2
70,1294731084,254.0,22,0,318.0,20,1,314.0,20,0,340.0,21,1
71,1322818621,281.0,11,0,364.0,19,1,276.0,17,0,267.0,13,1
72,2034243613,304.0,11,0,245.0,14,4,297.0,14,0,306.0,14,0
73,-1957595008,334.0,16,0,372.0,18,1,255.0,17,0,252.0,18,1
74,452342521,293.0,7,0,315.0,12,2,269.0,12,0,362.0,11,2
75,-649341277,261.0,22,0,381.0,14,1,371.0,14,0,275.0,17,1
76,247972918,504.0,9,0,328.0,23,2,219.0,16,0,242.0,24,1
77,-540892525,277.0,12,0,295.0,16,1,356.0,14,0,269.0,14,1
78,226232255,255.0,9,0,300.0,16,1,286.0,18,0,284.0,17,1
79,1238235758,263.0,9,0,219.0,16,2,227.0,12,0,608.0,15,1
80,1457612386,316.0,13,0,258.0,13,3,288.0,15,0,256.0,16,2
81,1405395330,261.0,10,0,256.0,9,4,424.0,12,0,230.0,13,4
82,1113537787,313.0,16,0,261.0,13,1,338.0,14,0,279.0,14,2
83,-1403894274,259.0,16,0,280.0,19,3,268.0,18,0,273.0,22,1
84,-1890000427,316.0,7,0,219.0,15,0,219.0,15,0,219.0,15,0
85,1022433039,260.0,17,0,266.0,18,0,266.0,18,0,266.0,18,0
