,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,454493730,800,1,8,287.0,25,0,322.0,23,28,277.0,27,0,290.0,27,14
1,834418655,800,1,8,309.0,13,0,271.0,42,9,258.0,44,0,264.0,40,8
2,1743995103,800,1,8,316.0,23,0,258.0,27,19,1187.0,25,0,286.0,25,17
3,-5658473,800,1,8,948.0,22,0,279.0,15,20,322.0,19,0,377.0,19,11
4,-204904988,800,1,8,287.0,18,0,646.0,32,12,907.0,23,0,285.0,26,13
5,-702058851,800,1,8,601.0,29,0,630.0,17,20,504.0,20,0,258.0,19,14
6,1964911890,800,1,8,983.0,19,0,208.0,15,24,307.0,15,0,294.0,18,8
7,-1791282318,800,1,8,368.0,20,0,319.0,32,11,313.0,29,0,295.0,25,6
8,999568480,800,1,8,321.0,20,0,263.0,22,23,318.0,23,0,261.0,27,18
9,-1035760804,800,1,8,372.0,20,0,258.0,29,11,299.0,26,0,248.0,29,8
10,1187497671,800,1,8,287.0,34,0,266.0,16,15,303.0,19,0,296.0,16,20
11,-335848343,800,1,8,294.0,23,0,687.0,22,12,270.0,21,0,303.0,21,9
12,-1985117753,800,1,8,302.0,23,0,258.0,19,25,374.0,23,0,460.0,21,24
13,1285109852,800,1,8,344.0,27,0,295.0,26,20,312.0,27,0,223.0,22,15
14,-343774558,800,1,8,370.0,48,0,676.0,20,19,294.0,22,0,257.0,19,5
15,-694411871,800,1,8,312.0,21,0,284.0,26,22,335.0,25,0,317.0,22,17
16,1030388229,800,1,8,285.0,21,0,252.0,27,14,250.0,27,0,258.0,26,7
17,316452999,800,1,8,654.0,17,0,247.0,17,18,320.0,18,0,257.0,20,6
18,34314738,800,1,8,1552.0,22,0,373.0,18,11,315.0,17,0,252.0,25,9
19,-535149897,800,1,8,305.0,24,0,640.0,21,17,290.0,21,0,393.0,23,16
20,-1601942990,800,1,8,315.0,33,0,662.0,26,13,317.0,24,0,317.0,25,8
21,-69737785,800,1,8,384.0,18,0,258.0,18,17,316.0,17,0,273.0,18,10
22,-1591006041,800,1,8,1057.0,26,0,267.0,18,12,292.0,20,0,375.0,21,14
23,-70180519,800,1,8,311.0,47,0,258.0,13,28,310.0,11,0,243.0,12,21
24,1559378151,800,1,8,529.0,24,0,309.0,23,19,312.0,19,0,249.0,20,11
25,-941567369,800,1,8,950.0,34,0,664.0,22,16,318.0,21,0,558.0,22,8
26,-696531703,800,1,8,304.0,14,0,326.0,13,20,293.0,18,0,317.0,16,9
27,-397072850,800,1,8,293.0,20,0,269.0,24,19,657.0,23,0,287.0,23,5
28,-375839537,800,1,8,300.0,6,0,260.0,22,9,297.0,18,0,266.0,19,9
29,431409326,800,1,8,1065.0,26,0,258.0,17,15,311.0,18,0,277.0,16,10
30,416111001,800,1,8,476.0,20,0,260.0,14,17,294.0,17,0,262.0,13,18
31,-1280525353,800,1,8,306.0,20,0,454.0,13,32,294.0,13,0,298.0,15,12
32,791263739,800,1,8,289.0,33,0,265.0,27,10,316.0,24,0,344.0,20,8
33,-20145059,800,1,8,495.0,21,0,265.0,30,17,792.0,27,0,260.0,28,15
34,-438664872,800,1,8,1537.0,15,0,247.0,24,12,369.0,24,0,315.0,22,16
35,-586289412,800,1,8,306.0,31,0,314.0,17,10,345.0,18,0,259.0,18,10
36,828895129,800,1,8,308.0,22,0,658.0,26,12,318.0,25,0,373.0,26,10
37,1314070750,800,1,8,1268.0,26,0,370.0,19,17,303.0,18,0,319.0,19,16
38,-1207665704,800,1,8,286.0,25,0,328.0,23,14,295.0,22,0,246.0,26,11
39,-51767878,800,1,8,543.0,21,0,257.0,12,13,322.0,16,0,391.0,14,3
40,1066627170,800,1,8,297.0,14,0,255.0,24,5,316.0,28,0,310.0,24,8
41,1771859276,800,1,8,315.0,30,0,234.0,13,15,309.0,16,0,314.0,16,5
42,-1884716965,800,1,8,278.0,25,0,261.0,34,11,684.0,35,0,270.0,40,11
43,794134900,800,1,8,474.0,22,0,340.0,21,26,1061.0,19,0,259.0,21,15
44,-210387940,800,1,8,516.0,21,0,664.0,22,13,1911.0,20,0,324.0,21,9
45,-1661011392,800,1,8,501.0,26,0,251.0,17,22,314.0,16,0,256.0,15,5
46,296625861,800,1,8,1226.0,36,0,230.0,26,20,263.0,20,0,263.0,23,15
47,-699419983,800,1,8,323.0,18,0,266.0,31,19,797.0,28,0,264.0,29,6
48,-1929848965,800,1,8,302.0,23,0,319.0,23,18,292.0,25,0,328.0,29,21
49,-1465470933,800,1,8,917.0,26,0,316.0,19,20,674.0,17,0,220.0,21,20
