,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,256.0,8,800,1904726524,1,303.0,8,800,1551697439,1,266.0,8,800,168439227,1,314.0,8,800,191403659,1
1,312.0,8,800,2082729018,1,258.0,8,800,1993809573,1,560.0,8,800,831657856,1,363.0,8,800,1813752625,1
2,359.0,8,800,-475604936,1,508.0,8,800,2054154292,1,270.0,8,800,2059574258,1,325.0,8,800,-881851447,1
3,335.0,8,800,1927266751,1,313.0,8,800,203110652,1,280.0,8,800,-1875800604,1,216.0,8,800,-2119492492,1
4,277.0,8,800,222461214,1,748.0,8,800,-605418963,1,286.0,8,800,1854434982,1,222.0,8,800,1597780038,1
5,270.0,8,800,28781698,1,269.0,8,800,494588783,1,373.0,8,800,296342538,1,262.0,8,800,-1268235071,1
6,466.0,8,800,-1389849853,1,284.0,8,800,-1793208134,1,377.0,8,800,1988709746,1,404.0,8,800,-1756164365,1
7,311.0,8,800,-1836701776,1,314.0,8,800,-57536770,1,300.0,8,800,1217223616,1,254.0,8,800,582964946,1
8,378.0,8,800,615726928,1,500.0,8,800,-1017372024,1,255.0,8,800,1994846193,1,291.0,8,800,-1473834461,1
9,252.0,8,800,-1729498752,1,261.0,8,800,175795910,1,255.0,8,800,1384861464,1,263.0,8,800,-1449997899,1
10,283.0,8,800,-1275621459,1,311.0,8,800,-415184116,1,261.0,8,800,-917255286,1,253.0,8,800,-2116135820,1
11,255.0,8,800,1164251522,1,267.0,8,800,504560152,1,284.0,8,800,-1907675908,1,258.0,8,800,1176243479,1
12,379.0,8,800,-367768337,1,494.0,8,800,160256921,1,362.0,8,800,1539761406,1,254.0,8,800,1927296371,1
13,261.0,8,800,-1971637027,1,369.0,8,800,1637623098,1,282.0,8,800,-2116393216,1,267.0,8,800,149969566,1
14,337.0,8,800,932077757,1,312.0,8,800,440320595,1,247.0,8,800,-642903369,1,255.0,8,800,-1905651526,1
15,255.0,8,800,-1517736531,1,277.0,8,800,-757429053,1,311.0,8,800,1283465644,1,265.0,8,800,1637727878,1
16,252.0,8,800,-1813794288,1,326.0,8,800,1054469028,1,321.0,8,800,1885429702,1,224.0,8,800,-1281937971,1
17,262.0,8,800,683234308,1,320.0,8,800,1321176642,1,353.0,8,800,1291276431,1,254.0,8,800,-513271029,1
18,383.0,8,800,-921730644,1,290.0,8,800,207483916,1,278.0,8,800,-1974808009,1,253.0,8,800,-1123743702,1
19,328.0,8,800,1640977965,1,553.0,8,800,402943855,1,206.0,8,800,-345717912,1,379.0,8,800,-1219378996,1
20,297.0,8,800,1854021996,1,275.0,8,800,-887111200,1,431.0,8,800,-1079584761,1,323.0,8,800,1965156841,1
21,263.0,8,800,2121798354,1,331.0,8,800,429677967,1,273.0,8,800,-1453872501,1,255.0,8,800,-1612306615,1
22,257.0,8,800,1452416694,1,327.0,8,800,2025768734,1,317.0,8,800,1836242106,1,545.0,8,800,1041646369,1
23,284.0,8,800,1212902083,1,312.0,8,800,-1198409405,1,270.0,8,800,-1292930285,1,214.0,8,800,1687364253,1
24,499.0,8,800,-280840221,1,296.0,8,800,-1382209560,1,379.0,8,800,324771616,1,256.0,8,800,-556491024,1
25,320.0,8,800,-528931287,1,375.0,8,800,117489642,1,257.0,8,800,1252595198,1,274.0,8,800,1089900659,1
26,317.0,8,800,612863829,1,495.0,8,800,261479353,1,255.0,8,800,2125669565,1,326.0,8,800,-107764134,1
27,318.0,8,800,248190039,1,337.0,8,800,-869909599,1,290.0,8,800,-513064757,1,256.0,8,800,-765167648,1
28,331.0,8,800,-816335001,1,300.0,8,800,-1542367824,1,303.0,8,800,-1256090607,1,326.0,8,800,-1741554979,1
29,331.0,8,800,1926494066,1,301.0,8,800,1699861285,1,318.0,8,800,828340582,1,291.0,8,800,-578087234,1
30,252.0,8,800,-728268817,1,305.0,8,800,1306703701,1,319.0,8,800,1896709737,1,311.0,8,800,-1909128529,1
31,325.0,8,800,1478138462,1,260.0,8,800,123395577,1,321.0,8,800,1601244629,1,306.0,8,800,320529874,1
32,259.0,8,800,1391082739,1,514.0,8,800,1374084312,1,250.0,8,800,910743818,1,313.0,8,800,1038072941,1
33,337.0,8,800,1657732192,1,376.0,8,800,-128023082,1,311.0,8,800,742814428,1,225.0,8,800,419645847,1
34,448.0,8,800,-1181723138,1,295.0,8,800,1202257959,1,255.0,8,800,-1488401665,1,260.0,8,800,1024750174,1
35,376.0,8,800,-1744401676,1,342.0,8,800,72181600,1,272.0,8,800,-441588760,1,368.0,8,800,1009875118,1
36,380.0,8,800,695042443,1,267.0,8,800,-884768425,1,272.0,8,800,-318555234,1,318.0,8,800,-310923366,1
37,263.0,8,800,1946413220,1,297.0,8,800,-1214510063,1,258.0,8,800,96917882,1,288.0,8,800,357467854,1
38,279.0,8,800,-247439600,1,318.0,8,800,-759954117,1,266.0,8,800,-1111382107,1,209.0,8,800,1529879690,1
39,260.0,8,800,-10764742,1,317.0,8,800,-993205403,1,199.0,8,800,222343242,1,345.0,8,800,-487440712,1
40,284.0,8,800,625917624,1,315.0,8,800,1867911772,1,262.0,8,800,-1660922558,1,334.0,8,800,-788939603,1
41,297.0,8,800,1652388237,1,506.0,8,800,-1663312110,1,275.0,8,800,1990998959,1,321.0,8,800,1506054342,1
42,325.0,8,800,-11393076,1,383.0,8,800,-885813638,1,311.0,8,800,-1310395180,1,314.0,8,800,-1912289663,1
43,313.0,8,800,1997546354,1,374.0,8,800,610351916,1,298.0,8,800,-204297867,1,266.0,8,800,-1948041510,1
44,303.0,8,800,1092042609,1,503.0,8,800,1127492008,1,295.0,8,800,-213479148,1,221.0,8,800,-714648239,1
45,337.0,8,800,1935711004,1,310.0,8,800,417060219,1,301.0,8,800,2134141472,1,260.0,8,800,-1005036640,1
46,255.0,8,800,-2026198341,1,270.0,8,800,-213257812,1,251.0,8,800,327384223,1,314.0,8,800,-100324149,1
47,238.0,8,800,-1701954751,1,263.0,8,800,764061805,1,312.0,8,800,2060592273,1,257.0,8,800,1232906159,1
48,314.0,8,800,1940517923,1,287.0,8,800,-816107578,1,250.0,8,800,2010936668,1,312.0,8,800,-1948763078,1
49,276.0,8,800,-1402000584,1,313.0,8,800,1055729180,1,263.0,8,800,-749836101,1,254.0,8,800,1460291625,1
