,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,517.0,1,623,1830378514,19,312.0,1,623,1830378514,19,317.0,1,623,1830378514,19,500.0,1,623,1830378514,19
1,257.0,1,368,880195116,12,266.0,1,368,880195116,12,257.0,1,368,880195116,12,257.0,1,368,880195116,12
2,318.0,1,160,2131092230,15,264.0,1,160,2131092230,15,318.0,1,160,2131092230,15,318.0,1,160,2131092230,15
3,213.0,1,270,-69306384,9,319.0,1,270,-69306384,9,213.0,1,270,-69306384,9,213.0,1,270,-69306384,9
4,386.0,1,418,1926051043,17,267.0,1,418,1926051043,17,386.0,1,418,1926051043,17,386.0,1,418,1926051043,17
5,346.0,1,232,-2113509016,5,222.0,1,232,-2113509016,5,346.0,1,232,-2113509016,5,346.0,1,232,-2113509016,5
6,250.0,1,174,77813203,16,325.0,1,174,77813203,16,250.0,1,174,77813203,16,250.0,1,174,77813203,16
7,378.0,1,631,374550582,57,279.0,1,631,374550582,57,280.0,1,631,374550582,57,326.0,1,631,374550582,57
8,261.0,1,376,2080742198,19,267.0,1,376,2080742198,19,220.0,1,376,2080742198,19,264.0,1,376,2080742198,19
9,368.0,1,267,-1538268286,22,292.0,1,267,-1538268286,22,368.0,1,267,-1538268286,22,368.0,1,267,-1538268286,22
10,253.0,1,261,-1009945389,24,285.0,1,261,-1009945389,24,323.0,1,261,-1009945389,24,391.0,1,261,-1009945389,24
11,464.0,1,378,-1989433588,19,289.0,1,378,-1989433588,19,464.0,1,378,-1989433588,19,464.0,1,378,-1989433588,19
12,259.0,1,255,-1215081124,13,377.0,1,255,-1215081124,13,259.0,1,255,-1215081124,13,259.0,1,255,-1215081124,13
13,387.0,1,164,-916518580,4,366.0,1,164,-916518580,4,387.0,1,164,-916518580,4,387.0,1,164,-916518580,4
14,213.0,1,242,-981648649,17,264.0,1,242,-981648649,17,213.0,1,242,-981648649,17,213.0,1,242,-981648649,17
15,317.0,1,454,1946405493,19,371.0,1,454,1946405493,19,315.0,1,454,1946405493,19,378.0,1,454,1946405493,19
16,291.0,1,559,973950948,56,494.0,1,559,973950948,56,274.0,1,559,973950948,56,364.0,1,559,973950948,56
17,335.0,1,165,-1151020351,7,315.0,1,165,-1151020351,7,335.0,1,165,-1151020351,7,335.0,1,165,-1151020351,7
18,260.0,1,351,-1256605228,32,317.0,1,351,-1256605228,32,260.0,1,351,-1256605228,32,260.0,1,351,-1256605228,32
19,270.0,1,567,-2025371120,29,324.0,1,567,-2025371120,29,255.0,1,567,-2025371120,29,383.0,1,567,-2025371120,29
20,312.0,1,327,-636884534,10,374.0,1,327,-636884534,10,258.0,1,327,-636884534,10,340.0,1,327,-636884534,10
21,261.0,1,532,-2083649272,38,260.0,1,532,-2083649272,38,262.0,1,532,-2083649272,38,317.0,1,532,-2083649272,38
22,261.0,1,336,1804280630,21,375.0,1,336,1804280630,21,262.0,1,336,1804280630,21,393.0,1,336,1804280630,21
23,322.0,1,286,-107486826,21,254.0,1,286,-107486826,21,322.0,1,286,-107486826,21,322.0,1,286,-107486826,21
24,318.0,1,163,816196782,15,341.0,1,163,816196782,15,318.0,1,163,816196782,15,318.0,1,163,816196782,15
25,509.0,1,448,902799094,14,264.0,1,448,902799094,14,360.0,1,448,902799094,14,263.0,1,448,902799094,14
26,332.0,1,350,71407048,28,273.0,1,350,71407048,28,332.0,1,350,71407048,28,332.0,1,350,71407048,28
27,276.0,1,671,249356514,34,376.0,1,671,249356514,34,395.0,1,671,249356514,34,377.0,1,671,249356514,34
28,264.0,1,544,1898796653,39,319.0,1,544,1898796653,39,392.0,1,544,1898796653,39,296.0,1,544,1898796653,39
29,263.0,1,336,-105893048,11,269.0,1,336,-105893048,11,263.0,1,336,-105893048,11,263.0,1,336,-105893048,11
30,261.0,1,389,690148456,16,319.0,1,389,690148456,16,261.0,1,389,690148456,16,261.0,1,389,690148456,16
31,258.0,1,546,-1479308859,11,361.0,1,546,-1479308859,11,315.0,1,546,-1479308859,11,259.0,1,546,-1479308859,11
32,284.0,1,161,2045411116,12,325.0,1,161,2045411116,12,284.0,1,161,2045411116,12,284.0,1,161,2045411116,12
33,274.0,1,588,-1856465136,53,504.0,1,588,-1856465136,53,398.0,1,588,-1856465136,53,315.0,1,588,-1856465136,53
34,289.0,1,684,-1901886918,55,499.0,1,684,-1901886918,55,380.0,1,684,-1901886918,55,329.0,1,684,-1901886918,55
35,273.0,1,660,-802567248,47,286.0,1,660,-802567248,47,338.0,1,660,-802567248,47,365.0,1,660,-802567248,47
36,263.0,1,183,1238598307,10,317.0,1,183,1238598307,10,263.0,1,183,1238598307,10,263.0,1,183,1238598307,10
37,266.0,1,226,749536969,7,319.0,1,226,749536969,7,261.0,1,226,749536969,7,328.0,1,226,749536969,7
38,262.0,1,318,-1198786919,29,287.0,1,318,-1198786919,29,274.0,1,318,-1198786919,29,262.0,1,318,-1198786919,29
39,265.0,1,478,-1280677173,29,498.0,1,478,-1280677173,29,379.0,1,478,-1280677173,29,301.0,1,478,-1280677173,29
40,377.0,1,433,533423341,18,487.0,1,433,533423341,18,258.0,1,433,533423341,18,313.0,1,433,533423341,18
41,320.0,1,329,-459055469,10,381.0,1,329,-459055469,10,316.0,1,329,-459055469,10,270.0,1,329,-459055469,10
42,260.0,1,304,1025846225,7,318.0,1,304,1025846225,7,281.0,1,304,1025846225,7,320.0,1,304,1025846225,7
43,206.0,1,194,2081945749,2,264.0,1,194,2081945749,2,206.0,1,194,2081945749,2,206.0,1,194,2081945749,2
44,261.0,1,212,42840780,22,382.0,1,212,42840780,22,261.0,1,212,42840780,22,261.0,1,212,42840780,22
45,318.0,1,248,-1326230473,10,288.0,1,248,-1326230473,10,318.0,1,248,-1326230473,10,318.0,1,248,-1326230473,10
46,333.0,1,674,-815020187,27,264.0,1,674,-815020187,27,271.0,1,674,-815020187,27,286.0,1,674,-815020187,27
47,261.0,1,660,-1708572548,14,260.0,1,660,-1708572548,14,340.0,1,660,-1708572548,14,281.0,1,660,-1708572548,14
48,309.0,1,578,2082958738,6,306.0,1,578,2082958738,6,258.0,1,578,2082958738,6,270.0,1,578,2082958738,6
