,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,317.0,8,800,-796167709,1,266.0,8,800,-226957104,1,309.0,8,800,1575426342,1,272.0,8,800,-544901460,1
1,374.0,8,800,488100924,1,281.0,8,800,147668159,1,317.0,8,800,919645678,1,251.0,8,800,-1588419318,1
2,269.0,8,800,-1250304137,1,293.0,8,800,1356268089,1,328.0,8,800,-2035059192,1,315.0,8,800,-472595466,1
3,311.0,8,800,-279176879,1,266.0,8,800,1368225312,1,259.0,8,800,761192158,1,260.0,8,800,-182411300,1
4,317.0,8,800,822897187,1,495.0,8,800,-2097653900,1,321.0,8,800,-230982601,1,230.0,8,800,123133752,1
5,213.0,8,800,728437155,1,262.0,8,800,-1829288548,1,266.0,8,800,1594596250,1,257.0,8,800,-966247304,1
6,293.0,8,800,-384057318,1,305.0,8,800,2048764030,1,260.0,8,800,-1412504440,1,291.0,8,800,1073533345,1
7,374.0,8,800,970312997,1,321.0,8,800,-1992446381,1,319.0,8,800,-1674839849,1,252.0,8,800,1041338909,1
8,252.0,8,800,-2070785314,1,282.0,8,800,-1914689262,1,262.0,8,800,-208566371,1,349.0,8,800,1578630575,1
9,313.0,8,800,-867258160,1,264.0,8,800,-643776359,1,282.0,8,800,-1269211358,1,315.0,8,800,1217192756,1
10,254.0,8,800,1044101288,1,263.0,8,800,-1108217203,1,415.0,8,800,-89654325,1,377.0,8,800,254903729,1
11,435.0,8,800,-268673502,1,292.0,8,800,-1217348526,1,254.0,8,800,-1076576499,1,250.0,8,800,922107976,1
12,302.0,8,800,-80725897,1,277.0,8,800,-1817266573,1,323.0,8,800,-1288222602,1,259.0,8,800,-306248914,1
13,218.0,8,800,-1210862240,1,302.0,8,800,924233512,1,255.0,8,800,-1884586293,1,249.0,8,800,-792290655,1
14,290.0,8,800,-458150917,1,374.0,8,800,1637676789,1,307.0,8,800,828296397,1,266.0,8,800,715985700,1
15,281.0,8,800,-698106082,1,523.0,8,800,1090599887,1,375.0,8,800,-1262920035,1,310.0,8,800,-1557191917,1
16,304.0,8,800,-544395733,1,306.0,8,800,-1570571915,1,257.0,8,800,-1129727088,1,252.0,8,800,1400730450,1
17,290.0,8,800,-176571499,1,278.0,8,800,-2030960043,1,388.0,8,800,-1678614816,1,237.0,8,800,67638110,1
18,322.0,8,800,-732134428,1,507.0,8,800,-1083343597,1,359.0,8,800,1477404327,1,338.0,8,800,-141873767,1
19,280.0,8,800,-1493076014,1,258.0,8,800,757639052,1,228.0,8,800,-1024477652,1,316.0,8,800,-1102179771,1
20,380.0,8,800,210310361,1,329.0,8,800,-372364543,1,256.0,8,800,-1677050034,1,253.0,8,800,-1464016695,1
21,338.0,8,800,-1899772547,1,500.0,8,800,1202939033,1,229.0,8,800,-320646348,1,314.0,8,800,-990312794,1
22,281.0,8,800,-2054620258,1,297.0,8,800,290673837,1,373.0,8,800,274710320,1,281.0,8,800,301768440,1
23,269.0,8,800,1011849224,1,268.0,8,800,331453343,1,315.0,8,800,830521002,1,239.0,8,800,1082719750,1
