,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1138542010,469,38,1,372.0,14,0,263.0,16,0,263.0,16,0,263.0,16,0
1,707450826,256,6,1,314.0,7,0,375.0,5,0,375.0,5,0,375.0,5,0
2,949383115,212,7,1,315.0,6,0,260.0,5,1,282.0,6,0,254.0,6,1
3,1906270047,623,63,1,341.0,37,0,269.0,19,5,384.0,22,0,315.0,23,8
4,2064590753,553,12,1,290.0,20,0,317.0,16,3,374.0,15,0,267.0,17,1
5,1163247668,549,33,1,396.0,15,0,304.0,15,3,264.0,15,0,325.0,17,3
6,1150600556,656,60,1,513.0,19,0,270.0,20,4,399.0,17,0,392.0,15,2
7,164647134,448,41,1,264.0,12,0,350.0,13,2,326.0,14,0,436.0,12,1
8,-51312394,334,27,1,316.0,23,0,255.0,12,0,255.0,12,0,255.0,12,0
9,1109819148,409,29,1,315.0,11,0,321.0,8,1,316.0,8,0,369.0,8,1
10,-1516723371,287,9,1,293.0,16,0,267.0,7,0,267.0,7,0,267.0,7,0
11,-1917387805,218,16,1,316.0,12,0,269.0,10,0,269.0,10,0,269.0,10,0
12,1043438031,198,18,1,253.0,4,0,314.0,6,0,314.0,6,0,314.0,6,0
13,-365512656,610,55,1,345.0,39,0,333.0,17,3,372.0,15,0,378.0,16,3
14,-29924077,177,2,1,258.0,5,0,311.0,1,0,311.0,1,0,311.0,1,0
15,-1049844884,232,19,1,317.0,12,0,326.0,5,1,263.0,6,0,317.0,5,1
16,613894875,237,5,1,313.0,8,0,320.0,7,0,320.0,7,0,320.0,7,0
17,-1035054911,581,18,1,357.0,11,0,301.0,13,8,292.0,13,0,314.0,12,4
18,854186428,599,36,1,516.0,11,0,318.0,12,5,281.0,10,0,370.0,10,4
19,-321181916,586,47,1,388.0,26,0,390.0,24,5,291.0,25,0,327.0,26,4
20,-1875293680,423,43,1,315.0,4,0,365.0,14,3,475.0,15,0,264.0,13,3
21,-806958989,693,42,1,458.0,10,0,389.0,17,6,337.0,17,0,300.0,17,7
22,1248133188,608,49,1,273.0,11,0,343.0,29,2,263.0,24,0,294.0,25,1
23,2136101527,157,11,1,379.0,1,0,267.0,3,0,267.0,3,0,267.0,3,0
24,2051098508,571,52,1,550.0,18,0,280.0,10,3,379.0,10,0,413.0,14,5
25,2082690072,698,70,1,479.0,25,0,302.0,12,13,414.0,15,0,377.0,13,6
26,-792532471,586,24,1,322.0,19,0,366.0,19,3,263.0,19,0,263.0,19,0
27,-740608148,529,27,1,500.0,11,0,366.0,24,2,275.0,22,0,290.0,21,4
28,150420074,553,6,1,309.0,22,0,266.0,20,2,321.0,22,0,305.0,23,4
29,163428936,189,8,1,253.0,4,0,302.0,6,0,302.0,6,0,302.0,6,0
30,-1350301474,283,23,1,311.0,11,0,267.0,7,1,342.0,8,0,440.0,7,1
31,2097015303,461,28,1,379.0,26,0,282.0,18,2,288.0,17,0,311.0,18,2
32,-1543487308,511,11,1,500.0,10,0,321.0,10,5,380.0,13,0,322.0,9,4
33,1806516371,643,33,1,320.0,24,0,306.0,13,3,328.0,16,0,270.0,18,4
34,-1220030656,447,14,1,316.0,22,0,314.0,22,1,315.0,24,0,331.0,24,1
35,-571104190,457,42,1,499.0,13,0,474.0,10,3,401.0,6,0,375.0,6,3
36,-1640358986,343,4,1,258.0,11,0,382.0,9,0,382.0,9,0,382.0,9,0
37,-925624645,688,14,1,446.0,18,0,271.0,25,5,330.0,20,0,301.0,31,6
38,-884324347,198,20,1,373.0,10,0,321.0,14,0,321.0,14,0,321.0,14,0
39,-1827060704,245,5,1,251.0,12,0,438.0,12,0,438.0,12,0,438.0,12,0
40,763050712,457,5,1,495.0,11,0,321.0,14,2,289.0,14,0,263.0,16,1
41,-1265064202,233,7,1,315.0,9,0,267.0,1,0,267.0,1,0,267.0,1,0
42,1227203163,187,15,1,253.0,7,0,333.0,2,0,333.0,2,0,333.0,2,0
43,48211712,536,33,1,268.0,17,0,308.0,19,4,368.0,19,0,372.0,21,3
44,1017507494,531,38,1,513.0,14,0,473.0,23,2,266.0,28,0,263.0,23,2
45,293575748,485,5,1,502.0,15,0,256.0,15,2,280.0,13,0,411.0,14,1
46,560205543,169,12,1,260.0,6,0,272.0,6,0,272.0,6,0,272.0,6,0
47,1677507439,533,27,1,493.0,23,0,435.0,28,2,264.0,29,0,312.0,27,2
48,1784037294,644,33,1,353.0,18,0,465.0,18,3,417.0,18,0,435.0,21,4
49,10393034,485,39,1,288.0,12,0,297.0,22,1,294.0,21,0,327.0,21,3
