,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1421819480,327,4,1,261.0,6,0,317.0,8,2,314.0,9,0,299.0,7,2
1,-2117423833,660,33,1,407.0,18,0,316.0,26,7,272.0,25,0,315.0,25,6
2,1851591976,273,6,1,314.0,4,0,371.0,6,0,371.0,6,0,371.0,6,0
3,-511521252,184,2,1,290.0,8,0,246.0,6,0,246.0,6,0,246.0,6,0
4,-1101320587,310,31,1,472.0,7,0,378.0,5,0,378.0,5,0,378.0,5,0
5,1588894988,191,8,1,260.0,6,0,316.0,11,0,316.0,11,0,316.0,11,0
6,-1919634599,270,9,1,259.0,12,0,262.0,7,0,262.0,7,0,262.0,7,0
7,1029156162,538,44,1,259.0,11,0,374.0,18,1,312.0,18,0,445.0,19,1
8,-1698907247,309,10,1,314.0,6,0,374.0,7,0,374.0,7,0,374.0,7,0
9,-567216336,241,22,1,319.0,7,0,257.0,5,1,259.0,7,0,488.0,7,1
10,-1371160665,666,7,1,314.0,17,0,488.0,5,3,263.0,6,0,347.0,6,6
11,996091344,345,35,1,500.0,14,0,315.0,13,0,315.0,13,0,315.0,13,0
12,901120897,508,46,1,456.0,16,0,283.0,18,1,342.0,18,0,289.0,18,1
13,1521932694,563,17,1,316.0,15,0,283.0,20,3,310.0,20,0,325.0,15,3
14,-989809357,264,14,1,365.0,9,0,327.0,5,1,258.0,5,0,261.0,7,1
15,562784669,228,10,1,259.0,6,0,256.0,10,1,252.0,11,0,326.0,13,2
16,860355235,547,22,1,376.0,18,0,320.0,24,6,266.0,18,0,289.0,18,3
17,-2020868062,192,20,1,213.0,15,0,304.0,4,0,304.0,4,0,304.0,4,0
18,1362298333,226,19,1,321.0,6,0,297.0,3,0,297.0,3,0,297.0,3,0
19,-1016144120,283,15,1,257.0,5,0,435.0,9,1,320.0,10,0,256.0,10,1
20,-1173151715,376,34,1,459.0,9,0,258.0,12,0,258.0,12,0,258.0,12,0
21,-390250269,277,6,1,377.0,7,0,266.0,7,2,319.0,9,0,318.0,8,1
22,-1377453353,630,32,1,318.0,25,0,324.0,19,11,556.0,24,0,264.0,22,7
23,866747322,348,25,1,268.0,8,0,254.0,12,0,254.0,12,0,254.0,12,0
24,-1095066702,509,51,1,315.0,7,0,270.0,14,1,270.0,16,0,316.0,17,1
25,610456225,604,37,1,352.0,22,0,268.0,16,3,292.0,15,0,342.0,17,2
26,54116344,401,5,1,348.0,10,0,254.0,20,2,267.0,13,0,276.0,16,1
27,479497865,154,8,1,253.0,4,0,263.0,4,0,263.0,4,0,263.0,4,0
28,-527955391,512,16,1,265.0,25,0,254.0,23,2,356.0,18,0,266.0,23,4
29,1135170942,388,8,1,350.0,14,0,441.0,11,2,318.0,10,0,271.0,12,2
30,-1742528564,279,20,1,266.0,12,0,263.0,7,0,263.0,7,0,263.0,7,0
31,-517048184,380,19,1,271.0,20,0,287.0,6,0,287.0,6,0,287.0,6,0
32,-1157423082,508,6,1,508.0,8,0,256.0,21,2,327.0,20,0,286.0,23,3
33,-508997107,190,19,1,353.0,5,0,259.0,5,0,259.0,5,0,259.0,5,0
34,-2097103103,349,11,1,316.0,12,0,263.0,12,0,263.0,12,0,263.0,12,0
35,-209220587,168,7,1,330.0,2,0,300.0,4,0,300.0,4,0,300.0,4,0
36,1221777437,615,37,1,487.0,16,0,389.0,23,1,326.0,26,0,281.0,23,2
37,-836430984,222,7,1,378.0,9,0,256.0,7,0,256.0,7,0,256.0,7,0
38,765472240,411,25,1,262.0,8,0,258.0,10,2,336.0,9,0,242.0,11,1
39,658004284,216,7,1,260.0,7,0,259.0,8,0,259.0,8,0,259.0,8,0
40,-79082453,166,9,1,635.0,2,0,356.0,6,0,356.0,6,0,356.0,6,0
41,261808598,649,46,1,492.0,18,0,268.0,19,2,439.0,17,0,326.0,18,3
42,1552605638,203,21,1,275.0,5,0,261.0,9,0,261.0,9,0,261.0,9,0
43,-727244585,384,16,1,495.0,6,0,489.0,10,0,489.0,10,0,489.0,10,0
44,-47590026,602,7,1,259.0,19,0,280.0,13,7,492.0,13,0,313.0,13,4
45,561931800,401,25,1,354.0,5,0,435.0,13,2,375.0,12,0,277.0,13,2
46,-117844788,305,28,1,294.0,5,0,406.0,11,0,406.0,11,0,406.0,11,0
47,1981974111,331,24,1,437.0,11,0,330.0,7,1,374.0,9,0,264.0,8,1
48,-1838983475,595,54,1,288.0,26,0,316.0,27,5,466.0,26,0,321.0,26,5
49,-1288629053,554,45,1,385.0,23,0,332.0,19,1,373.0,17,0,446.0,16,1
