,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1023309473,322.0,19,0,305.0,15,4,270.0,15,0,264.0,15,1
1,-124373037,268.0,8,0,283.0,17,4,256.0,15,0,243.0,19,2
2,-481847824,260.0,8,0,316.0,12,5,442.0,11,0,341.0,11,1
3,-1077538367,324.0,9,0,262.0,16,2,258.0,16,0,271.0,17,2
4,-143965507,393.0,7,0,260.0,24,1,235.0,24,0,320.0,24,1
5,-1426419156,322.0,11,0,256.0,5,0,256.0,5,0,256.0,5,0
6,1080723824,265.0,16,0,350.0,16,3,276.0,18,0,262.0,19,2
7,1584470256,284.0,9,0,251.0,16,6,266.0,19,0,323.0,18,0
8,-2047349970,258.0,15,0,254.0,9,3,279.0,8,0,213.0,8,2
9,184910857,259.0,20,0,265.0,22,1,261.0,29,0,262.0,21,2
10,821656581,429.0,9,0,318.0,18,3,260.0,16,0,311.0,19,3
11,-2144957827,280.0,6,0,268.0,9,3,223.0,12,0,254.0,11,2
12,-1988756764,269.0,14,0,236.0,15,1,375.0,13,0,257.0,15,1
13,-1566936575,264.0,17,0,248.0,19,4,268.0,19,0,324.0,17,3
14,-981169137,318.0,16,0,319.0,10,2,259.0,12,0,264.0,10,4
15,2077692543,256.0,12,0,288.0,8,1,255.0,9,0,283.0,8,1
16,1685252908,497.0,10,0,227.0,10,5,318.0,12,0,319.0,11,4
17,1381651518,253.0,8,0,327.0,20,2,313.0,21,0,261.0,20,2
18,900923680,305.0,11,0,207.0,13,3,278.0,17,0,255.0,13,2
19,-1151771499,318.0,22,0,324.0,9,3,261.0,8,0,267.0,8,3
20,-438159053,259.0,17,0,263.0,12,3,319.0,12,0,270.0,11,2
21,-1906209568,272.0,14,0,258.0,9,2,265.0,8,0,271.0,10,2
22,107623865,296.0,7,0,269.0,12,2,335.0,8,0,265.0,9,1
23,644696961,267.0,13,0,335.0,12,1,516.0,13,0,281.0,13,1
24,-1807129714,264.0,8,0,258.0,13,5,255.0,10,0,268.0,10,2
25,-1582924418,246.0,22,0,226.0,14,2,265.0,17,0,316.0,17,0
26,-812724675,261.0,15,0,261.0,2,3,237.0,3,0,277.0,3,2
27,1275708584,264.0,10,0,331.0,15,2,280.0,19,0,293.0,19,3
28,2035067856,350.0,12,0,257.0,10,0,257.0,10,0,257.0,10,0
29,-85043816,533.0,5,0,336.0,16,0,336.0,16,0,336.0,16,0
30,-617434182,265.0,19,0,381.0,8,3,254.0,11,0,309.0,10,4
31,-729346831,320.0,10,0,379.0,16,0,379.0,16,0,379.0,16,0
32,781405824,263.0,10,0,234.0,16,1,273.0,14,0,259.0,13,1
33,1968875233,257.0,7,0,218.0,13,2,305.0,10,0,319.0,11,2
34,-1383679859,348.0,8,0,333.0,12,2,224.0,13,0,436.0,11,2
35,-637833257,261.0,18,0,252.0,12,4,332.0,11,0,264.0,11,4
36,-501771700,270.0,14,0,259.0,11,2,264.0,16,0,239.0,14,1
37,-451363714,348.0,15,0,260.0,16,2,283.0,15,0,258.0,15,2
38,737405949,306.0,21,0,314.0,16,3,270.0,16,0,261.0,14,1
39,1840571682,271.0,10,0,264.0,10,4,261.0,11,0,301.0,11,4
40,1540615633,272.0,12,0,295.0,14,0,295.0,14,0,295.0,14,0
41,70683450,270.0,9,0,277.0,6,1,286.0,8,0,406.0,8,1
42,2122195852,257.0,19,0,258.0,18,2,393.0,19,0,446.0,18,2
43,1290206739,294.0,14,0,341.0,9,1,271.0,11,0,322.0,11,1
44,-1303405093,280.0,12,0,293.0,9,1,239.0,9,0,268.0,11,1
45,-2025508957,265.0,20,0,256.0,12,3,387.0,13,0,218.0,12,4
46,2139878069,294.0,18,0,265.0,12,3,414.0,10,0,257.0,13,2
47,-1007750012,291.0,7,0,317.0,10,2,260.0,10,0,259.0,11,2
48,2096302124,413.0,11,0,254.0,17,5,295.0,19,0,283.0,17,3
49,-676718733,280.0,10,0,201.0,18,5,295.0,17,0,262.0,16,4
