,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,79939007,300.0,12,0,265.0,15,4,251.0,17,0,257.0,15,3
1,-1582048651,326.0,12,0,278.0,10,3,253.0,11,0,279.0,12,3
2,557913461,314.0,19,0,381.0,13,1,320.0,15,0,327.0,15,1
3,891831259,254.0,21,0,402.0,21,1,271.0,20,0,263.0,20,1
4,-1788805856,400.0,20,0,256.0,10,1,281.0,11,0,290.0,11,1
5,871562092,259.0,11,0,261.0,13,2,369.0,15,0,276.0,12,0
6,841265607,337.0,14,0,260.0,12,2,323.0,11,0,310.0,9,3
7,1987222625,326.0,16,0,266.0,18,1,378.0,17,0,259.0,15,1
8,604389883,308.0,18,0,333.0,22,1,297.0,20,0,310.0,22,0
9,1109985040,339.0,13,0,239.0,12,2,256.0,15,0,233.0,15,1
10,-239918619,263.0,16,0,290.0,15,0,290.0,15,0,290.0,15,0
11,-2102063576,275.0,10,0,322.0,16,3,312.0,15,0,313.0,15,2
12,-1180492407,260.0,12,0,263.0,19,0,263.0,19,0,263.0,19,0
13,-1143033181,259.0,13,0,306.0,12,3,309.0,12,0,218.0,15,1
14,-631397922,263.0,9,0,262.0,6,1,308.0,6,0,253.0,6,1
15,360690563,381.0,30,0,272.0,19,1,343.0,19,0,208.0,19,1
16,1856981218,314.0,20,0,277.0,18,1,257.0,18,0,291.0,18,1
17,-456753319,267.0,17,0,263.0,14,4,345.0,15,0,257.0,10,2
18,-611584036,506.0,13,0,256.0,14,0,256.0,14,0,256.0,14,0
19,-2129059910,261.0,16,0,222.0,5,5,501.0,6,0,391.0,8,0
20,264823832,254.0,19,0,256.0,14,0,256.0,14,0,256.0,14,0
21,302961322,352.0,23,0,334.0,22,3,260.0,22,0,272.0,20,3
22,2072924895,316.0,10,0,267.0,16,3,327.0,18,0,290.0,19,1
23,-588957164,270.0,14,0,258.0,26,1,331.0,20,0,277.0,26,2
24,733345570,271.0,16,0,254.0,14,3,375.0,12,0,258.0,12,2
