,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,197525971,326.0,14,0,256.0,17,1,263.0,19,0,256.0,21,1
1,378450474,275.0,8,0,274.0,16,4,331.0,17,0,258.0,20,1
2,1991256537,273.0,17,0,241.0,8,2,353.0,8,0,231.0,8,2
3,1612185202,261.0,17,0,328.0,10,0,328.0,10,0,328.0,10,0
4,-686037795,318.0,3,0,219.0,26,1,253.0,28,0,259.0,33,0
5,748542518,264.0,10,0,261.0,19,3,239.0,19,0,283.0,19,2
6,-1048469354,343.0,19,0,264.0,12,4,261.0,11,0,373.0,16,2
7,-1896480690,256.0,10,0,260.0,21,3,314.0,22,0,317.0,23,1
8,-376754182,313.0,11,0,273.0,23,1,260.0,20,0,247.0,21,1
9,-404809861,498.0,12,0,348.0,14,2,273.0,13,0,249.0,17,1
10,-675624049,504.0,13,0,394.0,13,2,282.0,10,0,256.0,12,2
11,-564699351,276.0,8,0,287.0,14,0,287.0,14,0,287.0,14,0
12,64369371,311.0,14,0,281.0,6,3,294.0,7,0,268.0,4,1
13,-67552000,376.0,11,0,251.0,11,0,251.0,11,0,251.0,11,0
14,1908784153,260.0,9,0,259.0,18,1,279.0,18,0,365.0,21,1
15,58669657,298.0,12,0,289.0,10,2,259.0,9,0,267.0,9,2
16,1603251721,272.0,11,0,283.0,10,0,283.0,10,0,283.0,10,0
17,1596325515,286.0,17,0,336.0,21,1,425.0,19,0,253.0,23,1
18,-139197268,266.0,12,0,261.0,19,1,254.0,19,0,292.0,20,1
19,708167400,311.0,8,0,262.0,9,2,269.0,10,0,260.0,9,0
20,1589926643,354.0,10,0,321.0,16,2,369.0,16,0,276.0,16,1
21,-1724133255,283.0,7,0,222.0,14,2,421.0,10,0,259.0,12,1
22,-632296762,311.0,13,0,330.0,14,5,285.0,12,0,353.0,11,1
23,1706345705,337.0,12,0,266.0,15,1,316.0,11,0,264.0,11,1
24,725209566,499.0,20,0,265.0,15,0,265.0,15,0,265.0,15,0
25,2117105763,254.0,23,0,256.0,13,3,208.0,13,0,256.0,13,2
26,1560174810,261.0,15,0,376.0,14,1,286.0,11,0,219.0,13,1
27,1972715862,266.0,18,0,286.0,10,1,217.0,8,0,283.0,11,1
28,2118052919,262.0,14,0,204.0,14,1,257.0,15,0,260.0,14,1
29,-1044897897,267.0,12,0,248.0,14,1,267.0,13,0,268.0,14,1
30,-1632805831,375.0,20,0,263.0,17,1,346.0,17,0,382.0,17,1
31,-2000453840,257.0,10,0,321.0,13,2,305.0,14,0,296.0,14,2
32,-1204390138,272.0,12,0,269.0,10,3,259.0,10,0,213.0,13,2
33,-1228403092,320.0,10,0,355.0,11,3,258.0,12,0,257.0,11,1
34,-360986731,257.0,7,0,257.0,16,2,373.0,16,0,259.0,16,1
35,1735705616,320.0,11,0,271.0,12,2,309.0,11,0,275.0,11,2
36,-918326562,262.0,24,0,271.0,14,3,300.0,15,0,262.0,14,4
37,332840337,274.0,13,0,330.0,18,0,330.0,18,0,330.0,18,0
38,2063844428,382.0,12,0,234.0,15,3,324.0,10,0,253.0,10,2
39,-1743821868,380.0,11,0,258.0,13,1,312.0,15,0,253.0,15,2
40,1118778762,256.0,19,0,256.0,10,0,256.0,10,0,256.0,10,0
41,-662262812,281.0,14,0,315.0,12,5,257.0,14,0,256.0,14,6
42,-459265099,275.0,7,0,217.0,15,1,264.0,14,0,365.0,15,1
43,1925185782,259.0,20,0,265.0,10,3,266.0,10,0,206.0,10,3
44,2023884367,264.0,20,0,258.0,15,2,268.0,15,0,270.0,15,2
45,1752910829,268.0,14,0,259.0,8,2,402.0,8,0,314.0,8,3
46,681308042,317.0,14,0,288.0,17,3,386.0,15,0,253.0,17,2
47,2078181851,403.0,19,0,260.0,14,2,314.0,16,0,207.0,15,1
48,-1382245434,262.0,15,0,262.0,21,1,269.0,14,0,329.0,17,2
49,-1201834367,258.0,15,0,317.0,10,1,260.0,9,0,265.0,13,2
50,-1725875423,492.0,12,0,302.0,6,4,356.0,9,0,321.0,10,1
51,925130092,265.0,16,0,214.0,25,3,296.0,18,0,375.0,22,2
52,1416906097,268.0,8,0,377.0,6,3,261.0,7,0,322.0,7,2
53,-505348254,266.0,7,0,267.0,17,1,257.0,17,0,335.0,17,1
54,1716416837,265.0,11,0,260.0,11,1,283.0,11,0,302.0,8,1
55,650586526,258.0,14,0,309.0,11,3,365.0,10,0,310.0,10,0
56,-2032163394,218.0,13,0,258.0,14,2,325.0,14,0,261.0,15,2
57,-494087269,263.0,14,0,338.0,20,1,277.0,21,0,333.0,22,1
58,-1514913578,378.0,24,0,256.0,11,1,255.0,10,0,394.0,10,1
59,881099268,313.0,14,0,438.0,16,1,442.0,15,0,272.0,20,1
60,-1082294530,261.0,14,0,319.0,15,2,261.0,20,0,261.0,18,2
61,1724326532,256.0,12,0,248.0,15,1,363.0,14,0,276.0,13,1
62,-1478370140,283.0,9,0,447.0,11,6,305.0,13,0,257.0,13,2
63,-136683638,281.0,5,0,375.0,16,1,378.0,13,0,253.0,14,2
64,-680415550,260.0,9,0,359.0,8,2,248.0,3,0,256.0,3,3
65,-1523791593,310.0,15,0,277.0,13,2,389.0,15,0,400.0,20,2
66,-1502156945,264.0,27,0,373.0,11,2,266.0,10,0,259.0,8,0
67,1428889534,313.0,10,0,323.0,6,2,278.0,7,0,260.0,6,2
68,1906256404,302.0,14,0,352.0,12,3,259.0,15,0,280.0,12,3
69,-1736187230,277.0,17,0,329.0,14,1,355.0,12,0,254.0,16,0
70,-576515874,274.0,11,0,323.0,10,4,256.0,11,0,253.0,10,3
71,-887896873,326.0,16,0,303.0,9,4,256.0,9,0,260.0,9,4
72,1441248317,322.0,15,0,376.0,19,1,335.0,22,0,255.0,22,2
73,1886283734,258.0,18,0,284.0,13,2,266.0,13,0,261.0,12,1
74,1471078199,260.0,15,0,346.0,14,2,233.0,15,0,265.0,13,2
75,1849005545,278.0,12,0,270.0,14,2,286.0,15,0,238.0,13,3
76,-2098821380,272.0,13,0,210.0,14,2,307.0,12,0,319.0,15,2
77,-229930703,271.0,19,0,280.0,14,1,274.0,12,0,298.0,14,2
78,-1866919219,507.0,12,0,256.0,15,2,439.0,14,0,320.0,14,1
79,1997461612,317.0,13,0,371.0,7,4,316.0,7,0,264.0,9,4
80,1519385991,396.0,7,0,261.0,10,0,261.0,10,0,261.0,10,0
81,1596508064,277.0,7,0,345.0,13,0,345.0,13,0,345.0,13,0
82,486310128,267.0,15,0,332.0,10,2,267.0,8,0,308.0,10,1
83,-2091173190,506.0,12,0,260.0,20,2,302.0,20,0,264.0,20,2
84,844110525,266.0,10,0,264.0,12,1,266.0,12,0,271.0,14,0
85,587017228,256.0,14,0,221.0,13,3,263.0,15,0,322.0,14,3
86,807603681,265.0,16,0,264.0,16,2,378.0,15,0,270.0,14,2
87,-1490592014,313.0,11,0,270.0,8,1,261.0,10,0,312.0,10,2
88,1350338560,255.0,11,0,257.0,17,1,297.0,19,0,264.0,21,0
89,-170694610,264.0,12,0,274.0,16,3,271.0,17,0,264.0,21,2
90,-1026253330,262.0,5,0,256.0,11,0,256.0,11,0,256.0,11,0
91,118719383,332.0,12,0,354.0,12,1,256.0,13,0,262.0,14,1
92,-2011908426,265.0,12,0,315.0,16,1,254.0,16,0,291.0,16,1
93,-2100644715,248.0,24,0,314.0,15,3,260.0,14,0,298.0,15,2
94,676387768,317.0,23,0,331.0,15,1,273.0,12,0,322.0,11,1
95,571050186,252.0,6,0,216.0,11,2,314.0,11,0,264.0,11,1
96,947873394,267.0,13,0,314.0,14,1,269.0,14,0,262.0,19,1
97,-84682652,264.0,10,0,266.0,9,3,293.0,9,0,271.0,8,2
98,-204456066,344.0,16,0,385.0,15,1,405.0,15,0,270.0,20,1
99,-567098666,268.0,12,0,213.0,14,4,345.0,13,0,301.0,12,0
