,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-796167709,800,1,8,352.0,29,0,260.0,28,22,328.0,27,0,218.0,28,21
1,488100924,800,1,8,572.0,35,0,289.0,22,19,1242.0,25,0,261.0,24,5
2,-1250304137,800,1,8,398.0,21,0,338.0,36,16,289.0,38,0,231.0,38,16
3,-279176879,800,1,8,435.0,15,0,250.0,39,9,467.0,34,0,252.0,36,9
4,822897187,800,1,8,309.0,23,0,260.0,23,11,321.0,23,0,352.0,21,8
5,728437155,800,1,8,461.0,30,0,382.0,25,13,310.0,24,0,263.0,23,11
6,-384057318,800,1,8,440.0,18,0,275.0,23,18,289.0,23,0,316.0,23,17
7,970312997,800,1,8,296.0,29,0,331.0,25,11,563.0,27,0,268.0,22,2
8,-2070785314,800,1,8,622.0,19,0,264.0,24,10,328.0,23,0,325.0,22,10
9,-867258160,800,1,8,306.0,22,0,754.0,24,14,993.0,24,0,269.0,24,10
10,1044101288,800,1,8,289.0,24,0,378.0,18,9,324.0,19,0,316.0,20,3
11,-268673502,800,1,8,808.0,38,0,255.0,24,8,389.0,26,0,437.0,25,9
12,-80725897,800,1,8,618.0,20,0,258.0,26,11,319.0,25,0,449.0,24,5
13,-1210862240,800,1,8,650.0,20,0,256.0,22,17,363.0,22,0,313.0,22,3
14,-458150917,800,1,8,520.0,25,0,264.0,24,13,291.0,23,0,357.0,25,7
15,-698106082,800,1,8,314.0,28,0,282.0,14,27,328.0,13,0,279.0,11,18
16,-544395733,800,1,8,306.0,26,0,255.0,18,11,308.0,19,0,315.0,21,11
17,-176571499,800,1,8,294.0,24,0,321.0,23,15,308.0,22,0,263.0,25,6
18,-732134428,800,1,8,314.0,29,0,261.0,14,23,324.0,17,0,249.0,17,7
19,-1493076014,800,1,8,540.0,35,0,282.0,15,18,655.0,15,0,257.0,15,10
20,210310361,800,1,8,305.0,20,0,250.0,29,13,298.0,26,0,302.0,27,6
21,-1899772547,800,1,8,321.0,18,0,258.0,12,20,301.0,14,0,261.0,12,19
22,-2054620258,800,1,8,388.0,17,0,263.0,20,15,312.0,25,0,314.0,23,11
23,1011849224,800,1,8,762.0,30,0,264.0,39,16,296.0,35,0,305.0,36,7
24,-67001872,800,1,8,306.0,37,0,233.0,18,12,307.0,16,0,264.0,17,10
25,-1748348527,800,1,8,310.0,21,0,257.0,19,23,314.0,21,0,253.0,16,21
26,-1273842370,800,1,8,727.0,16,0,313.0,19,14,285.0,18,0,291.0,15,12
27,-313066193,800,1,8,722.0,21,0,271.0,25,13,285.0,23,0,250.0,27,6
28,-793213134,800,1,8,301.0,26,0,254.0,13,21,308.0,14,0,260.0,16,16
29,526930960,800,1,8,487.0,22,0,225.0,19,14,301.0,19,0,299.0,19,3
30,263940604,800,1,8,301.0,23,0,375.0,24,15,551.0,32,0,329.0,27,11
31,-452985006,800,1,8,324.0,20,0,251.0,33,3,244.0,29,0,308.0,33,3
32,-1667161859,800,1,8,319.0,25,0,253.0,22,20,315.0,23,0,410.0,22,18
33,-2126192619,800,1,8,529.0,31,0,262.0,29,13,290.0,29,0,228.0,30,8
34,-1594181927,800,1,8,285.0,21,0,301.0,17,15,314.0,18,0,315.0,16,6
35,237308890,800,1,8,319.0,12,0,252.0,19,14,312.0,15,0,290.0,20,8
36,-740446010,800,1,8,371.0,15,0,314.0,21,10,309.0,21,0,317.0,21,10
37,2061409004,800,1,8,708.0,21,0,262.0,25,5,299.0,19,0,265.0,18,9
38,654896667,800,1,8,508.0,16,0,269.0,22,31,298.0,21,0,276.0,25,8
39,-1597264616,800,1,8,309.0,25,0,267.0,49,7,345.0,41,0,262.0,47,4
40,-1014620239,800,1,8,607.0,16,0,265.0,22,23,323.0,25,0,263.0,22,24
41,-495095112,800,1,8,746.0,23,0,313.0,20,12,227.0,21,0,374.0,27,6
42,1850873539,800,1,8,332.0,24,0,228.0,23,9,302.0,24,0,216.0,23,7
43,2129674133,800,1,8,738.0,23,0,254.0,19,12,323.0,21,0,277.0,25,7
44,-1107154806,800,1,8,299.0,23,0,386.0,21,11,597.0,23,0,311.0,21,13
45,171385328,800,1,8,680.0,24,0,286.0,15,15,317.0,14,0,266.0,16,12
46,-436008654,800,1,8,288.0,19,0,260.0,39,7,281.0,38,0,276.0,35,10
47,1385496558,800,1,8,322.0,17,0,360.0,23,6,310.0,24,0,248.0,26,4
48,1019730425,800,1,8,309.0,22,0,261.0,18,28,260.0,15,0,261.0,15,14
49,1829174928,800,1,8,318.0,16,0,311.0,38,7,1018.0,49,0,269.0,43,5
