,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1071065443,284.0,18,0,323.0,9,0,323.0,9,0,323.0,9,0
1,1841823204,257.0,16,0,278.0,11,2,343.0,13,0,314.0,12,1
2,-1507904650,267.0,14,0,264.0,16,6,328.0,14,0,265.0,13,0
3,-1922333002,328.0,15,0,257.0,18,1,290.0,16,0,318.0,16,1
4,343528110,256.0,17,0,254.0,15,7,333.0,11,0,256.0,14,2
5,-393457603,529.0,12,0,255.0,12,0,255.0,12,0,255.0,12,0
6,811126170,254.0,7,0,307.0,7,1,314.0,8,0,260.0,8,1
7,217350488,384.0,11,0,324.0,10,4,275.0,9,0,220.0,10,2
8,1420246848,306.0,10,0,313.0,8,1,277.0,7,0,341.0,8,1
9,-438429197,311.0,9,0,206.0,17,4,320.0,19,0,315.0,20,1
10,85373686,307.0,9,0,262.0,12,2,307.0,12,0,293.0,17,3
11,-555358541,499.0,12,0,265.0,8,0,265.0,8,0,265.0,8,0
12,1272274092,259.0,16,0,258.0,16,2,271.0,14,0,275.0,11,2
13,-1978922739,561.0,17,0,290.0,5,3,280.0,5,0,382.0,7,2
14,919978149,264.0,11,0,262.0,14,1,274.0,14,0,279.0,13,1
15,1217029541,307.0,11,0,282.0,14,3,442.0,15,0,257.0,13,3
16,-112309230,313.0,9,0,255.0,12,5,333.0,12,0,324.0,11,3
17,1777296634,293.0,7,0,366.0,11,1,218.0,10,0,214.0,10,0
18,-1403073561,278.0,9,0,261.0,10,2,279.0,9,0,320.0,8,1
19,-1767778719,273.0,11,0,216.0,9,2,259.0,7,0,251.0,10,1
20,-1958200600,262.0,13,0,336.0,13,2,307.0,14,0,271.0,15,0
21,1652298268,269.0,14,0,327.0,7,2,262.0,7,0,263.0,8,2
22,-1926950854,266.0,7,0,214.0,8,3,258.0,7,0,295.0,8,2
23,-85058026,262.0,17,0,217.0,17,2,267.0,16,0,285.0,16,2
24,-64617427,216.0,39,0,207.0,9,0,207.0,9,0,207.0,9,0
25,-24626014,268.0,14,0,319.0,17,3,260.0,16,0,366.0,16,3
26,-235530183,263.0,18,0,261.0,11,1,267.0,11,0,317.0,13,1
27,-1300236915,261.0,9,0,219.0,8,1,253.0,7,0,262.0,6,1
28,1923254127,254.0,15,0,216.0,16,2,300.0,17,0,393.0,16,2
29,456748444,254.0,9,0,220.0,8,3,258.0,7,0,316.0,7,3
30,1710134920,264.0,16,0,259.0,16,2,305.0,19,0,207.0,18,1
31,916416357,256.0,11,0,260.0,17,0,260.0,17,0,260.0,17,0
32,2034253898,355.0,22,0,255.0,18,2,276.0,17,0,303.0,17,2
33,-700006098,267.0,22,0,434.0,19,2,259.0,20,0,317.0,19,2
34,-1929751641,270.0,11,0,259.0,22,4,209.0,22,0,327.0,22,2
35,1090460690,268.0,13,0,219.0,12,3,261.0,12,0,257.0,17,1
36,1204978675,264.0,9,0,280.0,26,1,313.0,21,0,262.0,27,1
37,1696121804,313.0,10,0,227.0,14,3,367.0,10,0,253.0,12,1
38,475625659,319.0,16,0,361.0,16,1,322.0,16,0,290.0,14,2
39,-1610768758,261.0,13,0,202.0,9,2,253.0,8,0,254.0,11,1
40,-2121540631,264.0,7,0,287.0,17,1,251.0,15,0,314.0,16,1
41,-394308113,269.0,12,0,213.0,12,2,421.0,12,0,314.0,15,1
42,1133641813,265.0,10,0,257.0,10,1,260.0,10,0,282.0,9,1
43,685808394,264.0,16,0,210.0,14,0,210.0,14,0,210.0,14,0
44,798014453,268.0,11,0,396.0,14,3,313.0,12,0,264.0,15,2
45,-1205098752,425.0,12,0,260.0,13,2,298.0,10,0,441.0,12,2
46,-1657800736,262.0,7,0,262.0,9,1,304.0,10,0,264.0,8,1
47,1053815459,703.0,10,0,254.0,17,2,260.0,13,0,238.0,18,2
48,1336059025,268.0,6,0,290.0,12,1,256.0,11,0,260.0,12,1
49,184459096,272.0,21,0,223.0,14,2,334.0,17,0,294.0,19,3
50,-1353788482,257.0,14,0,277.0,11,3,335.0,11,0,323.0,11,3
51,-1444573714,271.0,6,0,217.0,2,2,258.0,3,0,286.0,3,5
52,-301350918,291.0,13,0,234.0,14,2,264.0,15,0,270.0,14,2
53,-1142510317,280.0,13,0,258.0,15,1,313.0,14,0,209.0,14,1
54,1003324593,280.0,6,0,374.0,13,2,353.0,14,0,302.0,10,3
55,1326596437,263.0,16,0,253.0,13,0,253.0,13,0,253.0,13,0
56,378195238,255.0,11,0,266.0,25,2,360.0,23,0,304.0,26,2
57,-396768188,283.0,11,0,252.0,11,2,268.0,10,0,222.0,10,2
58,-48243703,259.0,12,0,353.0,15,2,305.0,17,0,313.0,16,2
59,-416177463,270.0,12,0,274.0,11,0,274.0,11,0,274.0,11,0
60,33204904,268.0,25,0,264.0,15,2,274.0,17,0,255.0,18,0
61,-1020002501,268.0,9,0,314.0,14,3,297.0,15,0,305.0,13,1
62,-2047083568,256.0,18,0,259.0,12,0,259.0,12,0,259.0,12,0
63,-905490356,252.0,11,0,229.0,13,2,379.0,10,0,269.0,12,2
64,1751222689,298.0,14,0,266.0,14,3,360.0,15,0,316.0,14,1
65,-278908960,263.0,13,0,264.0,10,1,268.0,12,0,334.0,12,3
66,1155775138,329.0,11,0,246.0,10,0,246.0,10,0,246.0,10,0
67,-1932234711,323.0,18,0,273.0,13,1,271.0,13,0,280.0,13,1
68,-492027838,285.0,11,0,363.0,18,2,292.0,14,0,333.0,19,1
69,814639205,269.0,8,0,372.0,12,0,372.0,12,0,372.0,12,0
70,155952971,737.0,11,0,259.0,19,1,257.0,19,0,274.0,19,1
71,-1069260017,268.0,12,0,313.0,12,3,267.0,16,0,416.0,11,1
72,305159765,269.0,16,0,258.0,14,0,258.0,14,0,258.0,14,0
73,1762069718,305.0,19,0,260.0,15,7,287.0,18,0,270.0,14,3
74,-1153060311,579.0,14,0,272.0,26,2,259.0,24,0,229.0,27,1
75,1115921667,221.0,7,0,253.0,15,2,250.0,18,0,325.0,19,2
76,-1700477765,267.0,18,0,251.0,13,3,348.0,14,0,304.0,17,1
77,-1099337477,256.0,17,0,248.0,12,2,263.0,12,0,261.0,12,2
78,236349180,272.0,14,0,277.0,15,1,268.0,14,0,415.0,15,0
79,178569227,262.0,11,0,317.0,14,2,231.0,14,0,263.0,16,2
