,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1327020884,566,23,1,377.0,14,0,352.0,8,5,260.0,8,0,380.0,7,5
1,-521774519,468,38,1,1031.0,4,0,381.0,9,4,332.0,10,0,317.0,10,3
2,427457744,472,43,1,311.0,13,0,323.0,16,2,265.0,16,0,324.0,17,4
3,1096462758,615,62,1,495.0,24,0,220.0,10,9,342.0,10,0,283.0,10,9
4,-697349094,548,33,1,268.0,18,0,261.0,24,4,387.0,27,0,261.0,24,4
5,-2083487686,365,11,1,405.0,6,0,440.0,3,3,270.0,2,0,276.0,2,1
6,1860754808,332,7,1,365.0,13,0,322.0,10,0,322.0,10,0,322.0,10,0
7,-936857500,534,33,1,302.0,18,0,263.0,11,5,488.0,12,0,320.0,12,4
8,116436986,391,4,1,310.0,4,0,339.0,5,2,262.0,5,0,325.0,6,0
9,1210562291,605,37,1,283.0,16,0,302.0,28,7,447.0,30,0,441.0,26,8
10,-1174693568,492,30,1,330.0,8,0,315.0,23,0,315.0,23,0,315.0,23,0
11,366249669,576,52,1,335.0,16,0,278.0,9,8,284.0,9,0,274.0,9,8
12,-1046640680,188,4,1,302.0,4,0,221.0,6,0,221.0,6,0,221.0,6,0
13,349745821,501,6,1,314.0,18,0,314.0,14,1,263.0,10,0,303.0,15,3
14,-242074543,216,20,1,308.0,7,0,278.0,4,0,278.0,4,0,278.0,4,0
15,-1073152652,660,66,1,412.0,15,0,388.0,29,6,291.0,25,0,319.0,25,9
16,-1900830476,225,12,1,259.0,5,0,381.0,5,0,381.0,5,0,381.0,5,0
17,-802347944,269,3,1,317.0,11,0,310.0,17,0,310.0,17,0,310.0,17,0
18,1945726558,483,15,1,489.0,19,0,269.0,13,3,524.0,14,0,348.0,14,2
19,345125373,577,12,1,418.0,24,0,309.0,10,3,365.0,10,0,220.0,12,3
20,365253587,236,22,1,375.0,3,0,258.0,4,1,220.0,5,0,491.0,4,1
21,-506681512,287,3,1,316.0,4,0,391.0,6,2,375.0,7,0,262.0,7,0
22,-743975369,590,59,1,327.0,11,0,265.0,12,1,329.0,14,0,313.0,14,2
23,-1437611895,577,41,1,289.0,20,0,478.0,12,4,473.0,13,0,438.0,10,4
24,-1766040550,155,8,1,274.0,5,0,257.0,7,0,257.0,7,0,257.0,7,0
25,930371541,399,8,1,319.0,13,0,224.0,9,4,423.0,9,0,317.0,9,5
26,-1267546252,446,45,1,643.0,10,0,399.0,16,1,343.0,15,0,313.0,15,1
27,-1334480564,167,16,1,250.0,11,0,253.0,4,0,253.0,4,0,253.0,4,0
28,-1960906972,614,62,1,399.0,17,0,321.0,23,3,270.0,28,0,319.0,29,4
29,1326764688,390,36,1,328.0,23,0,377.0,17,0,377.0,17,0,377.0,17,0
30,-2117729581,239,20,1,261.0,4,0,322.0,7,0,322.0,7,0,322.0,7,0
31,1425338824,666,27,1,322.0,20,0,258.0,17,5,290.0,14,0,346.0,16,10
32,-1871621722,647,59,1,504.0,14,0,423.0,20,11,567.0,35,0,280.0,25,3
33,-128901592,340,7,1,316.0,11,0,384.0,9,1,313.0,10,0,321.0,10,3
34,-1742256238,288,6,1,255.0,11,0,270.0,6,0,270.0,6,0,270.0,6,0
35,2026359203,618,7,1,729.0,19,0,269.0,17,2,316.0,20,0,265.0,16,3
36,2005239816,399,16,1,316.0,12,0,257.0,11,0,257.0,11,0,257.0,11,0
37,-192755802,358,15,1,282.0,12,0,350.0,8,2,486.0,7,0,460.0,5,1
38,-1166524309,173,11,1,323.0,3,0,254.0,4,0,254.0,4,0,254.0,4,0
39,-1603180737,663,47,1,382.0,21,0,294.0,24,9,341.0,24,0,269.0,25,7
40,538279870,333,34,1,1058.0,11,0,265.0,11,1,265.0,11,0,326.0,13,1
41,-803393685,541,17,1,365.0,10,0,339.0,15,2,293.0,14,0,263.0,12,3
42,-974931250,659,60,1,274.0,18,0,241.0,15,5,320.0,17,0,359.0,16,2
43,-608947995,467,10,1,564.0,15,0,286.0,12,5,263.0,13,0,262.0,10,2
44,-263012897,405,29,1,357.0,17,0,298.0,8,3,261.0,9,0,286.0,7,2
45,-247311101,279,6,1,261.0,7,0,313.0,7,0,313.0,7,0,313.0,7,0
46,-1391490096,224,14,1,317.0,2,0,255.0,7,0,255.0,7,0,255.0,7,0
47,-1302725446,382,31,1,289.0,8,0,403.0,16,0,403.0,16,0,403.0,16,0
48,1775972688,391,24,1,497.0,12,0,311.0,14,1,307.0,21,0,335.0,21,3
49,-293711250,557,51,1,372.0,16,0,307.0,20,9,314.0,19,0,264.0,18,5
