,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1789817929,232,7,256.0,6,0,265.0,9,0,265.0,9,0,265.0,9,0
1,1216679487,349,11,266.0,9,0,274.0,11,1,236.0,8,0,254.0,7,1
2,-1571962945,352,22,504.0,5,0,279.0,11,0,279.0,11,0,279.0,11,0
3,-1417786741,327,27,262.0,6,0,213.0,6,2,283.0,8,0,252.0,8,2
4,891136040,345,7,312.0,9,0,262.0,12,1,262.0,9,0,279.0,9,1
5,-1381594923,493,50,497.0,11,0,378.0,20,2,360.0,17,0,235.0,19,3
6,-1703297350,264,11,259.0,3,0,209.0,9,0,209.0,9,0,209.0,9,0
7,-224878316,688,7,320.0,21,0,326.0,15,6,268.0,13,0,266.0,15,6
8,-1785959186,593,6,377.0,21,0,283.0,9,3,264.0,10,0,285.0,10,3
9,1879605112,459,46,269.0,11,0,262.0,10,4,297.0,9,0,276.0,10,4
10,-1158482852,421,13,272.0,9,0,272.0,14,1,332.0,16,0,362.0,16,1
11,856749269,407,17,377.0,6,0,251.0,12,1,220.0,12,0,218.0,12,1
12,1630880433,579,29,281.0,22,0,317.0,12,1,350.0,12,0,245.0,14,1
13,-1795989060,201,7,253.0,6,0,255.0,2,0,255.0,2,0,255.0,2,0
14,-1572200882,654,7,297.0,11,0,268.0,19,5,248.0,16,0,313.0,17,7
15,-1939470740,321,17,267.0,10,0,254.0,11,1,275.0,9,0,315.0,12,1
16,155368622,508,31,283.0,14,0,273.0,25,0,273.0,25,0,273.0,25,0
17,1976037969,690,14,282.0,16,0,286.0,20,3,341.0,17,0,312.0,19,4
18,78621964,333,10,275.0,11,0,265.0,21,0,265.0,21,0,265.0,21,0
19,1416304977,506,36,262.0,14,0,258.0,14,2,256.0,15,0,257.0,14,2
20,-1901910033,206,11,250.0,2,0,313.0,7,0,313.0,7,0,313.0,7,0
21,-615266078,395,24,293.0,8,0,262.0,20,3,259.0,20,0,312.0,18,3
22,-597470563,378,31,510.0,11,0,256.0,17,0,256.0,17,0,256.0,17,0
23,2072562631,532,27,264.0,11,0,259.0,14,3,257.0,15,0,321.0,15,3
24,-182214114,672,48,262.0,24,0,260.0,17,6,347.0,20,0,296.0,26,6
25,-850963015,591,54,314.0,18,0,315.0,25,2,257.0,21,0,331.0,21,2
26,1716903444,175,2,249.0,4,0,269.0,8,0,269.0,8,0,269.0,8,0
27,1323813042,521,16,294.0,13,0,272.0,10,1,502.0,11,0,270.0,10,2
28,-986791907,416,21,289.0,11,0,403.0,10,2,261.0,9,0,379.0,11,2
29,1734298589,689,49,296.0,17,0,283.0,27,1,317.0,28,0,260.0,34,3
30,-1041089658,257,21,254.0,9,0,256.0,6,0,256.0,6,0,256.0,6,0
31,-334909368,374,4,316.0,13,0,259.0,13,0,259.0,13,0,259.0,13,0
32,1393906337,534,38,326.0,13,0,233.0,12,3,297.0,13,0,266.0,15,3
33,-422300384,555,23,264.0,16,0,232.0,16,1,298.0,16,0,265.0,16,2
34,-1727568554,697,14,374.0,20,0,306.0,11,6,211.0,15,0,276.0,12,4
35,-2110729162,224,12,210.0,6,0,265.0,5,0,265.0,5,0,265.0,5,0
36,95002814,391,28,256.0,10,0,318.0,11,1,281.0,10,0,208.0,10,1
37,-565267805,522,21,266.0,18,0,315.0,14,0,315.0,14,0,315.0,14,0
38,1626704130,263,11,297.0,8,0,258.0,7,2,260.0,7,0,228.0,9,2
39,-309567697,658,60,297.0,44,0,264.0,20,4,256.0,19,0,305.0,20,6
40,-685454240,601,49,255.0,16,0,265.0,24,0,265.0,24,0,265.0,24,0
41,1577614344,516,52,302.0,16,0,269.0,25,2,327.0,21,0,256.0,21,2
42,-1787568030,276,20,417.0,14,0,254.0,13,0,254.0,13,0,254.0,13,0
43,-2144849729,273,14,274.0,15,0,313.0,3,0,313.0,3,0,313.0,3,0
44,-919722393,528,11,262.0,20,0,284.0,14,0,284.0,14,0,284.0,14,0
45,195808721,676,7,283.0,15,0,314.0,26,5,260.0,24,0,228.0,22,3
46,-286142630,329,20,259.0,8,0,260.0,11,0,260.0,11,0,260.0,11,0
47,1194981404,629,57,461.0,13,0,273.0,26,4,288.0,25,0,289.0,30,4
48,-643360995,275,3,312.0,7,0,267.0,6,0,267.0,6,0,267.0,6,0
49,-93425096,454,19,259.0,15,0,314.0,11,1,266.0,11,0,333.0,12,1
