,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,228.0,8,800,1862391068,1,498.0,8,800,1953587073,1,323.0,8,800,-97755719,1,264.0,8,800,318300674,1
1,271.0,8,800,823339947,1,291.0,8,800,-913080779,1,268.0,8,800,1600136250,1,227.0,8,800,854380598,1
2,527.0,8,800,195529861,1,317.0,8,800,1003209790,1,279.0,8,800,1301939291,1,378.0,8,800,-1408096488,1
3,310.0,8,800,-1003119618,1,372.0,8,800,1276717303,1,356.0,8,800,-652822027,1,520.0,8,800,-1664509304,1
4,265.0,8,800,-1301112174,1,313.0,8,800,-958135762,1,527.0,8,800,-679591510,1,303.0,8,800,1278871573,1
5,361.0,8,800,-671522019,1,500.0,8,800,1177932745,1,280.0,8,800,944680791,1,211.0,8,800,1754642768,1
6,280.0,8,800,-754728304,1,314.0,8,800,-505433548,1,310.0,8,800,1468010566,1,265.0,8,800,-1687454934,1
7,265.0,8,800,1344860254,1,521.0,8,800,-188120658,1,314.0,8,800,393801014,1,377.0,8,800,-2056640732,1
8,341.0,8,800,1678159771,1,259.0,8,800,-2061418400,1,525.0,8,800,1530247882,1,324.0,8,800,1475931487,1
9,295.0,8,800,-1908705668,1,314.0,8,800,-6886674,1,310.0,8,800,-1401839861,1,318.0,8,800,691190845,1
10,528.0,8,800,203461351,1,268.0,8,800,-585661268,1,260.0,8,800,-1808295287,1,271.0,8,800,738737751,1
11,292.0,8,800,1352818512,1,314.0,8,800,-49881630,1,289.0,8,800,-236504102,1,252.0,8,800,-1280981113,1
12,327.0,8,800,-134304143,1,282.0,8,800,-1769216085,1,351.0,8,800,1755458761,1,539.0,8,800,655314388,1
13,282.0,8,800,-1118895862,1,500.0,8,800,-342980633,1,319.0,8,800,-2034223074,1,280.0,8,800,-1435119593,1
14,326.0,8,800,585185379,1,332.0,8,800,1420225352,1,257.0,8,800,-77044539,1,238.0,8,800,-498917487,1
15,260.0,8,800,1684213120,1,280.0,8,800,155125226,1,294.0,8,800,559199066,1,375.0,8,800,-1327364032,1
16,315.0,8,800,-176451127,1,301.0,8,800,-1129702294,1,565.0,8,800,-1253229126,1,316.0,8,800,1886105452,1
17,442.0,8,800,348453241,1,297.0,8,800,-149018636,1,286.0,8,800,-356818986,1,222.0,8,800,-1563165293,1
18,307.0,8,800,270324080,1,281.0,8,800,-772631490,1,299.0,8,800,-1280519024,1,264.0,8,800,-2052862134,1
19,314.0,8,800,-50417840,1,497.0,8,800,-1468133185,1,315.0,8,800,-1038352855,1,392.0,8,800,-1680837986,1
20,318.0,8,800,-515096426,1,742.0,8,800,185812829,1,225.0,8,800,2139857275,1,321.0,8,800,76994925,1
21,252.0,8,800,-796372837,1,309.0,8,800,-249673280,1,518.0,8,800,-13106018,1,298.0,8,800,238487903,1
