,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-891502445,800,1,8,505.0,16,0,366.0,33,9,282.0,35,0,264.0,39,4
1,-1412797293,800,1,8,497.0,31,0,264.0,22,12,320.0,18,0,312.0,21,7
2,-353335190,800,1,8,308.0,31,0,253.0,16,10,262.0,17,0,258.0,19,4
3,-1030217957,800,1,8,489.0,26,0,209.0,11,18,379.0,11,0,256.0,10,5
4,1841099014,800,1,8,304.0,24,0,480.0,20,12,249.0,16,0,311.0,14,5
5,1997074045,800,1,8,311.0,26,0,391.0,22,5,319.0,19,0,311.0,22,4
6,810233434,800,1,8,323.0,23,0,258.0,27,5,373.0,26,0,222.0,26,7
7,1202326690,800,1,8,311.0,24,0,325.0,21,11,273.0,20,0,251.0,24,6
8,-582319947,800,1,8,301.0,21,0,216.0,25,15,259.0,24,0,251.0,22,1
9,1469097769,800,1,8,284.0,25,0,277.0,14,5,362.0,14,0,290.0,13,4
10,-740484142,800,1,8,282.0,24,0,389.0,24,6,281.0,22,0,222.0,18,5
11,263401277,800,1,8,315.0,17,0,306.0,31,4,433.0,29,0,309.0,28,5
12,-1831469066,800,1,8,254.0,21,0,278.0,17,9,299.0,15,0,317.0,18,7
13,-1031667304,800,1,8,494.0,21,0,285.0,15,15,319.0,6,0,314.0,13,7
14,1928658106,800,1,8,333.0,20,0,258.0,12,17,316.0,12,0,223.0,9,6
15,933497470,800,1,8,284.0,26,0,372.0,26,12,369.0,27,0,264.0,24,3
16,-599087293,800,1,8,582.0,45,0,398.0,23,10,354.0,24,0,314.0,26,9
17,-1894804658,800,1,8,284.0,35,0,296.0,25,9,289.0,28,0,377.0,29,3
18,1096991223,800,1,8,333.0,36,0,367.0,20,10,227.0,16,0,387.0,18,5
19,-1634330444,800,1,8,287.0,14,0,341.0,21,3,311.0,21,0,262.0,25,3
20,-2131823787,800,1,8,284.0,25,0,268.0,14,12,241.0,18,0,216.0,17,6
21,-1749088216,800,1,8,511.0,34,0,267.0,16,5,363.0,15,0,273.0,13,3
22,-1649073326,800,1,8,349.0,26,0,257.0,31,12,256.0,28,0,291.0,34,4
23,371897010,800,1,8,301.0,18,0,240.0,24,7,273.0,26,0,273.0,20,13
24,1030632133,800,1,8,253.0,23,0,286.0,23,11,298.0,21,0,321.0,24,2
25,-1959527150,800,1,8,497.0,21,0,406.0,22,8,298.0,24,0,280.0,22,4
26,252814240,800,1,8,277.0,14,0,363.0,15,7,289.0,21,0,302.0,19,3
27,1106405788,800,1,8,263.0,25,0,447.0,50,4,500.0,44,0,264.0,47,4
28,855383128,800,1,8,266.0,17,0,260.0,13,11,320.0,16,0,256.0,14,10
29,1495332229,800,1,8,317.0,23,0,369.0,17,5,256.0,16,0,319.0,18,4
30,-1244620591,800,1,8,261.0,27,0,337.0,30,9,371.0,25,0,215.0,29,5
31,960551403,800,1,8,305.0,16,0,311.0,26,5,258.0,26,0,361.0,26,2
32,2058498451,800,1,8,293.0,28,0,207.0,27,5,291.0,25,0,283.0,27,4
33,-1526722409,800,1,8,311.0,23,0,383.0,15,10,319.0,15,0,298.0,17,4
34,-1463037533,800,1,8,333.0,30,0,374.0,24,4,322.0,22,0,322.0,20,3
35,513607518,800,1,8,265.0,31,0,264.0,14,8,266.0,17,0,371.0,13,1
36,1735458763,800,1,8,294.0,25,0,208.0,24,8,256.0,22,0,259.0,26,5
37,-1686485955,800,1,8,305.0,23,0,407.0,19,10,319.0,24,0,315.0,23,7
38,-1356061508,800,1,8,495.0,27,0,310.0,25,8,236.0,20,0,261.0,22,11
39,-681376445,800,1,8,338.0,23,0,395.0,19,4,310.0,17,0,258.0,16,6
40,-1369054309,800,1,8,526.0,20,0,256.0,19,9,317.0,21,0,335.0,22,3
41,654225480,800,1,8,279.0,26,0,249.0,25,5,317.0,23,0,268.0,29,3
42,1925005577,800,1,8,339.0,27,0,283.0,32,8,310.0,30,0,317.0,33,1
43,-14737097,800,1,8,261.0,14,0,363.0,18,6,276.0,14,0,250.0,17,4
44,900168671,800,1,8,509.0,15,0,419.0,27,5,277.0,25,0,251.0,27,2
45,-1156788839,800,1,8,266.0,18,0,256.0,25,7,303.0,24,0,264.0,23,3
46,32948209,800,1,8,260.0,20,0,384.0,39,4,315.0,40,0,331.0,37,2
47,-683148141,800,1,8,270.0,36,0,257.0,23,5,312.0,25,0,330.0,23,4
48,1950472774,800,1,8,304.0,18,0,374.0,29,11,276.0,25,0,374.0,30,5
49,-162280124,800,1,8,300.0,19,0,380.0,30,9,259.0,25,0,314.0,26,6
