,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1664415373,267.0,15,0,329.0,12,2,258.0,11,0,224.0,12,2
1,-1346653846,255.0,10,0,262.0,14,1,261.0,13,0,207.0,14,1
2,-2054356566,320.0,14,0,377.0,11,1,311.0,11,0,329.0,11,1
3,-633001017,270.0,9,0,259.0,23,1,289.0,15,0,262.0,22,0
4,-1387581695,298.0,17,0,292.0,13,2,255.0,12,0,274.0,12,1
5,-1914382977,267.0,14,0,290.0,12,1,266.0,9,0,323.0,9,1
6,1958630079,315.0,25,0,259.0,9,3,321.0,10,0,295.0,9,1
7,511489592,261.0,6,0,284.0,11,3,272.0,11,0,333.0,10,1
8,1743799557,259.0,15,0,235.0,16,4,401.0,17,0,258.0,15,4
9,948438957,316.0,14,0,258.0,17,1,270.0,12,0,322.0,15,3
10,183111352,297.0,11,0,275.0,25,3,284.0,21,0,332.0,20,3
11,1967099525,272.0,14,0,311.0,11,2,268.0,8,0,270.0,11,1
12,-1752270613,327.0,9,0,540.0,15,3,272.0,14,0,255.0,15,6
13,-200782059,256.0,6,0,332.0,10,2,265.0,10,0,283.0,11,2
14,-1289548415,260.0,7,0,316.0,13,2,214.0,8,0,269.0,12,3
15,273270640,258.0,16,0,256.0,10,4,255.0,12,0,255.0,12,3
16,-1017235932,497.0,5,0,212.0,11,2,276.0,8,0,259.0,7,2
17,-1244649420,317.0,7,0,270.0,20,4,268.0,16,0,293.0,17,2
18,1229401201,269.0,10,0,336.0,19,3,288.0,13,0,263.0,17,3
19,-611354829,283.0,9,0,291.0,16,1,264.0,19,0,262.0,20,1
20,-830879652,259.0,15,0,302.0,16,2,490.0,13,0,265.0,15,2
21,1772740561,255.0,12,0,280.0,13,3,253.0,12,0,213.0,13,2
22,-1836743807,283.0,18,0,258.0,10,1,257.0,15,0,320.0,14,4
23,803693751,301.0,17,0,277.0,20,2,323.0,20,0,241.0,18,1
24,-643662587,265.0,13,0,258.0,6,2,267.0,8,0,269.0,8,2
25,904992481,254.0,12,0,253.0,13,3,251.0,12,0,454.0,10,2
26,-696337428,276.0,21,0,303.0,12,1,412.0,12,0,257.0,12,2
27,-114936430,276.0,14,0,311.0,11,3,268.0,13,0,277.0,12,4
28,-896507930,407.0,17,0,275.0,14,2,315.0,16,0,317.0,14,2
29,-982178485,273.0,18,0,283.0,6,2,259.0,7,0,260.0,8,2
30,153033286,343.0,16,0,319.0,11,4,259.0,11,0,328.0,14,4
31,1302811648,272.0,10,0,351.0,19,1,320.0,16,0,262.0,19,1
32,-1787942881,264.0,7,0,315.0,10,1,273.0,11,0,257.0,10,1
33,-637704208,267.0,15,0,383.0,7,2,275.0,7,0,228.0,7,2
34,-1733927946,273.0,32,0,218.0,13,2,264.0,11,0,262.0,11,1
35,-1515943639,271.0,7,0,319.0,9,1,265.0,8,0,252.0,10,1
36,228511947,392.0,21,0,278.0,15,1,316.0,17,0,298.0,15,2
37,-1930235396,271.0,14,0,318.0,10,1,338.0,11,0,261.0,11,1
38,-1408782769,267.0,11,0,316.0,19,1,270.0,18,0,288.0,20,2
39,301423223,283.0,4,0,261.0,10,1,372.0,10,0,363.0,10,2
40,-403895251,320.0,10,0,274.0,16,0,274.0,16,0,274.0,16,0
41,332535774,258.0,10,0,425.0,9,2,319.0,8,0,296.0,12,1
42,1017614506,352.0,11,0,215.0,12,2,263.0,12,0,303.0,11,1
43,1406056206,271.0,10,0,257.0,12,3,261.0,14,0,261.0,12,2
44,-1793978957,328.0,13,0,260.0,14,2,258.0,11,0,256.0,12,2
45,718505275,260.0,16,0,316.0,15,2,285.0,14,0,271.0,16,1
46,1785048229,290.0,15,0,268.0,13,2,308.0,13,0,318.0,11,2
47,1029261514,304.0,19,0,325.0,17,5,263.0,17,0,254.0,16,5
48,481294479,269.0,10,0,222.0,14,1,229.0,17,0,399.0,19,1
49,-32280934,263.0,15,0,254.0,6,2,315.0,7,0,285.0,8,1
