,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,297.0,8,800,-1299943446,1,376.0,8,800,-813643991,1,262.0,8,800,-1330057889,1,276.0,8,800,824522479,1
1,312.0,8,800,842584186,1,295.0,8,800,166185022,1,365.0,8,800,1833727390,1,395.0,8,800,1443778626,1
2,298.0,8,800,1079309578,1,369.0,8,800,1120840521,1,257.0,8,800,-1007040336,1,272.0,8,800,1073487937,1
3,314.0,8,800,-1575372937,1,503.0,8,800,-134318889,1,315.0,8,800,418139667,1,268.0,8,800,-148112103,1
4,257.0,8,800,-1241947934,1,299.0,8,800,544030075,1,261.0,8,800,-1252138455,1,263.0,8,800,-488363503,1
5,309.0,8,800,-1865005163,1,286.0,8,800,1655959867,1,310.0,8,800,-2018900384,1,317.0,8,800,-1564349254,1
6,262.0,8,800,103608640,1,282.0,8,800,-2118099558,1,329.0,8,800,-1734588161,1,264.0,8,800,1083808115,1
7,436.0,8,800,85424345,1,323.0,8,800,83803350,1,317.0,8,800,964951024,1,209.0,8,800,-1488013215,1
8,255.0,8,800,1433965283,1,386.0,8,800,1864298309,1,482.0,8,800,173808449,1,252.0,8,800,-1312976484,1
9,355.0,8,800,-34540252,1,260.0,8,800,-1171289009,1,317.0,8,800,-396192959,1,333.0,8,800,-1053955714,1
10,254.0,8,800,-928246404,1,299.0,8,800,76516884,1,316.0,8,800,-1608934543,1,251.0,8,800,1667185137,1
11,328.0,8,800,262626479,1,495.0,8,800,1179570583,1,316.0,8,800,906649108,1,252.0,8,800,1853178633,1
12,263.0,8,800,-217250804,1,317.0,8,800,1109992613,1,255.0,8,800,1505317531,1,214.0,8,800,674405730,1
13,271.0,8,800,-27460911,1,305.0,8,800,-1281360090,1,320.0,8,800,-2073018978,1,332.0,8,800,915335853,1
14,272.0,8,800,-532394085,1,284.0,8,800,37569248,1,264.0,8,800,-1896410452,1,313.0,8,800,-1720847008,1
15,317.0,8,800,1621743982,1,283.0,8,800,1304659168,1,307.0,8,800,557569446,1,286.0,8,800,-745258321,1
16,361.0,8,800,-614996344,1,830.0,8,800,-1002817761,1,282.0,8,800,-1230735850,1,314.0,8,800,508008016,1
17,274.0,8,800,1658476131,1,276.0,8,800,1757050281,1,377.0,8,800,-1798854364,1,246.0,8,800,-1726980258,1
18,285.0,8,800,-1549280651,1,311.0,8,800,-535938149,1,304.0,8,800,1140930962,1,315.0,8,800,-1802928023,1
19,319.0,8,800,-469394167,1,452.0,8,800,1615043494,1,347.0,8,800,1334835733,1,258.0,8,800,-1763932953,1
20,259.0,8,800,82963519,1,305.0,8,800,-961647986,1,316.0,8,800,-1979613198,1,281.0,8,800,1326315838,1
