,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1230932182,462,28,312.0,9,0,253.0,13,0,253.0,13,0,253.0,13,0
1,730319054,462,28,256.0,14,0,312.0,20,3,281.0,21,0,281.0,17,3
2,-1885891752,462,28,277.0,10,0,259.0,6,3,260.0,5,0,333.0,4,3
3,2015944373,462,28,266.0,11,0,210.0,21,2,321.0,17,0,335.0,20,2
4,1936639367,462,28,264.0,13,0,327.0,21,0,327.0,21,0,327.0,21,0
5,-837468939,462,28,269.0,10,0,273.0,12,3,290.0,10,0,270.0,13,4
6,793787516,462,28,384.0,15,0,255.0,15,4,270.0,14,0,280.0,19,1
7,-983191429,462,28,312.0,27,0,261.0,12,2,412.0,12,0,369.0,11,2
8,-1859653799,462,28,297.0,11,0,263.0,28,2,302.0,19,0,288.0,21,4
9,-680750315,462,28,259.0,17,0,213.0,15,4,307.0,13,0,213.0,15,3
10,-2023809321,462,28,261.0,7,0,336.0,18,2,254.0,14,0,269.0,13,2
11,-341667139,462,28,265.0,9,0,241.0,11,3,289.0,8,0,253.0,8,3
12,-124480128,462,28,261.0,8,0,234.0,18,3,270.0,21,0,264.0,16,2
13,-31995364,462,28,314.0,12,0,274.0,9,3,311.0,7,0,261.0,7,3
14,-658303095,462,28,271.0,22,0,317.0,10,2,376.0,11,0,263.0,10,2
15,316134501,462,28,435.0,13,0,387.0,12,3,270.0,14,0,387.0,13,5
16,-1413938184,462,28,266.0,17,0,231.0,14,0,231.0,14,0,231.0,14,0
17,126367196,462,28,272.0,13,0,252.0,14,1,280.0,12,0,533.0,13,1
18,1377356658,462,28,259.0,16,0,266.0,24,1,254.0,19,0,316.0,20,1
19,1937134562,462,28,499.0,13,0,314.0,16,2,324.0,15,0,262.0,16,2
20,2076383931,462,28,267.0,13,0,255.0,12,2,357.0,9,0,254.0,12,2
21,972433127,462,28,374.0,6,0,262.0,10,1,254.0,11,0,327.0,11,1
22,-999695464,462,28,346.0,19,0,271.0,21,2,315.0,21,0,335.0,19,2
23,1131901521,462,28,365.0,19,0,267.0,11,1,213.0,9,0,265.0,10,2
24,-1850185967,462,28,493.0,10,0,485.0,11,4,259.0,12,0,340.0,15,2
25,-212950054,462,28,270.0,5,0,265.0,14,1,261.0,14,0,260.0,17,1
26,-2074153501,462,28,318.0,21,0,263.0,21,0,263.0,21,0,263.0,21,0
27,-2016166955,462,28,316.0,10,0,315.0,9,2,260.0,10,0,261.0,10,2
28,-1973130760,462,28,265.0,19,0,260.0,14,3,276.0,15,0,321.0,14,2
29,1522565682,462,28,336.0,10,0,315.0,8,5,276.0,11,0,288.0,8,2
30,-1445819907,462,28,274.0,21,0,265.0,7,2,257.0,7,0,264.0,7,1
31,340330153,462,28,265.0,21,0,279.0,14,2,275.0,17,0,285.0,12,1
32,22821767,462,28,273.0,12,0,301.0,15,1,349.0,14,0,254.0,17,1
33,893410384,462,28,261.0,16,0,270.0,18,3,318.0,17,0,209.0,15,3
34,1206662190,462,28,258.0,12,0,273.0,12,2,257.0,12,0,390.0,9,2
35,205617382,462,28,260.0,10,0,265.0,19,3,456.0,15,0,265.0,18,3
36,1025660282,462,28,265.0,12,0,281.0,16,1,265.0,13,0,405.0,15,1
37,1384423230,462,28,266.0,8,0,261.0,21,0,261.0,21,0,261.0,21,0
38,-1250475281,462,28,258.0,18,0,258.0,7,3,320.0,8,0,254.0,9,3
39,-1255180465,462,28,252.0,7,0,289.0,8,1,312.0,10,0,275.0,8,1
40,1099374132,462,28,358.0,20,0,259.0,18,1,269.0,14,0,295.0,14,1
41,706670530,462,28,266.0,16,0,256.0,5,3,216.0,8,0,213.0,6,3
42,-1070625045,462,28,261.0,13,0,328.0,6,2,263.0,8,0,254.0,7,4
43,-868023147,462,28,327.0,9,0,262.0,14,3,260.0,13,0,276.0,14,2
44,-241199160,462,28,438.0,12,0,274.0,24,1,396.0,19,0,260.0,25,1
45,1019034636,462,28,377.0,22,0,251.0,18,1,266.0,15,0,260.0,17,1
46,-119680210,462,28,258.0,11,0,332.0,11,4,260.0,11,0,315.0,10,2
47,-327495042,462,28,261.0,13,0,425.0,18,3,533.0,20,0,367.0,17,2
48,1193562823,462,28,268.0,10,0,262.0,22,3,258.0,21,0,326.0,24,4
49,1196585563,462,28,266.0,10,0,318.0,18,2,264.0,19,0,256.0,19,2
