,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,271.0,1,380,1854475318,35,556.0,1,380,1854475318,35,271.0,1,380,1854475318,35,271.0,1,380,1854475318,35
1,369.0,1,280,1306721026,3,253.0,1,280,1306721026,3,369.0,1,280,1306721026,3,369.0,1,280,1306721026,3
2,369.0,1,508,1906532460,16,258.0,1,508,1906532460,16,369.0,1,508,1906532460,16,369.0,1,508,1906532460,16
3,266.0,1,443,-293620958,9,256.0,1,443,-293620958,9,395.0,1,443,-293620958,9,333.0,1,443,-293620958,9
4,289.0,1,408,1915267293,29,494.0,1,408,1915267293,29,289.0,1,408,1915267293,29,289.0,1,408,1915267293,29
5,338.0,1,349,-43311922,18,315.0,1,349,-43311922,18,262.0,1,349,-43311922,18,411.0,1,349,-43311922,18
6,394.0,1,508,232173347,46,301.0,1,508,232173347,46,348.0,1,508,232173347,46,267.0,1,508,232173347,46
7,330.0,1,483,2109141546,15,435.0,1,483,2109141546,15,320.0,1,483,2109141546,15,208.0,1,483,2109141546,15
8,307.0,1,244,2131991638,25,263.0,1,244,2131991638,25,307.0,1,244,2131991638,25,307.0,1,244,2131991638,25
9,315.0,1,471,-1954663495,19,295.0,1,471,-1954663495,19,354.0,1,471,-1954663495,19,318.0,1,471,-1954663495,19
10,386.0,1,311,-2128417921,19,270.0,1,311,-2128417921,19,303.0,1,311,-2128417921,19,308.0,1,311,-2128417921,19
11,310.0,1,170,-1105637003,11,344.0,1,170,-1105637003,11,310.0,1,170,-1105637003,11,310.0,1,170,-1105637003,11
12,423.0,1,456,1382560942,5,314.0,1,456,1382560942,5,423.0,1,456,1382560942,5,423.0,1,456,1382560942,5
13,498.0,1,547,835663108,17,361.0,1,547,835663108,17,421.0,1,547,835663108,17,260.0,1,547,835663108,17
14,336.0,1,534,-1258444543,6,407.0,1,534,-1258444543,6,382.0,1,534,-1258444543,6,369.0,1,534,-1258444543,6
15,276.0,1,547,-1907092092,33,501.0,1,547,-1907092092,33,428.0,1,547,-1907092092,33,322.0,1,547,-1907092092,33
16,376.0,1,490,-1797334994,40,264.0,1,490,-1797334994,40,374.0,1,490,-1797334994,40,342.0,1,490,-1797334994,40
17,257.0,1,419,2008368157,13,309.0,1,419,2008368157,13,257.0,1,419,2008368157,13,257.0,1,419,2008368157,13
18,267.0,1,571,739613479,29,481.0,1,571,739613479,29,279.0,1,571,739613479,29,437.0,1,571,739613479,29
19,265.0,1,563,-495574631,34,335.0,1,563,-495574631,34,379.0,1,563,-495574631,34,258.0,1,563,-495574631,34
20,441.0,1,594,-583538242,42,382.0,1,594,-583538242,42,440.0,1,594,-583538242,42,256.0,1,594,-583538242,42
21,318.0,1,379,-1053078747,23,268.0,1,379,-1053078747,23,277.0,1,379,-1053078747,23,383.0,1,379,-1053078747,23
22,263.0,1,186,-1991674909,17,261.0,1,186,-1991674909,17,266.0,1,186,-1991674909,17,210.0,1,186,-1991674909,17
23,443.0,1,611,559991410,25,372.0,1,611,559991410,25,389.0,1,611,559991410,25,421.0,1,611,559991410,25
24,334.0,1,693,1323494115,56,495.0,1,693,1323494115,56,382.0,1,693,1323494115,56,381.0,1,693,1323494115,56
25,316.0,1,438,-1736654523,18,366.0,1,438,-1736654523,18,316.0,1,438,-1736654523,18,316.0,1,438,-1736654523,18
26,514.0,1,639,-1514220556,39,389.0,1,639,-1514220556,39,498.0,1,639,-1514220556,39,332.0,1,639,-1514220556,39
27,263.0,1,495,-1275036289,35,429.0,1,495,-1275036289,35,354.0,1,495,-1275036289,35,325.0,1,495,-1275036289,35
28,315.0,1,518,505349504,32,267.0,1,518,505349504,32,437.0,1,518,505349504,32,398.0,1,518,505349504,32
29,319.0,1,527,-271884888,48,332.0,1,527,-271884888,48,400.0,1,527,-271884888,48,390.0,1,527,-271884888,48
30,380.0,1,415,-2134785645,21,284.0,1,415,-2134785645,21,388.0,1,415,-2134785645,21,379.0,1,415,-2134785645,21
31,262.0,1,297,-460194163,24,271.0,1,297,-460194163,24,312.0,1,297,-460194163,24,425.0,1,297,-460194163,24
32,278.0,1,521,-309056376,11,262.0,1,521,-309056376,11,257.0,1,521,-309056376,11,496.0,1,521,-309056376,11
33,323.0,1,245,-759986841,15,262.0,1,245,-759986841,15,323.0,1,245,-759986841,15,323.0,1,245,-759986841,15
34,314.0,1,508,1880368389,51,379.0,1,508,1880368389,51,394.0,1,508,1880368389,51,396.0,1,508,1880368389,51
35,316.0,1,228,1893970737,16,259.0,1,228,1893970737,16,316.0,1,228,1893970737,16,316.0,1,228,1893970737,16
36,417.0,1,439,1621362843,18,303.0,1,439,1621362843,18,310.0,1,439,1621362843,18,386.0,1,439,1621362843,18
37,589.0,1,534,762781844,17,359.0,1,534,762781844,17,589.0,1,534,762781844,17,589.0,1,534,762781844,17
38,265.0,1,486,-1113600132,25,273.0,1,486,-1113600132,25,265.0,1,486,-1113600132,25,265.0,1,486,-1113600132,25
39,260.0,1,422,285742591,13,273.0,1,422,285742591,13,262.0,1,422,285742591,13,344.0,1,422,285742591,13
40,389.0,1,432,222094948,13,434.0,1,432,222094948,13,273.0,1,432,222094948,13,281.0,1,432,222094948,13
41,312.0,1,258,1136596434,19,271.0,1,258,1136596434,19,286.0,1,258,1136596434,19,291.0,1,258,1136596434,19
42,367.0,1,568,-1170512778,18,313.0,1,568,-1170512778,18,264.0,1,568,-1170512778,18,374.0,1,568,-1170512778,18
43,447.0,1,277,1498665622,14,260.0,1,277,1498665622,14,317.0,1,277,1498665622,14,223.0,1,277,1498665622,14
44,307.0,1,460,-1788037182,37,295.0,1,460,-1788037182,37,344.0,1,460,-1788037182,37,473.0,1,460,-1788037182,37
45,392.0,1,663,-143141381,14,272.0,1,663,-143141381,14,387.0,1,663,-143141381,14,382.0,1,663,-143141381,14
46,229.0,1,525,354494312,6,314.0,1,525,354494312,6,259.0,1,525,354494312,6,371.0,1,525,354494312,6
47,386.0,1,448,-1920269615,14,316.0,1,448,-1920269615,14,386.0,1,448,-1920269615,14,386.0,1,448,-1920269615,14
48,266.0,1,214,228103246,9,265.0,1,214,228103246,9,266.0,1,214,228103246,9,266.0,1,214,228103246,9
49,400.0,1,409,169148879,29,295.0,1,409,169148879,29,301.0,1,409,169148879,29,264.0,1,409,169148879,29
