,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1436066476,264.0,15,0,261.0,8,2,262.0,8,0,273.0,10,2
1,-1523414745,260.0,10,0,262.0,9,3,264.0,9,0,314.0,9,3
2,-1249909883,256.0,14,0,283.0,15,2,372.0,13,0,372.0,14,1
3,1157167606,261.0,17,0,267.0,12,3,313.0,13,0,270.0,11,2
4,1731499459,266.0,13,0,255.0,13,3,268.0,13,0,290.0,13,3
5,911737695,322.0,15,0,274.0,16,1,254.0,12,0,296.0,16,1
6,1777598743,307.0,16,0,257.0,10,0,257.0,10,0,257.0,10,0
7,-1675822083,282.0,9,0,234.0,9,1,286.0,11,0,379.0,10,1
8,1648810953,266.0,19,0,320.0,13,2,237.0,14,0,259.0,13,0
9,610678771,247.0,18,0,258.0,10,4,345.0,11,0,294.0,12,3
10,-1274445979,262.0,12,0,211.0,8,2,259.0,8,0,251.0,7,2
11,-640902376,258.0,10,0,334.0,13,4,283.0,11,0,317.0,16,0
12,-159463522,294.0,9,0,551.0,11,2,273.0,9,0,261.0,11,5
13,1642239164,306.0,10,0,256.0,8,1,270.0,7,0,294.0,10,1
14,935548295,331.0,18,0,262.0,10,3,264.0,12,0,219.0,11,3
15,-913060775,260.0,11,0,296.0,28,2,255.0,22,0,249.0,25,1
16,1370154332,263.0,7,0,333.0,15,2,389.0,14,0,258.0,15,2
17,82847471,558.0,10,0,247.0,12,1,277.0,14,0,270.0,14,1
18,-869791016,262.0,14,0,333.0,10,1,247.0,13,0,322.0,12,1
19,182898689,377.0,17,0,264.0,8,2,280.0,8,0,260.0,9,2
20,1475556163,319.0,8,0,254.0,13,1,239.0,13,0,313.0,14,2
21,2110325732,319.0,12,0,316.0,13,1,306.0,14,0,374.0,13,1
22,1314837374,258.0,20,0,225.0,7,3,257.0,8,0,269.0,7,2
23,-349244925,330.0,14,0,312.0,10,2,267.0,9,0,253.0,11,1
24,2064750756,379.0,14,0,218.0,15,0,218.0,15,0,218.0,15,0
25,-1931859814,501.0,16,0,297.0,12,1,259.0,16,0,267.0,14,1
26,824185287,266.0,20,0,286.0,14,1,338.0,15,0,344.0,15,1
27,1927382584,254.0,16,0,256.0,9,3,318.0,10,0,279.0,10,1
28,1650865774,318.0,14,0,273.0,10,3,293.0,9,0,224.0,14,3
29,657221974,295.0,9,0,260.0,13,2,257.0,13,0,253.0,13,2
30,576562972,271.0,10,0,307.0,15,2,211.0,11,0,343.0,15,2
31,1350697710,269.0,10,0,249.0,18,1,285.0,16,0,228.0,18,2
32,-1830242611,261.0,17,0,218.0,15,2,335.0,11,0,331.0,13,1
33,744196916,258.0,15,0,336.0,9,3,265.0,9,0,214.0,9,3
34,-1165651840,315.0,12,0,331.0,6,1,208.0,7,0,316.0,10,2
35,2030775651,260.0,22,0,540.0,12,2,257.0,13,0,269.0,15,2
36,1044274808,352.0,12,0,318.0,12,1,264.0,13,0,304.0,13,1
37,-512275634,270.0,11,0,321.0,10,2,378.0,11,0,218.0,9,2
38,554904525,301.0,16,0,352.0,16,2,316.0,21,0,248.0,17,1
39,-1620696903,288.0,14,0,224.0,13,3,250.0,12,0,262.0,12,3
40,-1748290736,261.0,19,0,270.0,20,2,234.0,19,0,257.0,15,2
41,-1947085173,263.0,17,0,335.0,8,3,372.0,10,0,332.0,14,1
42,-483950539,273.0,13,0,251.0,16,3,308.0,16,0,257.0,13,1
43,-1929082992,331.0,19,0,277.0,15,2,318.0,13,0,318.0,13,1
44,-1787514308,264.0,13,0,260.0,8,1,271.0,10,0,536.0,10,1
45,1754193645,313.0,17,0,435.0,29,1,268.0,23,0,257.0,27,0
46,-1603220773,252.0,11,0,215.0,10,1,271.0,11,0,215.0,11,1
47,553527916,341.0,16,0,282.0,13,5,262.0,12,0,320.0,15,4
48,1008621130,296.0,18,0,380.0,13,0,380.0,13,0,380.0,13,0
49,603449417,272.0,11,0,212.0,6,5,281.0,6,0,264.0,6,1
