,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,679937739,649.0,11,0,338.0,14,2,281.0,12,0,396.0,14,0
1,1490169128,326.0,11,0,209.0,12,1,270.0,9,0,326.0,12,1
2,150574719,312.0,15,0,280.0,12,1,310.0,14,0,276.0,13,1
3,998533935,315.0,20,0,257.0,13,2,254.0,10,0,289.0,11,1
4,-980787427,439.0,24,0,358.0,14,2,316.0,16,0,319.0,15,2
5,514361294,351.0,5,0,256.0,13,2,260.0,11,0,302.0,9,1
6,1829218074,258.0,21,0,212.0,10,3,265.0,11,0,215.0,9,2
7,-203981951,228.0,23,0,334.0,11,1,265.0,14,0,326.0,11,2
8,775839109,340.0,12,0,263.0,14,2,345.0,15,0,329.0,13,2
9,549282393,262.0,13,0,285.0,13,2,386.0,13,0,318.0,12,1
10,-1789721511,270.0,13,0,265.0,10,1,319.0,8,0,313.0,8,1
11,649891976,269.0,12,0,316.0,20,3,252.0,15,0,217.0,20,2
12,-803853530,381.0,11,0,266.0,9,1,269.0,9,0,269.0,9,0
13,-71467025,280.0,11,0,310.0,10,2,327.0,10,0,328.0,11,2
14,-557428954,313.0,10,0,415.0,22,2,455.0,23,0,263.0,23,4
15,7332272,263.0,18,0,210.0,10,2,237.0,11,0,279.0,10,2
16,399359381,302.0,18,0,216.0,9,3,255.0,10,0,300.0,12,2
17,-1046875974,319.0,19,0,316.0,11,3,272.0,9,0,252.0,8,1
18,-212447374,293.0,13,0,271.0,18,1,247.0,18,0,264.0,18,1
19,-302870432,264.0,14,0,279.0,15,3,277.0,14,0,313.0,14,4
20,1951178295,258.0,10,0,238.0,12,3,247.0,18,0,274.0,12,2
21,949765560,265.0,16,0,266.0,20,3,323.0,14,0,332.0,17,3
22,-1100831265,259.0,15,0,276.0,14,2,440.0,14,0,325.0,12,1
23,1958399550,508.0,14,0,269.0,14,0,269.0,14,0,269.0,14,0
24,-147110292,334.0,13,0,328.0,8,2,217.0,8,0,266.0,11,2
25,-1790997682,288.0,18,0,270.0,9,4,294.0,10,0,279.0,13,4
26,1146633216,331.0,24,0,305.0,20,3,272.0,22,0,219.0,26,0
27,-1085691772,316.0,15,0,244.0,11,1,264.0,13,0,315.0,13,1
28,-1919759397,269.0,9,0,265.0,7,0,265.0,7,0,265.0,7,0
29,-1476493421,259.0,10,0,313.0,6,0,313.0,6,0,313.0,6,0
30,2016041240,260.0,10,0,315.0,11,3,272.0,14,0,260.0,13,3
31,-1343340261,267.0,9,0,324.0,23,4,376.0,21,0,317.0,20,2
32,935613559,271.0,15,0,378.0,18,3,217.0,15,0,261.0,18,1
33,1495592281,277.0,10,0,278.0,13,1,274.0,11,0,265.0,11,1
34,2014345751,345.0,12,0,258.0,8,0,258.0,8,0,258.0,8,0
35,-341525123,278.0,7,0,212.0,13,2,282.0,11,0,263.0,15,1
36,1652118404,277.0,12,0,332.0,8,4,321.0,8,0,254.0,8,4
37,1276247803,262.0,16,0,210.0,17,3,253.0,15,0,254.0,18,1
38,91938811,315.0,16,0,252.0,15,2,437.0,13,0,257.0,19,1
39,-9573437,301.0,9,0,254.0,12,1,265.0,12,0,256.0,14,1
40,-1633661271,261.0,9,0,273.0,11,1,261.0,8,0,207.0,9,1
41,-973594711,363.0,27,0,285.0,11,3,265.0,10,0,255.0,9,0
42,-1029412611,315.0,17,0,389.0,9,1,309.0,11,0,235.0,11,0
43,-557625924,264.0,8,0,209.0,9,2,244.0,9,0,325.0,8,2
44,568356976,260.0,11,0,429.0,12,4,220.0,13,0,287.0,12,2
45,1190074350,500.0,16,0,269.0,25,1,225.0,28,0,329.0,24,1
46,-1027718396,259.0,13,0,336.0,19,1,297.0,20,0,210.0,20,1
47,762307538,308.0,8,0,268.0,17,2,255.0,14,0,206.0,16,1
48,-774304169,494.0,14,0,259.0,11,0,259.0,11,0,259.0,11,0
49,788452463,269.0,12,0,267.0,7,3,343.0,8,0,292.0,9,1
50,1886980122,282.0,22,0,266.0,11,1,259.0,10,0,264.0,14,2
51,-1836171155,318.0,13,0,366.0,14,2,299.0,12,0,262.0,13,2
52,-115520142,376.0,7,0,260.0,12,1,264.0,7,0,317.0,9,1
53,1600444365,277.0,12,0,425.0,17,1,242.0,22,0,240.0,19,1
54,-587989622,520.0,16,0,263.0,31,1,264.0,24,0,275.0,24,1
55,1088442526,284.0,10,0,314.0,8,2,251.0,7,0,321.0,6,1
56,395423231,317.0,10,0,318.0,13,3,388.0,14,0,373.0,14,1
57,-535806345,244.0,13,0,273.0,12,2,258.0,12,0,222.0,12,2
58,743237735,312.0,12,0,261.0,15,2,256.0,12,0,327.0,15,2
59,-1681490869,257.0,13,0,329.0,19,1,276.0,19,0,262.0,19,1
60,239785497,270.0,10,0,415.0,13,3,284.0,12,0,265.0,14,1
61,-226133845,265.0,19,0,265.0,9,1,261.0,9,0,257.0,9,1
62,-1011420713,263.0,8,0,214.0,13,2,313.0,16,0,302.0,13,1
63,-593027682,268.0,16,0,267.0,12,2,300.0,11,0,260.0,12,2
64,-753209009,269.0,11,0,259.0,12,2,317.0,13,0,261.0,11,1
65,1233743741,313.0,9,0,315.0,10,3,442.0,9,0,270.0,13,3
66,-769671384,256.0,14,0,494.0,24,0,494.0,24,0,494.0,24,0
67,1538734363,366.0,13,0,297.0,7,2,263.0,9,0,393.0,7,2
68,1914033023,271.0,15,0,208.0,13,2,334.0,11,0,257.0,11,2
69,-1449215055,284.0,16,0,258.0,14,1,390.0,15,0,338.0,16,1
70,-1643973654,553.0,14,0,255.0,9,5,338.0,16,0,273.0,12,2
71,1588019416,261.0,8,0,313.0,26,1,262.0,26,0,256.0,24,1
72,-717951674,278.0,16,0,319.0,16,2,399.0,14,0,264.0,17,1
73,-1786115509,262.0,12,0,260.0,12,5,313.0,13,0,255.0,14,2
74,1799411417,257.0,5,0,258.0,9,3,256.0,6,0,270.0,9,2
