,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-83804525,300.0,17,0,259.0,13,3,269.0,13,0,362.0,11,3
1,-832328665,255.0,12,0,254.0,8,4,345.0,9,0,284.0,7,4
2,2134115250,261.0,23,0,321.0,13,1,229.0,14,0,312.0,12,1
3,-77333667,321.0,38,0,235.0,12,3,261.0,10,0,211.0,12,2
4,40298352,265.0,11,0,296.0,19,0,296.0,19,0,296.0,19,0
5,1814096390,252.0,13,0,225.0,13,3,259.0,13,0,213.0,13,3
6,1368363985,276.0,14,0,320.0,16,1,271.0,18,0,268.0,16,1
7,-1779363521,282.0,11,0,279.0,22,1,343.0,22,0,226.0,21,1
8,-953479200,261.0,17,0,299.0,11,2,272.0,12,0,285.0,12,2
9,-1234121903,315.0,25,0,294.0,22,1,263.0,22,0,260.0,20,1
10,2115740957,266.0,17,0,264.0,9,3,262.0,10,0,344.0,9,3
11,-2129513195,263.0,12,0,258.0,13,1,300.0,15,0,279.0,14,1
12,1847148858,259.0,6,0,385.0,15,2,296.0,16,0,270.0,16,2
13,1385439241,419.0,20,0,253.0,10,5,263.0,8,0,208.0,8,5
14,1799859043,309.0,14,0,439.0,9,2,225.0,11,0,240.0,8,0
15,-124343812,319.0,13,0,301.0,18,2,321.0,18,0,267.0,18,2
16,1979967265,497.0,9,0,259.0,13,3,292.0,12,0,299.0,11,2
17,-1192499281,280.0,15,0,266.0,16,1,329.0,16,0,285.0,14,1
18,-913725781,310.0,7,0,254.0,11,2,301.0,13,0,254.0,11,2
19,-1326513296,257.0,9,0,313.0,11,2,258.0,12,0,265.0,11,3
20,1324526517,285.0,9,0,377.0,13,3,277.0,12,0,301.0,12,3
21,833067684,214.0,15,0,318.0,23,1,435.0,17,0,273.0,22,1
22,1490448801,265.0,16,0,257.0,13,1,278.0,18,0,292.0,16,1
23,226181684,312.0,15,0,276.0,13,0,276.0,13,0,276.0,13,0
24,-1676202292,318.0,13,0,383.0,20,1,259.0,20,0,202.0,20,1
25,-1652478890,343.0,15,0,278.0,7,1,329.0,6,0,273.0,9,1
26,600138532,495.0,14,0,220.0,7,3,261.0,9,0,261.0,8,2
27,1196921833,280.0,22,0,312.0,12,0,312.0,12,0,312.0,12,0
28,1517364869,357.0,14,0,256.0,21,3,261.0,18,0,262.0,18,1
29,-1608553741,502.0,5,0,288.0,10,0,288.0,10,0,288.0,10,0
30,-1265893774,502.0,13,0,323.0,13,2,272.0,17,0,269.0,14,1
31,-1927770602,258.0,16,0,304.0,18,0,304.0,18,0,304.0,18,0
32,810185353,272.0,13,0,260.0,14,1,261.0,15,0,257.0,15,1
33,1246697753,264.0,18,0,222.0,26,2,255.0,29,0,252.0,26,2
34,-1670713082,264.0,13,0,225.0,20,2,219.0,20,0,270.0,18,2
35,-1638501913,257.0,14,0,219.0,8,4,373.0,10,0,297.0,11,3
36,-2093547961,258.0,7,0,263.0,10,1,375.0,10,0,274.0,11,2
37,-628722159,275.0,12,0,256.0,15,0,256.0,15,0,256.0,15,0
38,-311867278,267.0,11,0,316.0,21,1,255.0,14,0,256.0,18,1
39,-1413262690,335.0,23,0,269.0,25,2,313.0,27,0,213.0,28,3
40,129944703,403.0,10,0,279.0,8,1,268.0,8,0,376.0,8,1
41,81002614,266.0,16,0,282.0,13,2,255.0,14,0,315.0,13,2
42,1759945530,261.0,8,0,245.0,18,0,245.0,18,0,245.0,18,0
43,-1724384274,340.0,12,0,339.0,15,2,262.0,9,0,252.0,12,2
44,-518192647,306.0,11,0,256.0,19,4,302.0,18,0,255.0,17,1
45,-1721067916,319.0,7,0,275.0,13,1,275.0,16,0,279.0,13,3
46,-1992145794,373.0,18,0,253.0,15,2,375.0,14,0,255.0,13,2
47,-1792749380,265.0,14,0,323.0,10,2,260.0,11,0,272.0,10,2
48,-938999725,260.0,7,0,226.0,24,1,255.0,19,0,267.0,22,1
49,920446357,283.0,19,0,291.0,5,0,291.0,5,0,291.0,5,0
