,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,850854404,404,21,499.0,9,0,261.0,11,1,328.0,11,0,260.0,11,2
1,-1161106881,676,61,298.0,16,0,270.0,20,3,314.0,19,0,300.0,20,3
2,-1127025236,620,50,320.0,26,0,251.0,18,9,326.0,17,0,650.0,17,4
3,2019242241,694,28,854.0,39,0,261.0,15,7,267.0,15,0,288.0,16,7
4,-20982560,326,14,317.0,11,0,213.0,10,1,333.0,9,0,228.0,10,1
5,10123208,287,15,253.0,8,0,258.0,6,1,254.0,6,0,238.0,8,2
6,-1412640936,516,11,261.0,24,0,254.0,11,4,263.0,11,0,254.0,11,4
7,-1789844989,609,25,498.0,11,0,320.0,19,5,283.0,16,0,252.0,20,6
8,-8668123,527,27,258.0,16,0,256.0,11,4,320.0,11,0,221.0,11,3
9,1664431814,164,10,315.0,4,0,317.0,2,0,317.0,2,0,317.0,2,0
10,-313944272,678,28,339.0,24,0,285.0,19,5,281.0,14,0,368.0,25,4
11,-1489762073,665,14,,20,0,251.0,19,5,254.0,19,0,317.0,19,5
12,1745172299,672,61,291.0,15,0,654.0,30,4,257.0,26,0,222.0,34,6
13,687667578,559,6,263.0,16,0,201.0,21,3,270.0,23,0,250.0,21,3
14,1746703634,670,27,322.0,26,0,660.0,15,9,263.0,15,0,385.0,20,7
15,1118400467,479,48,377.0,14,0,256.0,12,2,273.0,12,0,315.0,12,1
16,1984592033,607,55,318.0,29,0,306.0,15,7,282.0,15,0,267.0,16,3
17,1317735713,683,62,277.0,13,0,312.0,20,7,257.0,19,0,253.0,16,4
18,236552901,253,16,252.0,10,0,270.0,11,0,270.0,11,0,270.0,11,0
19,815481637,247,10,247.0,8,0,260.0,4,0,260.0,4,0,260.0,4,0
20,-160834105,302,31,391.0,13,0,317.0,13,0,317.0,13,0,317.0,13,0
21,563557495,327,7,261.0,18,0,287.0,14,0,287.0,14,0,287.0,14,0
22,803766182,315,29,214.0,9,0,255.0,9,1,336.0,9,0,314.0,9,1
23,-377086699,423,30,373.0,14,0,257.0,13,3,314.0,11,0,255.0,13,1
24,338706768,527,48,318.0,16,0,253.0,11,3,332.0,15,0,276.0,10,3
25,-1563513835,527,37,334.0,19,0,257.0,19,2,235.0,20,0,270.0,17,4
26,-1869852655,434,14,261.0,6,0,288.0,10,3,250.0,11,0,278.0,9,3
27,-561945455,185,13,386.0,3,0,251.0,13,0,251.0,13,0,251.0,13,0
28,-1502248861,245,10,310.0,5,0,262.0,3,0,262.0,3,0,262.0,3,0
29,1421905353,395,40,260.0,8,0,253.0,13,2,265.0,14,0,286.0,13,2
30,-1307328935,566,34,251.0,23,0,269.0,17,1,315.0,16,0,222.0,15,2
31,1802519366,564,6,266.0,11,0,236.0,21,4,231.0,20,0,784.0,22,5
32,-1934015546,206,5,316.0,8,0,205.0,6,0,205.0,6,0,205.0,6,0
33,553925981,599,24,339.0,20,0,319.0,19,3,472.0,23,0,262.0,17,3
34,-156331369,232,10,259.0,4,0,275.0,6,0,275.0,6,0,275.0,6,0
35,-90402676,577,12,268.0,13,0,300.0,21,1,293.0,20,0,230.0,23,1
36,191643194,629,32,273.0,29,0,271.0,19,2,267.0,19,0,267.0,19,0
37,2082965291,451,46,352.0,15,0,235.0,14,1,297.0,16,0,436.0,16,1
38,928356747,675,7,494.0,24,0,257.0,19,7,223.0,18,0,266.0,21,5
39,-1007916419,610,19,270.0,19,0,268.0,25,2,262.0,28,0,207.0,30,3
40,2080863273,492,35,265.0,6,0,331.0,9,2,275.0,10,0,313.0,10,4
41,1644003928,398,40,258.0,16,0,267.0,19,0,267.0,19,0,267.0,19,0
42,951338777,659,53,289.0,23,0,315.0,20,6,314.0,20,0,313.0,18,5
43,896060233,446,27,325.0,12,0,303.0,11,1,318.0,10,0,265.0,8,2
44,1479055627,390,8,262.0,9,0,315.0,11,1,316.0,13,0,304.0,13,1
45,-1720058973,652,14,326.0,23,0,249.0,18,5,258.0,15,0,327.0,17,3
46,313290582,510,51,332.0,12,0,323.0,23,2,343.0,25,0,298.0,22,1
47,-2127264584,372,15,253.0,9,0,257.0,10,1,225.0,9,0,321.0,13,1
48,-1655977077,302,19,267.0,11,0,295.0,5,0,295.0,5,0,295.0,5,0
49,1936267532,556,39,262.0,16,0,278.0,20,1,256.0,18,0,259.0,23,2
