,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,378477150,800,1,8,296.0,21,0,250.0,18,12,319.0,20,0,256.0,15,12
1,-1280640748,800,1,8,319.0,20,0,347.0,16,26,368.0,14,0,423.0,14,19
2,2072074494,800,1,8,915.0,33,0,314.0,13,10,234.0,18,0,275.0,16,3
3,-1049153004,800,1,8,694.0,24,0,345.0,24,14,290.0,19,0,262.0,20,9
4,984265965,800,1,8,286.0,28,0,277.0,43,2,256.0,44,0,269.0,50,1
5,-842345697,800,1,8,303.0,20,0,279.0,27,12,478.0,23,0,257.0,22,14
6,1359984526,800,1,8,666.0,29,0,327.0,36,19,386.0,29,0,300.0,32,13
7,514389020,800,1,8,378.0,17,0,267.0,35,14,377.0,38,0,258.0,39,14
8,1796101260,800,1,8,318.0,29,0,384.0,19,20,351.0,19,0,276.0,19,7
9,1762601221,800,1,8,531.0,24,0,252.0,28,9,281.0,27,0,263.0,22,8
10,1299393056,800,1,8,700.0,90,0,257.0,22,17,360.0,22,0,322.0,19,11
11,1438841467,800,1,8,296.0,22,0,225.0,20,9,300.0,20,0,214.0,23,6
12,-1279963213,800,1,8,296.0,28,0,257.0,20,15,316.0,19,0,214.0,20,3
13,698116508,800,1,8,262.0,32,0,248.0,22,18,1031.0,21,0,375.0,20,19
14,-1070104472,800,1,8,529.0,20,0,316.0,24,15,544.0,26,0,268.0,24,11
15,1429074903,800,1,8,313.0,19,0,343.0,22,14,364.0,27,0,258.0,24,7
16,578729018,800,1,8,294.0,20,0,310.0,19,16,499.0,19,0,251.0,19,15
17,-439881119,800,1,8,923.0,23,0,269.0,31,17,287.0,35,0,250.0,35,4
18,-500043904,800,1,8,314.0,25,0,348.0,31,17,322.0,31,0,371.0,30,14
19,-620802247,800,1,8,297.0,32,0,348.0,20,11,718.0,20,0,258.0,18,7
20,-493081593,800,1,8,323.0,32,0,419.0,43,11,863.0,39,0,315.0,49,9
21,1539497230,800,1,8,325.0,23,0,371.0,20,19,375.0,26,0,262.0,22,15
22,-562206880,800,1,8,349.0,26,0,259.0,26,35,431.0,23,0,282.0,23,10
23,65239294,800,1,8,979.0,19,0,341.0,27,13,324.0,31,0,313.0,34,7
24,1428568662,800,1,8,385.0,31,0,364.0,22,11,643.0,21,0,317.0,17,7
25,256691664,800,1,8,292.0,20,0,315.0,30,7,297.0,29,0,695.0,28,15
26,-886023940,800,1,8,300.0,30,0,340.0,29,14,319.0,28,0,314.0,31,6
27,287276473,800,1,8,637.0,14,0,321.0,8,15,316.0,9,0,234.0,8,8
28,-321475756,800,1,8,312.0,19,0,360.0,29,23,272.0,33,0,314.0,33,10
29,1196317770,800,1,8,492.0,15,0,352.0,28,23,621.0,24,0,284.0,31,7
30,-743655797,800,1,8,294.0,26,0,320.0,24,13,531.0,27,0,296.0,23,7
31,653442307,800,1,8,319.0,35,0,362.0,19,11,303.0,18,0,374.0,18,2
32,502252806,800,1,8,310.0,22,0,263.0,14,13,304.0,15,0,351.0,17,10
33,-1128297628,800,1,8,301.0,19,0,309.0,36,14,304.0,31,0,288.0,30,17
34,-1156418758,800,1,8,332.0,30,0,249.0,16,14,499.0,16,0,262.0,14,8
35,812096726,800,1,8,898.0,35,0,342.0,29,11,315.0,30,0,380.0,27,7
36,-458352417,800,1,8,312.0,19,0,338.0,25,21,489.0,20,0,252.0,22,19
37,-212382565,800,1,8,298.0,26,0,314.0,19,10,263.0,18,0,284.0,17,19
38,-494463406,800,1,8,328.0,32,0,252.0,30,25,301.0,32,0,297.0,29,17
39,-1787781171,800,1,8,282.0,12,0,313.0,25,14,214.0,26,0,260.0,26,6
40,1758116827,800,1,8,572.0,23,0,376.0,27,30,1203.0,27,0,281.0,29,19
41,1594174279,800,1,8,893.0,40,0,373.0,19,20,300.0,17,0,524.0,19,20
42,-861264672,800,1,8,1035.0,40,0,314.0,26,9,258.0,35,0,354.0,31,8
43,-580519439,800,1,8,296.0,34,0,308.0,28,11,277.0,30,0,317.0,30,7
44,-1198383708,800,1,8,293.0,21,0,368.0,14,13,280.0,13,0,439.0,16,21
45,-2081216418,800,1,8,312.0,25,0,263.0,28,18,1126.0,29,0,212.0,32,12
46,100994196,800,1,8,344.0,26,0,316.0,40,16,292.0,33,0,251.0,33,4
47,-2109840937,800,1,8,713.0,27,0,312.0,27,6,858.0,24,0,256.0,25,2
48,2067262664,800,1,8,315.0,18,0,216.0,19,20,325.0,13,0,271.0,15,11
49,260344632,800,1,8,576.0,25,0,368.0,21,14,275.0,25,0,253.0,21,7
